Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125347;7946;265;278;283;128;2027;3140;3274;5813;954;14254;18334;735.0;3345.0;1341.0;973.0;1040.0;1259.0;521.0
2024;128039;8118;306;234;238;119;2340;2643;2753;5404;897;13140;17309;751.0;3418.0;1395.0;970.0;1034.0;1295.0;556.0
2025;130531;7975;180;179;148;86;1377;2021;1712;3906;593;9016;13140;766.0;3358.0;769.0;542.0;590.0;720.0;322.0
2026;132353;8003;158;150;151;90;1208;1694;1747;4087;549;8736;12881;776.0;3369.0;648.0;441.0;479.0;594.0;290.0
2027;134783;8110;156;145;143;84;1193;1638;1654;3815;528;8300;12505;791.0;3414.0;611.0;390.0;432.0;554.0;299.0
2028;136405;8386;157;161;146;91;1201;1818;1689;4133;555;8841;13172;800.0;3531.0;729.0;490.0;536.0;678.0;315.0
2029;138752;8497;168;156;154;80;1285;1762;1781;3633;558;8461;12852;814.0;3577.0;744.0;515.0;559.0;691.0;329.0
2030;140903;8509;160;166;171;79;1224;1875;1978;3588;576;8665;13073;826.0;3582.0;691.0;476.0;519.0;644.0;317.0
2031;143366;8644;166;168;163;86;1269;1897;1885;3906;583;8957;13437;841.0;3639.0;689.0;482.0;497.0;636.0;299.0
2032;145390;8933;169;183;174;89;1292;2067;2013;4042;615;9414;14028;853.0;3761.0;796.0;551.0;590.0;730.0;326.0
2033;146582;8919;164;182;135;86;1254;2055;1562;3906;567;8777;13392;860.0;3755.0;641.0;435.0;483.0;600.0;305.0
2034;148020;9026;170;168;167;101;1300;1897;1932;4587;606;9716;14384;868.0;3800.0;818.0;567.0;604.0;753.0;324.0
2035;149153;9123;145;173;155;86;1109;1954;1793;3906;559;8762;13478;875.0;3841.0;551.0;359.0;397.0;505.0;306.0
2036;150623;9095;169;172;178;94;1292;1942;2059;4269;613;9562;14274;883.0;3829.0;703.0;477.0;521.0;646.0;318.0
2037;151948;9390;160;182;171;70;1224;2055;1978;3179;583;8436;13280;891.0;3953.0;681.0;462.0;498.0;624.0;302.0
2038;153864;9380;176;205;164;83;1346;2315;1897;3769;628;9327;14178;902.0;3949.0;805.0;553.0;610.0;750.0;336.0
2039;155804;9516;170;182;195;94;1300;2055;2256;4269;641;9880;14800;914.0;4006.0;720.0;501.0;538.0;666.0;335.0
2040;158226;9725;158;201;203;104;1208;2270;2348;4723;666;10549;15571;928.0;4094.0;601.0;424.0;462.0;558.0;359.0
2041;159995;9816;183;196;182;85;1399;2213;2105;3860;646;9577;14648;938.0;4133.0;846.0;599.0;638.0;785.0;356.0
2042;162722;9703;195;174;166;86;1491;1965;1920;3906;621;9282;14321;954.0;4085.0;813.0;560.0;600.0;746.0;341.0
