Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;197038;12325;381;309;332;158;2914;3490;3840;7175;1180;17419;23764;1156.0;5189.0;1905.0;1350.0;1468.0;1776.0;747.0
2024;201552;12642;444;262;318;135;3395;2959;3678;6131;1159;16163;22667;1182.0;5322.0;2265.0;1587.0;1689.0;2090.0;841.0
2025;205770;12442;227;155;162;84;1736;1750;1874;3815;628;9175;15620;1207.0;5238.0;1090.0;750.0;825.0;1012.0;429.0
2026;210637;12692;232;147;167;76;1774;1660;1932;3451;622;8817;15395;1235.0;5343.0;1074.0;731.0;798.0;990.0;438.0
2027;215181;12991;189;138;167;71;1445;1558;1932;3224;565;8159;14890;1262.0;5469.0;860.0;595.0;646.0;794.0;401.0
2028;220758;13319;193;133;139;76;1476;1502;1608;3451;541;8037;14939;1295.0;5607.0;857.0;590.0;640.0;795.0;377.0
2029;225632;13672;221;143;147;57;1690;1615;1700;2589;568;7594;14673;1323.0;5756.0;1101.0;759.0;815.0;1016.0;426.0
2030;230998;13930;218;142;176;75;1667;1604;2036;3406;611;8713;15933;1355.0;5865.0;1033.0;705.0;752.0;950.0;441.0
2031;235739;14208;206;138;190;69;1575;1558;2198;3134;603;8465;15830;1383.0;5982.0;883.0;598.0;661.0;822.0;410.0
2032;240609;14544;190;134;172;76;1453;1513;1990;3451;572;8407;15941;1411.0;6123.0;855.0;583.0;628.0;787.0;377.0
2033;244990;14674;193;141;157;64;1476;1592;1816;2907;555;7791;15406;1437.0;6178.0;776.0;534.0;594.0;717.0;388.0
2034;249508;15020;210;138;177;91;1606;1558;2047;4133;616;9344;17130;1463.0;6323.0;846.0;569.0;633.0;778.0;431.0
2035;252801;15195;193;156;177;65;1476;1762;2047;2952;591;8237;16117;1483.0;6397.0;1015.0;704.0;755.0;937.0;422.0
2036;256714;15480;232;146;191;78;1774;1649;2209;3542;647;9174;17197;1506.0;6517.0;1108.0;771.0;847.0;1033.0;462.0
2037;259318;15784;226;147;173;62;1728;1660;2001;2816;608;8205;16371;1521.0;6645.0;1032.0;697.0;753.0;946.0;423.0
2038;262369;15693;240;171;168;75;1835;1931;1943;3406;654;9115;17261;1539.0;6607.0;1062.0;739.0;809.0;994.0;458.0
2039;264373;15803;215;138;191;72;1644;1558;2209;3270;616;8681;16885;1551.0;6653.0;938.0;663.0;698.0;862.0;422.0
2040;266460;16144;212;159;182;75;1621;1796;2105;3406;628;8928;17288;1563.0;6797.0;1001.0;697.0;741.0;917.0;438.0
2041;267921;16166;221;155;179;88;1690;1750;2071;3996;643;9507;17884;1571.0;6806.0;881.0;583.0;656.0;827.0;445.0
2042;268759;15954;248;140;177;67;1897;1581;2047;3043;632;8568;16861;1576.0;6717.0;1070.0;736.0;801.0;986.0;457.0
