Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14485;864;0;309297;5148;163329;689;9592;433.0;689.0;389.0;285.0;304.0;144.0;1850.0;1277.0;1366.0;1708.0;689.0
2024;1136453;13461;1286;0;315832;4027;167313;693;9861;324.0;693.0;341.0;258.0;286.0;132.0;1616.0;1139.0;1245.0;1511.0;693.0
2025;1148628;13142;1974;0;321258;3491;170982;377;9986;224.0;377.0;201.0;160.0;165.0;75.0;846.0;588.0;644.0;787.0;377.0
2026;1159796;15240;2997;0;326568;3382;175411;382;10205;213.0;382.0;202.0;137.0;165.0;91.0;943.0;650.0;711.0;878.0;382.0
2027;1172039;14193;4130;0;331598;3281;179605;369;10519;183.0;369.0;193.0;136.0;149.0;74.0;933.0;652.0;696.0;860.0;369.0
2028;1182102;14186;4821;0;336515;3285;182769;389;10717;185.0;389.0;177.0;143.0;169.0;85.0;850.0;599.0;634.0;782.0;389.0
2029;1191467;13716;5879;0;341999;3252;186444;374;10925;182.0;374.0;188.0;150.0;147.0;71.0;766.0;521.0;561.0;712.0;374.0
2030;1199304;13489;6568;0;347665;3232;189889;348;11023;201.0;348.0;177.0;133.0;173.0;66.0;773.0;527.0;581.0;720.0;348.0
2031;1206225;12951;6859;0;353188;3208;193744;387;11315;225.0;387.0;195.0;181.0;161.0;75.0;952.0;680.0;709.0;871.0;387.0
2032;1212317;14090;7197;0;357133;3138;197613;372;11607;223.0;372.0;190.0;149.0;179.0;77.0;834.0;582.0;625.0;771.0;372.0
2033;1219210;13228;7756;0;360489;3077;201926;363;11716;209.0;363.0;187.0;157.0;148.0;80.0;776.0;515.0;574.0;714.0;363.0
2034;1224682;14233;8211;0;363681;3031;206016;382;12108;229.0;382.0;188.0;160.0;169.0;94.0;763.0;513.0;574.0;713.0;382.0
2035;1230704;14298;9338;0;366838;3010;210035;432;12280;186.0;432.0;211.0;158.0;169.0;80.0;899.0;595.0;685.0;834.0;432.0
2036;1235664;14983;10043;0;370389;2948;213297;381;12475;217.0;381.0;191.0;162.0;178.0;67.0;860.0;585.0;620.0;785.0;381.0
2037;1240604;14157;10795;0;374529;2885;216616;422;12956;218.0;422.0;204.0;180.0;189.0;67.0;1029.0;734.0;777.0;953.0;422.0
2038;1243966;14764;11269;0;379197;2830;219103;423;12747;221.0;423.0;225.0;165.0;179.0;75.0;1031.0;724.0;774.0;958.0;423.0
2039;1247461;14871;12342;0;384519;2787;222433;429;13074;218.0;429.0;215.0;153.0;182.0;97.0;884.0;607.0;653.0;815.0;429.0
2040;1249990;13868;12470;0;389766;2723;223948;411;13200;217.0;411.0;200.0;137.0;202.0;89.0;777.0;517.0;573.0;720.0;411.0
2041;1251388;13322;12875;0;395187;2717;226521;435;13367;216.0;435.0;217.0;145.0;205.0;84.0;800.0;554.0;603.0;738.0;435.0
2042;1251835;13606;13049;0;400408;2658;227818;457;13154;204.0;457.0;234.0;165.0;179.0;83.0;1011.0;694.0;755.0;931.0;457.0
2043;1252392;14033;13461;0;405851;2593;229532;433;13461;212.0;433.0;233.0;163.0;184.0;65.0;1068.0;732.0;798.0;987.0;433.0
2044;1252964;13867;13704;0;411233;2565;230516;405;13543;235.0;405.0;206.0;179.0;183.0;72.0;1020.0;727.0;773.0;948.0;405.0
2045;1253127;15020;14307;0;416630;2515;231999;426;13608;236.0;426.0;239.0;166.0;171.0;86.0;1020.0;717.0;786.0;966.0;426.0
2046;1253840;14113;14701;0;421672;2422;232728;408;13318;200.0;408.0;197.0;142.0;198.0;71.0;899.0;642.0;689.0;832.0;408.0
2047;1253252;13454;15105;0;425580;2415;233885;406;13429;206.0;406.0;206.0;136.0;195.0;75.0;871.0;596.0;647.0;806.0;406.0
2048;1251601;14174;15359;0;429845;2442;234434;442;13792;219.0;442.0;211.0;177.0;187.0;86.0;907.0;621.0;677.0;848.0;442.0
2049;1250416;13955;15648;0;433437;2399;235295;448;13455;250.0;448.0;238.0;181.0;208.0;71.0;1046.0;738.0;784.0;965.0;448.0
2050;1248723;15033;15682;0;437373;2385;235527;445;13686;220.0;445.0;217.0;176.0;201.0;71.0;1069.0;751.0;819.0;997.0;445.0
2051;1248074;13932;15443;0;441228;2368;236658;456;13835;229.0;456.0;217.0;182.0;196.0;90.0;1037.0;748.0;779.0;966.0;456.0
2052;1246563;14827;15440;0;444704;2317;237366;408;13728;223.0;408.0;209.0;158.0;182.0;82.0;955.0;681.0;722.0;886.0;408.0
2053;1245950;13511;15292;0;447631;2324;238421;452;13832;226.0;452.0;253.0;154.0;201.0;70.0;1098.0;750.0;818.0;1019.0;452.0
2054;1244169;13715;14864;0;449246;2329;240261;469;13923;264.0;469.0;246.0;197.0;195.0;95.0;1195.0;843.0;889.0;1104.0;469.0
2055;1243020;14299;14384;0;450209;2270;240807;476;14184;283.0;476.0;260.0;179.0;228.0;92.0;1169.0;825.0;882.0;1088.0;476.0
2056;1242935;13459;14502;0;450771;2200;242901;483;14221;256.0;483.0;239.0;181.0;216.0;103.0;1046.0;722.0;790.0;979.0;483.0
2057;1241892;13144;14099;0;450734;2144;244061;470;14419;236.0;470.0;273.0;166.0;187.0;80.0;1112.0;757.0;815.0;1019.0;470.0
2058;1240937;14568;14168;0;452110;2119;245324;462;14348;245.0;462.0;249.0;169.0;197.0;92.0;990.0;675.0;761.0;930.0;462.0
2059;1241337;13798;14275;0;453467;2079;246297;448;14505;274.0;448.0;243.0;180.0;208.0;91.0;956.0;663.0;704.0;877.0;448.0
2060;1240860;13556;14486;0;454201;2015;247316;485;14371;227.0;485.0;256.0;176.0;203.0;77.0;1183.0;835.0;884.0;1097.0;485.0
2061;1239930;14882;14698;0;455026;2006;246799;505;14344;224.0;505.0;247.0;176.0;218.0;88.0;963.0;688.0;726.0;892.0;505.0
2062;1240114;13780;14896;0;454329;1953;246804;473;14535;261.0;473.0;214.0;204.0;203.0;113.0;912.0;620.0;673.0;846.0;473.0
2063;1238998;13505;15161;0;452783;1931;246579;454;14590;260.0;454.0;235.0;193.0;195.0;91.0;1024.0;720.0;780.0;954.0;454.0
2064;1237342;13659;15444;0;450527;1896;247328;480;14576;247.0;480.0;242.0;185.0;214.0;86.0;1050.0;724.0;783.0;962.0;480.0
