Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13128;827;0;309296;5141;31442;113;1826;433.0;113.0;70.0;209.0;154.0;113.0;322.0;241.0;244.0;299.0;113.0
2024;1135133;12842;1288;0;315833;4595;31909;143;1948;421.0;143.0;90.0;205.0;155.0;114.0;461.0;339.0;343.0;429.0;143.0
2025;1146687;14370;2032;0;321259;4510;32800;75;1905;407.0;75.0;57.0;204.0;124.0;97.0;201.0;141.0;159.0;193.0;75.0
2026;1159025;15048;2878;0;326570;4520;32950;67;1895;433.0;67.0;51.0;201.0;140.0;108.0;200.0;137.0;149.0;187.0;67.0
2027;1171195;14816;4014;0;331596;4529;33905;92;1969;396.0;92.0;54.0;200.0;126.0;108.0;174.0;120.0;116.0;151.0;92.0
2028;1181997;14329;5002;0;336514;4592;33922;75;2050;459.0;75.0;49.0;228.0;144.0;113.0;168.0;121.0;129.0;159.0;75.0
2029;1191324;14848;5841;0;341998;4580;34808;83;2008;452.0;83.0;64.0;231.0;130.0;110.0;201.0;149.0;157.0;188.0;83.0
2030;1200331;15014;6575;0;347672;4610;35003;78;2085;482.0;78.0;54.0;245.0;154.0;107.0;127.0;81.0;87.0;117.0;78.0
2031;1208770;13409;6937;0;353209;4580;35973;74;2101;515.0;74.0;53.0;242.0;168.0;126.0;184.0;134.0;139.0;173.0;74.0
2032;1215242;14000;7259;0;357128;4519;35996;82;2109;525.0;82.0;61.0;246.0;161.0;139.0;271.0;196.0;204.0;247.0;82.0
2033;1221983;13589;7723;0;360461;4428;36748;75;2204;500.0;75.0;55.0;258.0;140.0;122.0;171.0;116.0;123.0;157.0;75.0
2034;1227849;14228;8434;0;363592;4400;36707;71;2178;518.0;71.0;54.0;230.0;177.0;128.0;157.0;105.0;118.0;147.0;71.0
2035;1233643;14033;9120;0;366789;4378;37353;79;2220;494.0;79.0;44.0;263.0;150.0;116.0;116.0;66.0;84.0;106.0;79.0
2036;1238556;14515;9925;0;370323;4388;37345;77;2150;518.0;77.0;72.0;235.0;164.0;124.0;201.0;137.0;149.0;189.0;77.0
2037;1243146;14314;11171;0;374468;4326;38020;71;2277;513.0;71.0;65.0;252.0;148.0;119.0;186.0;126.0;137.0;174.0;71.0
2038;1246289;14308;11515;0;379113;4303;38183;96;2201;524.0;96.0;64.0;259.0;164.0;133.0;208.0;142.0;157.0;192.0;96.0
2039;1249082;14258;12352;0;384390;4282;39090;84;2256;535.0;84.0;58.0;261.0;176.0;124.0;146.0;96.0;100.0;132.0;84.0
2040;1250988;15031;12582;0;389601;4280;39230;96;2274;532.0;96.0;53.0;276.0;169.0;130.0;187.0;133.0;138.0;176.0;96.0
2041;1253437;13008;12839;0;394968;4254;40019;84;2365;541.0;84.0;59.0;285.0;151.0;130.0;214.0;155.0;155.0;195.0;84.0
2042;1253606;14055;13076;0;400086;4219;40374;70;2323;508.0;70.0;56.0;244.0;148.0;130.0;160.0;116.0;126.0;148.0;70.0
