Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13806;837;0;309296;5153;31440;115;1826;433.0;115.0;71.0;210.0;154.0;113.0;324.0;242.0;246.0;301.0;115.0
2024;1135801;14946;1242;0;315831;4605;31904;148;1948;421.0;148.0;94.0;206.0;155.0;114.0;476.0;348.0;354.0;443.0;148.0
2025;1149505;13907;2011;0;321259;4513;32799;74;1906;407.0;74.0;56.0;204.0;124.0;97.0;200.0;141.0;158.0;192.0;74.0
2026;1161401;13379;2965;0;326568;4521;32951;63;1895;432.0;63.0;48.0;200.0;139.0;108.0;197.0;138.0;148.0;184.0;63.0
2027;1171815;14505;4030;0;331597;4532;33909;87;1969;395.0;87.0;55.0;198.0;122.0;107.0;185.0;127.0;125.0;162.0;87.0
2028;1182290;13184;5022;0;336510;4592;33926;72;2051;458.0;72.0;47.0;227.0;145.0;111.0;144.0;103.0;111.0;138.0;72.0
2029;1190452;13587;5819;0;341989;4606;34811;81;2006;451.0;81.0;59.0;233.0;132.0;108.0;171.0;127.0;134.0;159.0;81.0
2030;1198220;13597;6591;0;347655;4595;35002;83;2086;482.0;83.0;56.0;245.0;157.0;107.0;156.0;102.0;108.0;144.0;83.0
2031;1205226;14016;6849;0;353168;4578;35973;79;2104;514.0;79.0;54.0;242.0;170.0;127.0;191.0;139.0;143.0;179.0;79.0
2032;1212393;14343;7394;0;357110;4530;35991;84;2109;523.0;84.0;62.0;249.0;159.0;137.0;283.0;204.0;211.0;257.0;84.0
2033;1219342;14263;7830;0;360455;4459;36748;72;2204;498.0;72.0;58.0;253.0;136.0;123.0;186.0;128.0;135.0;171.0;72.0
2034;1225775;14848;8368;0;363600;4409;36708;62;2179;517.0;62.0;48.0;226.0;176.0;129.0;89.0;54.0;71.0;86.0;62.0
2035;1232255;14340;9140;0;366771;4402;37357;84;2220;499.0;84.0;44.0;269.0;156.0;114.0;120.0;71.0;87.0;110.0;84.0
2036;1237455;14387;10031;0;370323;4374;37341;81;2149;518.0;81.0;71.0;237.0;167.0;124.0;214.0;146.0;159.0;201.0;81.0
2037;1241811;14128;10792;0;374442;4330;38025;73;2278;516.0;73.0;68.0;252.0;148.0;121.0;181.0;125.0;135.0;170.0;73.0
2038;1245147;13632;11507;0;379091;4313;38176;97;2201;526.0;97.0;66.0;260.0;165.0;132.0;223.0;155.0;168.0;205.0;97.0
2039;1247272;14748;12089;0;384400;4273;39092;85;2260;531.0;85.0;58.0;261.0;174.0;123.0;169.0;107.0;117.0;152.0;85.0
2040;1249931;14136;12527;0;389596;4248;39221;95;2272;531.0;95.0;53.0;274.0;168.0;131.0;170.0;120.0;124.0;159.0;95.0
2041;1251540;14184;12999;0;394909;4258;40021;83;2371;546.0;83.0;57.0;292.0;151.0;129.0;222.0;162.0;163.0;202.0;83.0
2042;1252725;15131;13228;0;400108;4233;40372;71;2324;509.0;71.0;60.0;243.0;145.0;132.0;170.0;121.0;131.0;159.0;71.0
