Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2023;1122832;13573;806;0;309297;5151;34418;135;2023;433.0;135.0;86.0;212.0;156.0;114.0;297.0;135.0
2024;1135599;13371;1207;0;315832;4583;35730;154;2176;410.0;154.0;99.0;201.0;149.0;115.0;373.0;154.0
2025;1147763;14152;2072;0;321259;4490;37311;93;2161;416.0;93.0;64.0;211.0;135.0;99.0;167.0;93.0
2026;1159843;14224;2935;0;326568;4462;38208;94;2181;430.0;94.0;58.0;199.0;146.0;121.0;236.0;94.0
2027;1171132;14357;4088;0;331594;4452;39858;105;2356;378.0;105.0;68.0;187.0;125.0;103.0;243.0;105.0
2028;1181401;13426;5084;0;336512;4502;40427;100;2436;416.0;100.0;61.0;217.0;130.0;108.0;238.0;100.0
2029;1189743;13616;5889;0;341989;4562;41760;99;2441;438.0;99.0;75.0;214.0;135.0;113.0;205.0;99.0
2030;1197470;13929;6513;0;347657;4543;41825;97;2483;456.0;97.0;62.0;224.0;158.0;109.0;159.0;97.0
2031;1204886;13345;6795;0;353211;4528;43427;103;2592;489.0;103.0;70.0;241.0;166.0;115.0;233.0;103.0
2032;1211436;14169;7152;0;357151;4472;43117;104;2547;506.0;104.0;80.0;232.0;156.0;142.0;260.0;104.0
2033;1218453;12949;7727;0;360465;4400;44091;94;2653;480.0;94.0;64.0;248.0;142.0;120.0;198.0;94.0
2034;1223675;14592;8386;0;363624;4348;43868;122;2591;510.0;122.0;78.0;231.0;190.0;133.0;229.0;122.0
2035;1229881;13811;9427;0;366770;4307;44436;121;2629;461.0;121.0;74.0;253.0;138.0;117.0;245.0;121.0
2036;1234265;14093;10097;0;370302;4283;43792;121;2544;482.0;121.0;82.0;236.0;162.0;123.0;257.0;121.0
2037;1238261;13749;10772;0;374392;4220;44002;95;2629;478.0;95.0;77.0;239.0;149.0;108.0;222.0;95.0
2038;1241238;13866;11420;0;379058;4211;43362;107;2565;497.0;107.0;73.0;251.0;163.0;117.0;303.0;107.0
2039;1243684;14073;12137;0;384341;4186;43722;110;2590;512.0;110.0;76.0;252.0;176.0;118.0;218.0;110.0
2040;1245620;12548;12452;0;389535;4178;43555;128;2546;505.0;128.0;67.0;264.0;171.0;131.0;262.0;128.0
2041;1245716;14593;13151;0;394863;4166;44289;114;2601;521.0;114.0;65.0;278.0;161.0;131.0;202.0;114.0
2042;1247158;13898;13152;0;400050;4116;44618;97;2562;474.0;97.0;74.0;238.0;140.0;119.0;240.0;97.0
