Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;62708;3945;119;231;191;117;910;2609;2209;5313;658;11041;13070;368.0;1661.0;512.0;369.0;396.0;478.0;225.0
2024;63648;4052;152;207;177;124;1162;2338;2047;5631;660;11178;13257;373.0;1706.0;665.0;469.0;497.0;617.0;261.0
2025;65353;3956;100;198;134;96;765;2236;1550;4360;528;8911;10959;383.0;1665.0;424.0;290.0;319.0;395.0;151.0
2026;65784;3952;99;175;142;111;757;1976;1643;5041;527;9417;11467;386.0;1664.0;367.0;255.0;269.0;347.0;152.0
2027;67504;4095;103;181;130;105;788;2044;1504;4768;519;9104;11224;396.0;1724.0;380.0;260.0;273.0;343.0;176.0
2028;67893;4225;92;203;143;92;704;2293;1654;4178;530;8829;11006;398.0;1779.0;443.0;309.0;330.0;411.0;152.0
2029;69515;4164;91;204;131;105;696;2304;1515;4768;531;9283;11444;408.0;1753.0;296.0;198.0;226.0;280.0;145.0
2030;69999;4358;93;221;159;101;711;2496;1839;4587;574;9633;11879;411.0;1835.0;303.0;206.0;220.0;281.0;165.0
2031;71836;4352;95;231;167;111;726;2609;1932;5041;604;10308;12561;421.0;1832.0;398.0;285.0;292.0;369.0;152.0
2032;72182;4392;110;212;157;127;841;2394;1816;5768;606;10819;13091;423.0;1849.0;458.0;316.0;341.0;423.0;164.0
2033;73382;4522;91;236;134;113;696;2665;1550;5132;574;10043;12377;430.0;1904.0;345.0;244.0;261.0;321.0;147.0
2034;73625;4471;106;207;182;122;811;2338;2105;5541;617;10795;13109;432.0;1882.0;437.0;306.0;329.0;405.0;169.0
2035;74599;4530;80;225;151;105;612;2541;1747;4768;561;9668;12013;438.0;1907.0;276.0;177.0;202.0;255.0;160.0
2036;75031;4536;114;226;157;111;872;2552;1816;5041;608;10281;12631;440.0;1910.0;465.0;312.0;345.0;432.0;175.0
2037;75907;4663;98;223;155;102;749;2518;1793;4632;578;9692;12100;445.0;1963.0;317.0;205.0;223.0;286.0;139.0
2038;76739;4702;90;233;170;122;688;2631;1966;5541;615;10826;13256;450.0;1980.0;332.0;229.0;264.0;311.0;165.0
2039;77966;4772;98;233;188;104;749;2631;2175;4723;623;10278;12744;457.0;2009.0;390.0;275.0;286.0;358.0;176.0
2040;79010;4793;93;245;182;117;711;2767;2105;5313;637;10896;13377;463.0;2018.0;390.0;277.0;295.0;364.0;182.0
2041;80050;4866;91;263;170;123;696;2970;1966;5586;647;11218;13736;469.0;2049.0;329.0;231.0;244.0;306.0;180.0
2042;81317;4830;99;214;158;113;757;2417;1828;5132;584;10134;12644;477.0;2033.0;316.0;221.0;242.0;293.0;161.0
