Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;23736;1468;57;200;145;111;436;2259;1677;5041;513;9413;10170;139.0;618.0;187.0;139.0;143.0;178.0;80.0
2024;23833;1558;70;199;141;114;535;2247;1631;5177;524;9590;10386;140.0;656.0;327.0;240.0;244.0;304.0;102.0
2025;24723;1444;38;210;122;105;291;2372;1411;4768;475;8842;9595;145.0;608.0;115.0;83.0;90.0;110.0;48.0
2026;24626;1509;36;204;141;122;275;2304;1631;5541;503;9751;10530;144.0;635.0;121.0;85.0;89.0;115.0;53.0
2027;25531;1603;48;200;124;112;367;2259;1434;5086;484;9146;9971;150.0;675.0;153.0;108.0;111.0;137.0;73.0
2028;25410;1566;40;238;140;109;306;2688;1619;4950;527;9563;10371;149.0;659.0;105.0;74.0;80.0;101.0;52.0
2029;26139;1579;52;233;137;111;398;2631;1585;5041;533;9655;10473;153.0;665.0;94.0;58.0;70.0;83.0;69.0
2030;26232;1590;59;243;152;108;451;2744;1758;4905;562;9858;10681;154.0;669.0;230.0;164.0;168.0;213.0;65.0
2031;27023;1649;52;259;163;135;398;2925;1885;6131;609;11339;12191;158.0;694.0;163.0;120.0;127.0;156.0;68.0
2032;26954;1643;44;249;164;143;336;2812;1897;6494;600;11539;12389;158.0;692.0;127.0;85.0;90.0;114.0;56.0
2033;27579;1714;46;255;134;126;352;2880;1550;5722;561;10504;11388;162.0;722.0;117.0;79.0;87.0;108.0;54.0
2034;27526;1670;54;235;180;136;413;2654;2082;6176;605;11325;12189;161.0;703.0;148.0;98.0;112.0;139.0;64.0
2035;28033;1722;37;273;153;116;283;3083;1770;5268;579;10404;11293;164.0;725.0;100.0;62.0;72.0;90.0;66.0
2036;27935;1664;62;240;166;129;474;2710;1920;5858;597;10962;11827;164.0;701.0;198.0;144.0;147.0;188.0;69.0
2037;28534;1786;58;261;147;123;444;2948;1700;5586;589;10678;11597;167.0;752.0;136.0;88.0;98.0;126.0;53.0
2038;28604;1702;45;259;163;135;344;2925;1885;6131;602;11285;12170;168.0;717.0;120.0;81.0;91.0;110.0;63.0
2039;29329;1782;44;268;174;126;336;3027;2013;5722;612;11098;12020;172.0;750.0;96.0;68.0;65.0;87.0;53.0
2040;29447;1750;50;275;162;131;382;3106;1874;5949;618;11311;12221;173.0;737.0;114.0;73.0;81.0;108.0;75.0
2041;29968;1857;44;287;153;135;336;3241;1770;6131;619;11478;12436;176.0;782.0;144.0;107.0;103.0;130.0;61.0
2042;30247;1783;58;259;144;134;444;2925;1666;6085;595;11120;12048;177.0;751.0;166.0;122.0;127.0;155.0;61.0
