Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;7787;482;22;190;125;109;168;2146;1446;4950;446;8710;8959;46.0;203.0;9.0;5.0;8.0;11.0;13.0
2024;8018;539;29;200;128;113;222;2259;1481;5132;470;9094;9368;47.0;227.0;109.0;80.0;80.0;100.0;31.0
2025;8121;472;28;214;122;107;214;2417;1411;4859;471;8901;9148;48.0;199.0;49.0;34.0;35.0;45.0;17.0
2026;8311;504;19;207;138;125;145;2338;1596;5677;489;9756;10017;49.0;212.0;12.0;7.0;7.0;13.0;16.0
2027;8423;523;24;217;109;116;184;2451;1261;5268;466;9164;9433;49.0;220.0;27.0;17.0;21.0;25.0;19.0
2028;8577;521;22;249;136;116;168;2812;1573;5268;523;9821;10090;50.0;219.0;2.0;-2.0;1.0;3.0;16.0
2029;8644;526;38;238;124;117;291;2688;1434;5313;517;9726;9998;51.0;221.0;56.0;40.0;43.0;53.0;22.0
2030;8771;506;30;251;152;120;229;2835;1758;5450;553;10272;10536;51.0;213.0;67.0;43.0;47.0;60.0;21.0
2031;8995;516;26;262;159;141;199;2959;1839;6403;588;11400;11670;53.0;217.0;31.0;21.0;23.0;29.0;15.0
2032;9027;556;37;257;171;151;283;2902;1978;6858;616;12021;12308;53.0;234.0;63.0;41.0;47.0;59.0;22.0
2033;9206;557;29;268;145;132;222;3027;1677;5995;574;10921;11209;54.0;234.0;15.0;6.0;7.0;14.0;17.0
2034;9147;569;27;245;193;145;206;2767;2233;6585;610;11791;12085;54.0;240.0;44.0;31.0;35.0;41.0;23.0
2035;9315;573;21;281;143;123;161;3173;1654;5586;568;10574;10870;55.0;241.0;10.0;1.0;5.0;8.0;20.0
2036;9288;567;40;257;163;138;306;2902;1885;6267;598;11360;11653;54.0;239.0;75.0;55.0;57.0;69.0;23.0
2037;9449;586;34;270;151;130;260;3049;1747;5904;585;10960;11262;55.0;247.0;30.0;19.0;21.0;25.0;16.0
2038;9493;574;39;272;159;135;298;3072;1839;6131;605;11340;11638;56.0;242.0;66.0;47.0;49.0;64.0;31.0
2039;9719;610;32;285;175;137;245;3219;2024;6222;629;11710;12024;57.0;257.0;16.0;10.0;9.0;17.0;19.0
2040;9788;581;27;278;165;146;206;3140;1909;6630;616;11885;12187;57.0;245.0;38.0;27.0;28.0;35.0;25.0
2041;9932;622;31;296;157;140;237;3343;1816;6358;624;11754;12074;58.0;262.0;64.0;45.0;45.0;58.0;26.0
2042;10075;576;39;272;151;138;298;3072;1747;6267;600;11384;11685;59.0;242.0;57.0;41.0;44.0;54.0;22.0
