Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14065;861;0;309296;5150;7786;14;469;433.0;14.0;23.0;190.0;125.0;109.0;11.0;6.0;10.0;13.0;14.0
2024;1136036;13200;1292;0;315832;4703;8018;31;508;439.0;31.0;30.0;199.0;128.0;113.0;111.0;81.0;82.0;102.0;31.0
2025;1147944;13663;2075;0;321258;4702;8121;16;455;454.0;16.0;27.0;214.0;122.0;107.0;47.0;33.0;33.0;43.0;16.0
2026;1159532;12478;2837;0;326568;4725;8311;16;488;473.0;16.0;18.0;208.0;138.0;125.0;10.0;6.0;5.0;11.0;16.0
2027;1169173;14375;3989;0;331595;4747;8423;19;504;447.0;19.0;24.0;217.0;109.0;116.0;27.0;17.0;21.0;25.0;19.0
2028;1179559;14023;5069;0;336510;4835;8576;17;505;508.0;17.0;23.0;249.0;135.0;118.0;15.0;8.0;12.0;15.0;17.0
2029;1188513;14667;5948;0;341993;4846;8646;21;505;496.0;21.0;37.0;239.0;124.0;117.0;46.0;34.0;36.0;44.0;21.0
2030;1197232;13409;6564;0;347646;4877;8775;19;486;532.0;19.0;27.0;252.0;153.0;119.0;47.0;30.0;32.0;42.0;19.0
2031;1204077;13627;7015;0;353185;4843;8992;14;500;571.0;14.0;25.0;261.0;159.0;140.0;26.0;17.0;19.0;24.0;14.0
2032;1210689;14407;7239;0;357140;4794;9031;24;535;595.0;24.0;39.0;256.0;171.0;153.0;66.0;41.0;49.0;62.0;24.0
2033;1217857;13879;7687;0;360458;4714;9208;18;540;555.0;18.0;31.0;267.0;143.0;132.0;31.0;17.0;19.0;29.0;18.0
2034;1224049;13665;8351;0;363610;4674;9149;24;546;585.0;24.0;29.0;242.0;193.0;145.0;44.0;30.0;35.0;42.0;24.0
2035;1229363;14728;9212;0;366749;4655;9313;21;553;550.0;21.0;22.0;281.0;144.0;124.0;9.0;0.0;4.0;7.0;21.0
2036;1234879;13181;10063;0;370306;4630;9290;23;544;577.0;23.0;38.0;259.0;165.0;138.0;78.0;59.0;60.0;71.0;23.0
2037;1237997;14723;10824;0;374381;4583;9450;14;570;572.0;14.0;35.0;270.0;150.0;131.0;30.0;21.0;24.0;27.0;14.0
2038;1241896;14549;11422;0;379032;4569;9494;30;543;572.0;30.0;38.0;270.0;160.0;134.0;59.0;41.0;43.0;57.0;30.0
2039;1245023;14224;12054;0;384337;4522;9725;22;591;608.0;22.0;34.0;284.0;176.0;136.0;26.0;16.0;14.0;25.0;22.0
2040;1247193;13388;12820;0;389537;4536;9786;26;556;588.0;26.0;28.0;276.0;162.0;148.0;43.0;31.0;31.0;40.0;26.0
2041;1247761;13699;12773;0;394885;4535;9938;26;597;600.0;26.0;32.0;296.0;159.0;139.0;69.0;48.0;50.0;63.0;26.0
2042;1248687;14369;13248;0;400036;4501;10071;21;554;576.0;21.0;39.0;270.0;150.0;138.0;38.0;25.0;31.0;36.0;21.0
