Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2023;1122832;13408;856;0;309296;5155;68677;301;4093;433.0;301.0;151.0;244.0;217.0;122.0;587.0;301.0
2024;1135384;14125;1209;0;315833;4421;71576;325;4270;380.0;325.0;186.0;218.0;184.0;117.0;716.0;325.0
2025;1148300;14061;2115;0;321258;4183;74477;220;4336;344.0;220.0;124.0;201.0;141.0;98.0;449.0;220.0
2026;1160246;13086;2956;0;326566;4118;76712;195;4451;346.0;195.0;109.0;162.0;156.0;114.0;388.0;195.0
2027;1170376;15163;3973;0;331593;4082;79556;204;4642;296.0;204.0;117.0;156.0;143.0;84.0;500.0;204.0
2028;1181566;13811;4971;0;336515;4116;81314;197;4864;313.0;197.0;105.0;182.0;133.0;90.0;419.0;197.0
2029;1190406;12991;5927;0;341998;4159;83309;194;4917;328.0;194.0;112.0;173.0;140.0;97.0;374.0;194.0
2030;1197470;14522;6444;0;347660;4161;84362;211;5011;363.0;211.0;107.0;202.0;162.0;103.0;414.0;211.0
2031;1205548;14401;6884;0;353202;4124;86531;206;5100;393.0;206.0;112.0;211.0;180.0;96.0;447.0;206.0
2032;1213065;14894;7307;0;357150;4072;87064;210;5141;402.0;210.0;114.0;203.0;179.0;116.0;425.0;210.0
2033;1220652;14578;7682;0;360471;3978;88194;202;5256;376.0;202.0;119.0;202.0;151.0;106.0;408.0;202.0
2034;1227548;14153;8322;0;363616;3943;88707;240;5163;385.0;240.0;128.0;188.0;191.0;118.0;546.0;240.0
2035;1233379;14085;9310;0;366772;3882;88817;211;5257;367.0;211.0;114.0;220.0;148.0;96.0;455.0;211.0
2036;1238154;12919;10140;0;370318;3876;88269;199;5148;384.0;199.0;110.0;208.0;162.0;103.0;438.0;199.0
2037;1240933;14882;10811;0;374424;3821;88142;191;5275;385.0;191.0;110.0;213.0;165.0;88.0;388.0;191.0
2038;1245004;14676;11554;0;379049;3828;87281;209;5165;393.0;209.0;131.0;217.0;160.0;94.0;503.0;209.0
2039;1248126;14537;11995;0;384345;3804;87423;218;5194;401.0;218.0;134.0;211.0;171.0;103.0;434.0;218.0
2040;1250668;14238;12509;0;389539;3791;87683;234;5180;410.0;234.0;122.0;234.0;172.0;116.0;497.0;234.0
2041;1252397;13407;12816;0;394903;3768;88525;227;5212;416.0;227.0;129.0;234.0;174.0;106.0;522.0;227.0
2042;1252988;14291;13060;0;400079;3726;89774;220;5192;397.0;220.0;128.0;214.0;165.0;110.0;504.0;220.0
