Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14627;865;0;309296;5151;23735;81;1388;433.0;81.0;58.0;200.0;145.0;111.0;189.0;140.0;145.0;180.0;81.0
2024;1136594;12877;1200;0;315834;4639;23832;104;1454;422.0;104.0;70.0;201.0;141.0;114.0;341.0;249.0;254.0;317.0;104.0
2025;1148271;13752;2045;0;321258;4584;24719;54;1396;428.0;54.0;41.0;210.0;125.0;106.0;138.0;99.0;105.0;131.0;54.0
2026;1159978;13758;2953;0;326567;4606;24628;54;1455;451.0;54.0;39.0;202.0;140.0;124.0;121.0;87.0;90.0;116.0;54.0
2027;1170783;13485;3963;0;331595;4606;25530;73;1532;412.0;73.0;46.0;201.0;125.0;113.0;146.0;104.0;110.0;131.0;73.0
2028;1180305;14306;4986;0;336512;4663;25414;46;1516;476.0;46.0;35.0;236.0;141.0;110.0;77.0;55.0;60.0;76.0;46.0
2029;1189625;14665;6029;0;341992;4668;26140;68;1513;463.0;68.0;48.0;236.0;137.0;110.0;69.0;42.0;51.0;61.0;68.0
2030;1198261;15642;6482;0;347656;4678;26235;67;1527;494.0;67.0;59.0;242.0;153.0;107.0;236.0;167.0;174.0;219.0;67.0
2031;1207421;14140;6936;0;353198;4656;27015;63;1579;539.0;63.0;52.0;256.0;161.0;133.0;175.0;128.0;133.0;166.0;63.0
2032;1214625;13330;7185;0;357132;4586;26955;60;1587;540.0;60.0;49.0;247.0;163.0;141.0;152.0;101.0;107.0;138.0;60.0
2033;1220770;13489;7804;0;360454;4518;27575;59;1659;507.0;59.0;48.0;258.0;136.0;124.0;126.0;85.0;95.0;118.0;59.0
2034;1226455;14116;8342;0;363597;4502;27525;58;1602;539.0;58.0;47.0;235.0;179.0;136.0;114.0;78.0;89.0;107.0;58.0
2035;1232229;14145;9365;0;366764;4461;28038;66;1657;514.0;66.0;37.0;273.0;155.0;115.0;103.0;65.0;75.0;93.0;66.0
2036;1237009;14051;9994;0;370300;4456;27924;69;1594;529.0;69.0;60.0;240.0;168.0;130.0;166.0;120.0;124.0;159.0;69.0
2037;1241066;14799;10958;0;374451;4407;28535;50;1733;539.0;50.0;58.0;259.0;146.0;126.0;140.0;93.0;100.0;130.0;50.0
2038;1244907;14429;11441;0;379093;4369;28602;62;1639;538.0;62.0;47.0;258.0;160.0;135.0;129.0;83.0;92.0;117.0;62.0
2039;1247895;14682;12051;0;384376;4348;29325;54;1729;560.0;54.0;46.0;265.0;178.0;125.0;97.0;64.0;64.0;85.0;54.0
2040;1250526;13789;12528;0;389586;4359;29447;72;1672;543.0;72.0;48.0;276.0;161.0;130.0;107.0;73.0;75.0;102.0;72.0
2041;1251787;13757;13009;0;394958;4355;29968;72;1798;564.0;72.0;49.0;293.0;157.0;137.0;158.0;115.0;111.0;143.0;72.0
2042;1252535;14366;12931;0;400121;4321;30260;55;1722;532.0;55.0;52.0;257.0;146.0;132.0;113.0;80.0;89.0;106.0;55.0
