Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;154961;9706;363;278;296;142;2776;3140;3424;6449;1079;15789;20784;909.0;4086.0;1764.0;1213.0;1296.0;1624.0;646.0
2024;158238;9968;331;255;278;127;2531;2880;3216;5768;991;14395;19520;928.0;4197.0;1670.0;1183.0;1283.0;1558.0;661.0
2025;161310;9760;198;164;161;75;1514;1852;1862;3406;598;8634;13689;946.0;4109.0;804.0;562.0;621.0;751.0;357.0
2026;165154;9964;197;140;160;98;1507;1581;1851;4451;595;9390;14554;969.0;4195.0;862.0;582.0;638.0;798.0;364.0
2027;168649;10162;188;138;147;78;1438;1558;1700;3542;551;8238;13505;989.0;4278.0;898.0;627.0;673.0;827.0;358.0
2028;171593;10466;163;149;174;89;1247;1683;2013;4042;575;8985;14397;1006.0;4406.0;764.0;538.0;570.0;707.0;372.0
2029;174497;10535;182;157;148;70;1392;1773;1712;3179;557;8056;13514;1023.0;4435.0;802.0;557.0;591.0;743.0;364.0
2030;177247;10601;169;138;178;68;1292;1558;2059;3088;553;7997;13500;1040.0;4463.0;759.0;518.0;571.0;707.0;337.0
2031;180425;10913;190;176;167;75;1453;1988;1932;3406;608;8779;14431;1058.0;4594.0;923.0;646.0;676.0;840.0;372.0
2032;183059;11108;183;159;172;79;1399;1796;1990;3588;593;8773;14524;1074.0;4677.0;877.0;618.0;654.0;807.0;347.0
2033;186465;11199;181;161;139;86;1384;1818;1608;3906;567;8716;14525;1094.0;4715.0;787.0;522.0;573.0;721.0;347.0
2034;189371;11482;179;155;175;96;1369;1750;2024;4360;605;9503;15448;1111.0;4834.0;690.0;453.0;512.0;643.0;364.0
2035;192523;11697;201;156;178;79;1537;1762;2059;3588;614;8946;14999;1129.0;4924.0;907.0;610.0;698.0;843.0;415.0
2036;194880;11677;182;165;175;72;1392;1863;2024;3270;594;8549;14608;1143.0;4916.0;831.0;571.0;613.0;758.0;355.0
2037;197383;12166;185;178;169;71;1415;2010;1955;3224;603;8604;14884;1158.0;5122.0;902.0;635.0;678.0;833.0;368.0
2038;199212;11980;213;171;169;69;1629;1931;1955;3134;622;8649;14861;1168.0;5044.0;1005.0;694.0;738.0;929.0;382.0
2039;201624;12231;200;168;191;95;1529;1897;2209;4314;654;9949;16281;1183.0;5149.0;862.0;586.0;633.0;796.0;408.0
2040;202794;12289;186;162;206;92;1422;1830;2383;4178;646;9813;16176;1189.0;5174.0;764.0;533.0;571.0;704.0;393.0
2041;205320;12468;193;162;199;90;1476;1830;2302;4087;644;9695;16148;1204.0;5249.0;684.0;478.0;516.0;627.0;399.0
2042;206440;12250;203;175;172;91;1552;1976;1990;4133;641;9651;16019;1211.0;5157.0;883.0;601.0;663.0;817.0;406.0
2043;208857;12628;219;173;177;71;1675;1954;2047;3224;640;8900;15441;1225.0;5316.0;985.0;665.0;730.0;909.0;404.0
2044;209825;12677;203;197;194;81;1552;2225;2244;3679;675;9700;16268;1231.0;5337.0;970.0;696.0;728.0;903.0;407.0
2045;211716;12744;231;177;184;93;1767;1999;2128;4224;685;10118;16725;1242.0;5365.0;1026.0;713.0;791.0;970.0;407.0
2046;212751;12631;193;145;187;80;1476;1638;2163;3633;605;8910;15476;1248.0;5318.0;908.0;641.0;684.0;839.0;372.0
2047;214285;12617;189;144;199;77;1445;1626;2302;3497;609;8870;15439;1257.0;5312.0;830.0;576.0;627.0;768.0;380.0
2048;214727;13017;199;180;199;83;1522;2033;2302;3769;661;9626;16365;1259.0;5480.0;930.0;637.0;697.0;860.0;414.0
2049;215675;12742;218;190;196;73;1667;2146;2267;3315;677;9395;16024;1265.0;5364.0;919.0;642.0;684.0;847.0;408.0
2050;216108;12996;198;183;207;77;1514;2067;2394;3497;665;9472;16210;1267.0;5471.0;951.0;663.0;729.0;883.0;427.0
2051;216763;13101;225;184;195;92;1721;2078;2256;4178;696;10233;17020;1271.0;5516.0;1155.0;848.0;869.0;1067.0;438.0
2052;218261;12977;188;170;179;95;1438;1920;2071;4314;632;9743;16486;1280.0;5463.0;845.0;604.0;635.0;785.0;367.0
2053;219415;13163;239;166;201;80;1828;1875;2325;3633;686;9661;16490;1287.0;5542.0;992.0;688.0;747.0;929.0;430.0
2054;221682;13295;232;210;217;93;1774;2372;2510;4224;752;10880;17777;1300.0;5597.0;1116.0;787.0;844.0;1030.0;456.0
2055;222480;13576;250;181;213;92;1912;2044;2464;4178;736;10598;17619;1305.0;5716.0;1156.0;792.0;853.0;1066.0;445.0
2056;223951;13487;218;190;190;110;1667;2146;2198;4996;708;11007;17998;1313.0;5678.0;1018.0;707.0;770.0;944.0;432.0
2057;224191;13696;254;171;188;89;1942;1931;2175;4042;702;10090;17171;1315.0;5766.0;1090.0;746.0;802.0;994.0;437.0
2058;224315;13610;236;176;196;100;1805;1988;2267;4541;708;10601;17647;1316.0;5730.0;1016.0;702.0;775.0;953.0;439.0
2059;223904;13571;230;192;213;94;1759;2168;2464;4269;729;10660;17686;1313.0;5713.0;958.0;674.0;699.0;875.0;432.0
2060;224896;13491;224;200;194;85;1713;2259;2244;3860;703;10076;17075;1319.0;5680.0;1082.0;773.0;813.0;1008.0;433.0
2061;223582;13405;234;192;204;94;1789;2168;2360;4269;724;10586;17541;1311.0;5644.0;902.0;643.0;688.0;845.0;470.0
2062;224010;13628;204;209;198;104;1560;2360;2290;4723;715;10933;17984;1314.0;5737.0;830.0;543.0;597.0;758.0;428.0
2063;223594;13601;220;190;209;92;1682;2146;2418;4178;711;10424;17461;1311.0;5726.0;1020.0;715.0;772.0;942.0;417.0
2064;223653;13616;247;196;208;86;1889;2213;2406;3906;737;10414;17458;1312.0;5732.0;1159.0;812.0;864.0;1065.0;460.0
2065;221092;13359;201;199;189;79;1537;2247;2186;3588;668;9558;16479;1297.0;5624.0;980.0;677.0;744.0;910.0;418.0
2066;219509;13350;219;198;207;71;1675;2236;2394;3224;695;9529;16436;1287.0;5620.0;908.0;618.0;686.0;858.0;434.0
2067;217336;13042;222;196;195;93;1698;2213;2256;4224;706;10391;17157;1275.0;5491.0;983.0;673.0;714.0;895.0;426.0
2068;214493;13116;234;198;191;104;1789;2236;2209;4723;727;10957;17737;1258.0;5522.0;885.0;586.0;676.0;832.0;428.0
2069;213499;13163;211;190;188;87;1614;2146;2175;3951;676;9886;16680;1252.0;5542.0;837.0;578.0;636.0;773.0;391.0
2070;210456;12725;204;168;212;98;1560;1897;2452;4451;682;10360;16951;1234.0;5357.0;922.0;650.0;690.0;851.0;407.0
2071;209153;12757;220;180;196;106;1682;2033;2267;4814;702;10796;17394;1227.0;5371.0;924.0;635.0;696.0;857.0;414.0
2072;206589;12346;193;205;213;89;1476;2315;2464;4042;700;10297;16707;1212.0;5198.0;760.0;535.0;579.0;711.0;376.0
2073;204531;12377;187;213;178;94;1430;2405;2059;4269;672;10163;16574;1200.0;5211.0;837.0;599.0;632.0;776.0;376.0
2074;201927;12243;194;202;182;87;1484;2281;2105;3951;665;9821;16159;1184.0;5154.0;866.0;599.0;650.0;802.0;364.0
2075;200703;12065;196;182;178;85;1499;2055;2059;3860;641;9473;15729;1177.0;5079.0;789.0;553.0;601.0;739.0;345.0
2076;199255;12071;181;185;189;87;1384;2089;2186;3951;642;9610;15861;1169.0;5082.0;707.0;487.0;524.0;655.0;367.0
2077;197679;11975;187;186;170;84;1430;2101;1966;3815;627;9312;15513;1159.0;5042.0;773.0;533.0;571.0;713.0;352.0
2078;196658;11880;187;203;203;82;1430;2293;2348;3724;675;9795;15950;1153.0;5002.0;742.0;501.0;558.0;697.0;390.0
2079;195681;11840;197;181;169;74;1507;2044;1955;3361;621;8867;15000;1148.0;4985.0;925.0;654.0;683.0;845.0;355.0
2080;194367;11785;184;219;186;89;1407;2473;2152;4042;678;10074;16176;1140.0;4962.0;780.0;548.0;579.0;721.0;384.0
2081;194013;11770;172;174;188;93;1315;1965;2175;4224;627;9679;15772;1138.0;4955.0;665.0;448.0;494.0;619.0;346.0
2082;192721;11593;187;185;190;72;1430;2089;2198;3270;634;8987;14998;1130.0;4881.0;826.0;571.0;620.0;764.0;355.0
2083;191952;11734;183;218;178;81;1399;2462;2059;3679;660;9599;15665;1126.0;4940.0;847.0;607.0;646.0;787.0;366.0
2084;190282;11594;212;180;192;92;1621;2033;2221;4178;676;10053;16050;1116.0;4881.0;790.0;530.0;582.0;729.0;387.0
