Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;7786;483;23;190;125;109;176;2146;1446;4950;447;8718;8967;46.0;203.0;11.0;6.0;10.0;13.0;14.0
2024;8018;539;29;200;128;113;222;2259;1481;5132;470;9094;9368;47.0;227.0;109.0;80.0;80.0;100.0;31.0
2025;8121;472;27;214;123;107;206;2417;1423;4859;471;8905;9152;48.0;199.0;52.0;37.0;36.0;47.0;17.0
2026;8310;504;20;206;138;125;153;2326;1596;5677;489;9752;10013;49.0;212.0;12.0;7.0;7.0;13.0;16.0
2027;8423;523;24;217;109;116;184;2451;1261;5268;466;9164;9433;49.0;220.0;27.0;17.0;21.0;25.0;19.0
2028;8577;521;23;249;135;117;176;2812;1562;5313;524;9863;10132;50.0;219.0;10.0;3.0;7.0;10.0;16.0
2029;8647;525;37;238;123;117;283;2688;1423;5313;515;9707;9979;51.0;221.0;41.0;28.0;33.0;40.0;20.0
2030;8772;506;27;253;153;120;206;2857;1770;5450;553;10283;10547;51.0;213.0;54.0;35.0;38.0;49.0;21.0
2031;8995;515;26;261;159;141;199;2948;1839;6403;587;11389;11659;53.0;217.0;36.0;25.0;26.0;33.0;15.0
2032;9032;558;37;258;171;152;283;2914;1978;6903;618;12078;12366;53.0;235.0;63.0;41.0;47.0;59.0;22.0
2033;9207;557;30;267;143;132;229;3015;1654;5995;572;10893;11181;54.0;234.0;21.0;11.0;12.0;20.0;17.0
2034;9149;570;30;241;193;145;229;2722;2233;6585;609;11769;12063;54.0;240.0;40.0;25.0;31.0;38.0;24.0
2035;9315;573;21;281;144;124;161;3173;1666;5631;570;10631;10927;55.0;241.0;11.0;2.0;6.0;9.0;20.0
2036;9291;566;39;258;163;138;298;2914;1885;6267;598;11364;11656;54.0;238.0;81.0;61.0;62.0;74.0;22.0
2037;9445;587;36;270;151;131;275;3049;1747;5949;588;11020;11322;55.0;247.0;31.0;21.0;23.0;27.0;17.0
2038;9494;574;37;276;160;134;283;3117;1851;6085;607;11336;11634;56.0;242.0;60.0;43.0;45.0;58.0;31.0
2039;9722;608;32;283;173;135;245;3196;2001;6131;623;11573;11886;57.0;256.0;6.0;3.0;2.0;8.0;17.0
2040;9785;582;29;277;162;147;222;3128;1874;6676;615;11900;12202;57.0;245.0;47.0;33.0;34.0;44.0;27.0
2041;9933;622;31;298;158;139;237;3365;1828;6313;626;11743;12063;58.0;262.0;82.0;59.0;60.0;75.0;26.0
2042;10071;574;39;271;149;139;298;3060;1724;6313;598;11395;11696;59.0;242.0;49.0;34.0;38.0;46.0;20.0
