Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;163329;10281;389;285;304;144;2975;3219;3517;6540;1122;16251;21537;958.0;4328.0;1850.0;1277.0;1366.0;1708.0;689.0
2024;167313;10554;341;258;286;132;2608;2914;3308;5995;1017;14825;20249;981.0;4443.0;1616.0;1139.0;1245.0;1511.0;693.0
2025;170982;10363;201;160;165;75;1537;1807;1909;3406;601;8659;14025;1003.0;4363.0;846.0;588.0;644.0;787.0;377.0
2026;175411;10587;202;137;165;91;1545;1547;1909;4133;595;9134;14620;1029.0;4457.0;943.0;650.0;711.0;878.0;382.0
2027;179605;10888;193;136;149;74;1476;1536;1724;3361;552;8097;13734;1053.0;4584.0;933.0;652.0;696.0;860.0;369.0
2028;182769;11106;177;143;169;85;1354;1615;1955;3860;574;8784;14532;1072.0;4676.0;850.0;599.0;634.0;782.0;389.0
2029;186444;11299;188;150;147;71;1438;1694;1700;3224;556;8056;13906;1093.0;4757.0;766.0;521.0;561.0;712.0;374.0
2030;189889;11371;177;133;173;66;1354;1502;2001;2997;549;7854;13755;1114.0;4787.0;773.0;527.0;581.0;720.0;348.0
2031;193744;11702;195;181;161;75;1491;2044;1862;3406;612;8803;14866;1136.0;4927.0;952.0;680.0;709.0;871.0;387.0
2032;197613;11979;190;149;179;77;1453;1683;2071;3497;595;8704;14906;1159.0;5043.0;834.0;582.0;625.0;771.0;372.0
2033;201926;12079;187;157;148;80;1430;1773;1712;3633;572;8548;14817;1184.0;5085.0;776.0;515.0;574.0;714.0;363.0
2034;206016;12490;188;160;169;94;1438;1807;1955;4269;611;9469;15935;1208.0;5258.0;763.0;513.0;574.0;713.0;382.0
2035;210035;12712;211;158;169;80;1614;1784;1955;3633;618;8986;15570;1232.0;5352.0;899.0;595.0;685.0;834.0;432.0
2036;213297;12856;191;162;178;67;1461;1830;2059;3043;598;8393;15056;1251.0;5412.0;860.0;585.0;620.0;785.0;381.0
2037;216616;13378;204;180;189;67;1560;2033;2186;3043;640;8822;15724;1270.0;5632.0;1029.0;734.0;777.0;953.0;422.0
2038;219103;13170;225;165;179;75;1721;1863;2071;3406;644;9061;15891;1285.0;5545.0;1031.0;724.0;774.0;958.0;423.0
2039;222433;13503;215;153;182;97;1644;1728;2105;4405;647;9882;16872;1305.0;5685.0;884.0;607.0;653.0;815.0;429.0
