Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125346;7945;265;278;283;128;2027;3140;3274;5813;954;14254;17958;359.0;3345.0;1343.0;973.0;1040.0;1259.0;521.0
2024;128042;8116;306;231;239;119;2340;2609;2765;5404;895;13118;16902;367.0;3417.0;1400.0;975.0;1040.0;1301.0;554.0
2025;130531;7979;184;176;148;87;1407;1988;1712;3951;595;9058;12791;374.0;3359.0;771.0;535.0;585.0;719.0;324.0
2026;132358;8005;151;154;151;91;1155;1739;1747;4133;547;8774;12523;379.0;3370.0;628.0;430.0;468.0;577.0;289.0
2027;134785;8116;151;150;147;83;1155;1694;1700;3769;531;8318;12121;386.0;3417.0;598.0;393.0;431.0;547.0;301.0
2028;136397;8373;154;171;137;87;1178;1931;1585;3951;549;8645;12561;391.0;3525.0;771.0;533.0;571.0;713.0;303.0
2029;138758;8477;164;155;141;76;1254;1750;1631;3451;536;8086;12053;398.0;3569.0;695.0;483.0;523.0;647.0;311.0
2030;140884;8540;173;170;174;86;1323;1920;2013;3906;603;9162;13161;404.0;3595.0;707.0;477.0;519.0;658.0;343.0
2031;143372;8658;170;170;167;87;1300;1920;1932;3951;594;9103;13159;411.0;3645.0;726.0;505.0;527.0;669.0;309.0
2032;145390;8935;169;176;174;90;1292;1988;2013;4087;609;9380;13559;417.0;3762.0;814.0;563.0;606.0;744.0;323.0
2033;146582;8918;161;190;135;84;1231;2146;1562;3815;570;8754;12929;420.0;3755.0;648.0;443.0;491.0;607.0;303.0
2034;148036;9025;164;171;166;102;1254;1931;1920;4632;603;9737;13961;424.0;3800.0;765.0;536.0;570.0;705.0;315.0
2035;149147;9123;139;176;164;85;1063;1988;1897;3860;564;8808;13076;427.0;3841.0;512.0;331.0;371.0;470.0;308.0
2036;150612;9112;173;172;182;94;1323;1942;2105;4269;621;9639;13907;432.0;3836.0;700.0;476.0;525.0;646.0;331.0
2037;151966;9387;155;180;164;74;1185;2033;1897;3361;573;8476;12863;435.0;3952.0;700.0;481.0;509.0;638.0;294.0
2038;153882;9369;180;194;164;85;1377;2191;1897;3860;623;9325;13710;441.0;3944.0;789.0;536.0;594.0;736.0;328.0
2039;155807;9526;186;177;192;91;1422;1999;2221;4133;646;9775;14231;446.0;4010.0;754.0;520.0;557.0;697.0;345.0
2040;158233;9716;155;209;195;108;1185;2360;2256;4905;667;10706;15249;453.0;4090.0;616.0;430.0;473.0;576.0;356.0
2041;160009;9814;177;191;186;88;1354;2157;2152;3996;642;9659;14249;458.0;4132.0;831.0;586.0;620.0;769.0;349.0
2042;162727;9708;196;172;158;89;1499;1942;1828;4042;615;9311;13864;466.0;4087.0;817.0;569.0;604.0;748.0;342.0
