Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125351;7943;265;276;282;127;2027;3117;3262;5768;950;14174;18253;735.0;3344.0;1324.0;960.0;1025.0;1241.0;517.0
2024;128043;8117;306;233;239;117;2340;2631;2765;5313;895;13049;17217;751.0;3417.0;1399.0;975.0;1038.0;1299.0;554.0
2025;130532;7980;185;176;147;89;1415;1988;1700;4042;597;9145;13271;766.0;3360.0;807.0;560.0;610.0;752.0;325.0
2026;132354;8002;156;155;148;91;1193;1750;1712;4133;550;8788;12933;776.0;3369.0;645.0;437.0;474.0;591.0;292.0
2027;134785;8119;151;151;148;83;1155;1705;1712;3769;533;8341;12550;791.0;3418.0;600.0;394.0;430.0;547.0;303.0
2028;136408;8383;156;162;145;85;1193;1830;1677;3860;548;8560;12889;800.0;3529.0;725.0;492.0;543.0;677.0;308.0
2029;138754;8464;162;153;143;74;1239;1728;1654;3361;532;7982;12359;814.0;3563.0;709.0;496.0;539.0;662.0;304.0
2030;140887;8545;174;174;171;90;1331;1965;1978;4087;609;9361;13784;826.0;3597.0;756.0;524.0;554.0;699.0;347.0
2031;143362;8664;170;172;175;89;1300;1942;2024;4042;606;9308;13797;841.0;3648.0;703.0;486.0;508.0;647.0;319.0
2032;145384;8927;159;178;174;90;1216;2010;2013;4087;601;9326;13937;853.0;3758.0;775.0;537.0;577.0;709.0;317.0
2033;146598;8912;153;188;134;85;1170;2123;1550;3860;560;8703;13315;860.0;3752.0;604.0;412.0;460.0;567.0;296.0
2034;148031;9030;174;168;166;101;1331;1897;1920;4587;609;9735;14405;868.0;3802.0;789.0;542.0;581.0;726.0;321.0
2035;149157;9120;142;174;159;84;1086;1965;1839;3815;559;8705;13420;875.0;3840.0;577.0;380.0;418.0;528.0;304.0
2036;150608;9097;165;172;179;95;1262;1942;2071;4314;611;9589;14302;883.0;3830.0;684.0;466.0;516.0;633.0;321.0
2037;151964;9388;154;182;172;72;1178;2055;1990;3270;580;8493;13336;891.0;3952.0;630.0;429.0;457.0;574.0;298.0
2038;153868;9400;201;193;162;87;1537;2180;1874;3951;643;9542;14401;902.0;3957.0;883.0;601.0;662.0;822.0;355.0
2039;155809;9533;192;186;192;94;1468;2101;2221;4269;664;10059;14986;914.0;4013.0;829.0;580.0;617.0;766.0;354.0
2040;158214;9715;149;198;201;105;1139;2236;2325;4768;653;10468;15486;928.0;4090.0;589.0;419.0;456.0;552.0;346.0
2041;159998;9789;173;198;169;84;1323;2236;1955;3815;624;9329;14388;938.0;4121.0;791.0;556.0;595.0;730.0;332.0
2042;162713;9704;190;174;161;88;1453;1965;1862;3996;613;9276;14315;954.0;4085.0;785.0;534.0;576.0;719.0;341.0
