Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;23738;1466;56;200;144;111;428;2259;1666;5041;511;9394;10150;139.0;617.0;177.0;130.0;136.0;169.0;78.0
2024;23835;1557;71;200;140;114;543;2259;1619;5177;525;9598;10394;140.0;656.0;339.0;247.0;253.0;315.0;103.0
2025;24722;1443;39;209;124;104;298;2360;1434;4723;476;8815;9568;145.0;608.0;120.0;87.0;94.0;115.0;48.0
2026;24629;1507;36;202;141;124;275;2281;1631;5631;503;9818;10596;144.0;634.0;112.0;80.0;82.0;107.0;52.0
2027;25529;1603;47;201;124;113;359;2270;1434;5132;485;9195;10020;150.0;675.0;152.0;107.0;110.0;136.0;73.0
2028;25413;1565;37;237;141;109;283;2676;1631;4950;524;9540;10348;149.0;659.0;85.0;59.0;64.0;82.0;49.0
2029;26141;1578;53;233;135;110;405;2631;1562;4996;531;9594;10411;153.0;664.0;98.0;61.0;73.0;86.0;68.0
2030;26231;1590;57;242;151;109;436;2733;1747;4950;559;9866;10689;154.0;669.0;209.0;148.0;154.0;195.0;63.0
2031;27022;1649;52;259;164;137;398;2925;1897;6222;612;11442;12294;158.0;694.0;166.0;122.0;128.0;159.0;68.0
2032;26956;1651;50;249;165;142;382;2812;1909;6449;606;11552;12405;158.0;695.0;178.0;121.0;125.0;160.0;62.0
2033;27578;1713;45;255;135;126;344;2880;1562;5722;561;10508;11391;162.0;721.0;109.0;74.0;81.0;100.0;53.0
2034;27524;1663;49;238;179;136;375;2688;2071;6176;602;11310;12171;161.0;700.0;112.0;72.0;87.0;106.0;60.0
2035;28038;1721;35;274;153;116;268;3094;1770;5268;578;10400;11289;164.0;725.0;98.0;61.0;71.0;89.0;64.0
2036;27926;1662;60;239;168;129;459;2699;1943;5858;596;10959;11823;164.0;700.0;180.0;133.0;134.0;171.0;68.0
2037;28533;1786;58;261;148;125;444;2948;1712;5677;592;10781;11700;167.0;752.0;128.0;83.0;93.0;119.0;53.0
2038;28608;1698;46;257;159;136;352;2902;1839;6176;598;11269;12152;168.0;715.0;112.0;70.0;82.0;103.0;57.0
2039;29321;1781;44;270;176;125;336;3049;2036;5677;615;11098;12020;172.0;750.0;82.0;54.0;53.0;72.0;52.0
2040;29438;1752;51;277;162;132;390;3128;1874;5995;622;11387;12298;173.0;738.0;139.0;95.0;101.0;131.0;77.0
2041;29958;1866;49;288;157;136;375;3252;1816;6176;630;11619;12581;176.0;786.0;163.0;117.0;115.0;148.0;68.0
2042;30255;1779;52;259;146;133;398;2925;1689;6040;590;11052;11978;177.0;749.0;136.0;100.0;108.0;128.0;57.0
