Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;7787;482;22;190;125;109;168;2146;1446;4950;446;8710;8959;46.0;203.0;9.0;5.0;8.0;11.0;13.0
2024;8018;539;30;199;128;113;229;2247;1481;5132;470;9089;9363;47.0;227.0;111.0;81.0;82.0;102.0;31.0
2025;8122;472;28;214;123;106;214;2417;1423;4814;471;8868;9115;48.0;199.0;54.0;38.0;38.0;49.0;17.0
2026;8310;505;19;209;138;125;145;2360;1596;5677;491;9778;10040;49.0;213.0;10.0;6.0;5.0;11.0;17.0
2027;8424;523;24;216;109;117;184;2439;1261;5313;466;9197;9466;49.0;220.0;27.0;17.0;21.0;25.0;19.0
2028;8576;522;22;249;136;117;168;2812;1573;5313;524;9866;10136;50.0;220.0;10.0;5.0;8.0;10.0;17.0
2029;8644;526;38;241;123;117;291;2722;1423;5313;519;9749;10021;51.0;221.0;51.0;36.0;40.0;49.0;22.0
2030;8774;504;27;253;152;120;206;2857;1758;5450;552;10271;10534;51.0;212.0;49.0;30.0;34.0;44.0;19.0
2031;8991;516;27;262;159;141;206;2959;1839;6403;589;11407;11677;53.0;217.0;36.0;25.0;27.0;34.0;16.0
2032;9031;558;39;257;172;154;298;2902;1990;6994;622;12184;12472;53.0;235.0;78.0;51.0;59.0;74.0;24.0
2033;9209;556;28;267;144;132;214;3015;1666;5995;571;10890;11178;54.0;234.0;10.0;2.0;3.0;9.0;16.0
2034;9147;563;24;244;192;145;184;2756;2221;6585;605;11746;12037;54.0;237.0;24.0;17.0;21.0;23.0;18.0
2035;9316;568;18;281;143;123;138;3173;1654;5586;565;10551;10845;55.0;239.0;2.0;-3.0;1.0;0.0;15.0
2036;9285;570;41;261;165;138;314;2948;1909;6267;605;11438;11732;54.0;240.0;78.0;61.0;59.0;71.0;25.0
2037;9449;588;37;269;152;130;283;3038;1758;5904;588;10983;11286;55.0;248.0;35.0;21.0;23.0;30.0;18.0
2038;9494;574;38;272;160;135;291;3072;1851;6131;605;11345;11643;56.0;242.0;60.0;40.0;44.0;58.0;31.0
2039;9722;616;37;284;174;137;283;3207;2013;6222;632;11725;12041;57.0;259.0;34.0;22.0;22.0;34.0;25.0
2040;9787;579;25;277;164;145;191;3128;1897;6585;611;11801;12102;57.0;244.0;32.0;22.0;24.0;29.0;23.0
2041;9937;620;28;298;156;140;214;3365;1805;6358;622;11742;12061;58.0;261.0;64.0;46.0;45.0;57.0;23.0
2042;10074;579;40;270;150;137;306;3049;1735;6222;597;11312;11615;59.0;244.0;58.0;41.0;45.0;55.0;25.0
