Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2039;1246356;13885;12106;0;384387;3471;124983;278;7442;340.0;278.0;149.0;197.0;167.0;105.0;596.0;278.0
2040;1248135;13245;12656;0;389663;3487;125533;288;7436;347.0;288.0;147.0;192.0;187.0;109.0;565.0;288.0
2041;1248724;14030;12821;0;395017;3450;126858;299;7471;344.0;299.0;159.0;205.0;189.0;90.0;670.0;299.0
2042;1249933;14286;13167;0;400190;3426;127855;313;7390;317.0;313.0;169.0;201.0;165.0;95.0;643.0;313.0
2043;1251052;13814;13268;0;405726;3367;130467;262;7719;347.0;262.0;134.0;204.0;190.0;81.0;489.0;262.0
2044;1251598;13545;13862;0;411105;3374;132223;278;7804;374.0;278.0;145.0;230.0;177.0;100.0;586.0;278.0
2045;1251281;14125;14246;0;416492;3322;134992;290;7968;378.0;290.0;171.0;210.0;182.0;105.0;689.0;290.0
2046;1251160;14840;14709;0;421510;3213;136780;307;7952;350.0;307.0;153.0;203.0;205.0;96.0;646.0;307.0
2047;1251291;13738;15105;0;425388;3187;139857;302;8070;335.0;302.0;173.0;181.0;187.0;96.0;636.0;302.0
2048;1249924;14990;15531;0;429692;3149;140893;310;8304;355.0;310.0;152.0;216.0;179.0;118.0;664.0;310.0
2049;1249383;13042;15567;0;433308;3108;144051;308;8231;381.0;308.0;174.0;218.0;207.0;90.0;667.0;308.0
2050;1246858;13994;15493;0;437276;3102;145144;320;8498;349.0;320.0;157.0;225.0;201.0;86.0;684.0;320.0
2051;1245359;14542;15613;0;441244;3098;147696;310;8667;346.0;310.0;156.0;204.0;183.0;113.0;599.0;310.0
2052;1244288;14729;15353;0;444817;3089;149348;297;8587;372.0;297.0;149.0;213.0;205.0;102.0;640.0;297.0
2053;1243664;14004;15181;0;447806;3040;151897;339;8822;363.0;339.0;179.0;213.0;208.0;102.0;828.0;339.0
2054;1242487;14001;14656;0;449357;3018;153433;314;8955;386.0;314.0;156.0;214.0;220.0;110.0;603.0;314.0
2055;1241832;14456;14260;0;450388;2987;155322;369;9136;391.0;369.0;222.0;208.0;215.0;115.0;904.0;369.0
2056;1242028;14137;14359;0;450884;2897;156168;351;9087;373.0;351.0;182.0;212.0;203.0;127.0;716.0;351.0
2057;1241806;15001;14227;0;450746;2837;156622;353;9262;359.0;353.0;210.0;201.0;191.0;110.0;781.0;353.0
2058;1242580;14802;14185;0;452046;2840;156795;354;9280;384.0;354.0;200.0;236.0;189.0;113.0;745.0;354.0
2059;1243197;14126;14414;0;453222;2765;156135;330;9139;396.0;330.0;169.0;227.0;211.0;119.0;557.0;330.0
2060;1242909;13746;14279;0;453815;2691;156502;338;9136;347.0;338.0;194.0;193.0;194.0;104.0;824.0;338.0
2061;1242376;14790;14644;0;454382;2710;155922;364;9092;349.0;364.0;195.0;211.0;201.0;106.0;688.0;364.0
2062;1242522;13557;14873;0;453378;2675;156416;359;9268;373.0;359.0;176.0;217.0;216.0;123.0;658.0;359.0
2063;1241206;13795;15386;0;451573;2636;155764;346;9160;374.0;346.0;190.0;222.0;193.0;115.0;785.0;346.0
2064;1239615;13861;15479;0;448952;2590;156494;359;9260;368.0;359.0;188.0;242.0;185.0;112.0;821.0;359.0
2065;1237997;13408;16085;0;445263;2579;154585;319;9178;355.0;319.0;161.0;237.0;181.0;95.0;624.0;319.0
2066;1235320;15703;16191;0;441417;2563;154458;331;9221;352.0;331.0;172.0;226.0;197.0;88.0;679.0;331.0
2067;1234832;14711;16400;0;438759;2592;152676;329;8976;356.0;329.0;181.0;212.0;186.0;106.0;684.0;329.0
2068;1233143;13126;16365;0;436426;2592;151986;359;9058;388.0;359.0;224.0;235.0;182.0;106.0;834.0;359.0
2069;1229904;12703;16815;0;432451;2553;150198;313;9041;389.0;313.0;170.0;214.0;208.0;110.0;588.0;313.0
2070;1225792;14108;16605;0;427673;2528;149990;341;8801;357.0;341.0;166.0;204.0;230.0;98.0;649.0;341.0
2071;1223295;14211;16880;0;423949;2526;147296;346;8623;380.0;346.0;179.0;232.0;195.0;120.0;748.0;346.0
2072;1220626;14340;17186;0;418492;2446;147164;324;8627;407.0;324.0;170.0;228.0;228.0;105.0;631.0;324.0
2073;1217780;15003;17467;0;414469;2364;145595;313;8597;393.0;313.0;169.0;241.0;179.0;117.0;601.0;313.0
2074;1215316;13772;17357;0;411087;2327;145539;338;8565;377.0;338.0;188.0;229.0;197.0;101.0;736.0;338.0
2075;1211731;13218;17542;0;406000;2232;143223;301;8511;356.0;301.0;167.0;219.0;188.0;83.0;792.0;301.0
2076;1207407;13426;17592;0;403318;2274;142170;341;8374;334.0;341.0;167.0;215.0;195.0;98.0;645.0;341.0
2077;1203241;14895;17772;0;400941;2275;140831;308;8309;369.0;308.0;187.0;225.0;156.0;109.0;783.0;308.0
2078;1200364;13980;17625;0;399392;2273;139053;324;8177;356.0;324.0;158.0;226.0;191.0;105.0;546.0;324.0
2079;1196719;12819;17669;0;397491;2254;139089;303;8107;357.0;303.0;158.0;224.0;183.0;95.0;641.0;303.0
2080;1191869;14536;17627;0;395961;2234;137862;282;8148;358.0;282.0;153.0;224.0;167.0;96.0;580.0;282.0
2081;1188778;13423;17464;0;394348;2250;136517;269;8034;372.0;269.0;157.0;195.0;188.0;101.0;562.0;269.0
2082;1184737;13300;17379;0;392357;2273;137072;309;8055;352.0;309.0;172.0;214.0;177.0;98.0;660.0;309.0
2083;1180658;16241;17032;0;389391;2264;135414;286;8091;375.0;286.0;155.0;229.0;185.0;92.0;558.0;286.0
2084;1179867;14324;17189;0;387194;2255;135855;331;8025;361.0;331.0;178.0;221.0;195.0;98.0;668.0;331.0
2085;1177002;14155;16809;0;384565;2230;133511;293;7872;380.0;293.0;163.0;202.0;192.0;116.0;615.0;293.0
2086;1174348;13990;16608;0;381298;2201;133245;276;7832;361.0;276.0;160.0;222.0;152.0;103.0;656.0;276.0
2087;1171730;14165;16030;0;378722;2147;131275;290;7712;351.0;290.0;169.0;202.0;182.0;88.0;663.0;290.0
2088;1169865;14081;16069;0;377423;2159;131231;285;7587;366.0;285.0;152.0;225.0;188.0;86.0;660.0;285.0
2089;1167877;14442;15980;0;374713;2123;128272;254;7461;369.0;254.0;140.0;202.0;177.0;104.0;499.0;254.0
2090;1166339;13870;15817;0;371361;2105;130010;295;7543;348.0;295.0;149.0;198.0;206.0;90.0;617.0;295.0
2091;1164392;12429;15598;0;369556;2110;126541;268;7368;323.0;268.0;151.0;181.0;163.0;96.0;589.0;268.0
2092;1161223;15595;15327;0;368208;2147;127356;279;7474;364.0;279.0;157.0;207.0;178.0;101.0;676.0;279.0
2093;1161491;13913;15398;0;366402;2129;125659;258;7396;345.0;258.0;135.0;183.0;182.0;103.0;483.0;258.0
2094;1160006;14477;15623;0;363054;2148;127204;267;7325;318.0;267.0;131.0;199.0;173.0;82.0;486.0;267.0
2095;1158860;14160;15448;0;361909;2156;123600;268;7293;350.0;268.0;154.0;202.0;172.0;90.0;601.0;268.0
2096;1157572;12959;15318;0;362634;2177;124732;286;7276;362.0;286.0;149.0;238.0;184.0;77.0;661.0;286.0
2097;1155213;14748;15349;0;361582;2143;122528;282;7076;363.0;282.0;161.0;209.0;176.0;99.0;622.0;282.0
2098;1154612;13812;15019;0;362633;2105;124645;256;7397;343.0;256.0;136.0;201.0;161.0;101.0;496.0;256.0
2099;1153405;13372;15166;0;361970;2087;122303;235;7241;352.0;235.0;125.0;192.0;187.0;83.0;516.0;235.0
2100;1151611;13158;14938;0;361158;2078;124451;275;7155;327.0;275.0;137.0;185.0;189.0;91.0;469.0;275.0
2101;1149831;14839;14775;0;362559;2086;122333;244;7168;371.0;244.0;138.0;212.0;173.0;92.0;441.0;244.0
2102;1149895;13677;14483;0;362373;2106;124582;304;7200;341.0;304.0;157.0;196.0;198.0;94.0;523.0;304.0
2103;1149089;13529;14511;0;362412;2100;122927;247;7202;331.0;247.0;146.0;185.0;158.0;89.0;575.0;247.0
2104;1148107;15400;14487;0;361481;2139;124509;267;7303;293.0;267.0;152.0;173.0;163.0;72.0;559.0;267.0
2105;1149020;14702;14405;0;362004;2189;122322;264;7256;369.0;264.0;116.0;213.0;189.0;115.0;466.0;264.0
2106;1149317;13943;13986;0;362091;2156;123849;270;7206;359.0;270.0;142.0;209.0;172.0;106.0;458.0;270.0
2107;1149274;13394;13804;0;362029;2135;122731;260;7188;341.0;260.0;149.0;181.0;171.0;100.0;547.0;260.0
2108;1148864;14299;13838;0;362449;2111;124248;260;7173;344.0;260.0;135.0;210.0;167.0;92.0;557.0;260.0
2109;1149325;14871;13686;0;363336;2111;122914;255;7155;357.0;255.0;148.0;210.0;170.0;84.0;555.0;255.0
2110;1150510;15434;13584;0;361900;2087;124006;254;7172;358.0;254.0;137.0;207.0;180.0;88.0;598.0;254.0
2111;1152360;14175;13710;0;362250;2095;123906;268;7333;357.0;268.0;145.0;205.0;171.0;104.0;529.0;268.0
2112;1152825;13243;13569;0;362731;2066;123421;261;7285;315.0;261.0;135.0;195.0;162.0;84.0;529.0;261.0
2113;1152499;13948;13417;0;362636;2084;123728;262;7271;356.0;262.0;140.0;205.0;176.0;97.0;493.0;262.0
2114;1153030;13470;13572;0;361578;2087;124232;282;7270;351.0;282.0;153.0;206.0;178.0;96.0;624.0;282.0
2115;1152928;13627;13562;0;362473;2050;123732;252;7328;334.0;252.0;142.0;206.0;147.0;91.0;457.0;252.0
2116;1152993;14016;13369;0;364513;2062;122824;267;7233;337.0;267.0;155.0;203.0;160.0;86.0;589.0;267.0
2117;1153640;14358;13290;0;365523;2038;124417;282;7438;335.0;282.0;163.0;183.0;162.0;109.0;668.0;282.0
2118;1154708;14028;13445;0;365090;2046;123273;268;7268;346.0;268.0;141.0;206.0;167.0;100.0;553.0;268.0
2119;1155291;14508;13287;0;363335;2022;124746;263;7248;322.0;263.0;137.0;201.0;164.0;83.0;558.0;263.0
2120;1156512;14463;13319;0;364568;2045;123185;242;7203;312.0;242.0;139.0;160.0;157.0;98.0;519.0;242.0
2121;1157656;13931;13493;0;364121;2096;125108;307;7210;331.0;307.0;164.0;194.0;184.0;96.0;575.0;307.0
2122;1158094;13359;13098;0;363420;2064;125039;262;7337;347.0;262.0;142.0;184.0;175.0;108.0;467.0;262.0
2123;1158355;13445;13278;0;363695;2016;125869;246;7378;351.0;246.0;144.0;209.0;161.0;83.0;465.0;246.0
2124;1158522;14890;13305;0;363185;1980;123985;246;7475;323.0;246.0;139.0;179.0;147.0;104.0;558.0;246.0
2125;1160107;14310;13568;0;362812;1977;125122;258;7416;328.0;258.0;146.0;174.0;171.0;95.0;510.0;258.0
2126;1160849;14043;13269;0;362819;1996;124011;299;7321;343.0;299.0;151.0;204.0;194.0;93.0;652.0;299.0
2127;1161623;14608;13180;0;362764;1923;125094;270;7348;331.0;270.0;145.0;184.0;168.0;104.0;468.0;270.0
2128;1163051;15605;13402;0;362633;1954;124385;262;7335;297.0;262.0;141.0;156.0;162.0;100.0;506.0;262.0
2129;1165254;13787;13347;0;361744;1987;124736;244;7371;310.0;244.0;133.0;159.0;159.0;103.0;441.0;244.0
2130;1165694;13835;13152;0;362290;2006;124077;258;7171;320.0;258.0;141.0;205.0;155.0;77.0;562.0;258.0
2131;1166377;12821;13186;0;362059;1984;123925;277;7397;300.0;277.0;155.0;187.0;163.0;72.0;602.0;277.0
2132;1166012;13874;13173;0;361204;1985;124137;262;7296;359.0;262.0;141.0;197.0;178.0;105.0;492.0;262.0
2133;1166713;14775;13165;0;361783;1969;123638;270;7260;315.0;270.0;140.0;203.0;159.0;83.0;548.0;270.0
2134;1168323;14756;13445;0;361515;1965;124320;247;7369;340.0;247.0;147.0;202.0;154.0;84.0;530.0;247.0
2135;1169634;14457;13489;0;361413;1966;123019;301;7147;295.0;301.0;158.0;193.0;161.0;84.0;573.0;301.0
2136;1170602;14413;13246;0;362395;1990;124277;241;7309;312.0;241.0;122.0;196.0;151.0;84.0;406.0;241.0
2137;1171769;12792;13281;0;362050;1975;123103;262;7363;345.0;262.0;155.0;187.0;174.0;91.0;594.0;262.0
2138;1171280;15553;13058;0;361874;1925;124256;246;7387;290.0;246.0;115.0;160.0;173.0;88.0;457.0;246.0
2139;1173775;14752;13341;0;361756;1945;123012;257;7168;346.0;257.0;133.0;185.0;190.0;95.0;493.0;257.0
2140;1175186;14749;13242;0;362133;1938;124261;287;7234;313.0;287.0;158.0;183.0;172.0;87.0;648.0;287.0
2141;1176693;14041;13254;0;360211;1922;123020;258;7311;314.0;258.0;158.0;173.0;163.0;78.0;595.0;258.0
2142;1177480;14542;13365;0;359304;1950;124747;258;7385;297.0;258.0;153.0;157.0;159.0;86.0;712.0;258.0
2143;1178657;14169;13149;0;358049;1990;122599;283;7313;293.0;283.0;146.0;177.0;157.0;96.0;523.0;283.0
2144;1179677;14532;13421;0;358400;2018;123346;270;7150;328.0;270.0;140.0;193.0;179.0;86.0;525.0;270.0
2145;1180788;14053;13371;0;359933;2009;122185;245;7319;308.0;245.0;137.0;193.0;139.0;84.0;470.0;245.0
2146;1181470;15046;13251;0;358388;2082;123952;283;7240;337.0;283.0;157.0;201.0;180.0;82.0;580.0;283.0
2147;1183265;13088;13493;0;359320;2026;122224;271;7152;337.0;271.0;162.0;191.0;155.0;100.0;526.0;271.0
2148;1182860;14278;13270;0;359608;1973;124088;260;7332;337.0;260.0;135.0;199.0;167.0;96.0;429.0;260.0
2149;1183868;13075;13440;0;359128;1969;122149;255;7263;310.0;255.0;135.0;180.0;154.0;96.0;613.0;255.0
2150;1183503;14071;13520;0;358597;2028;123922;251;7227;341.0;251.0;141.0;179.0;179.0;93.0;475.0;251.0
2151;1184054;14290;13400;0;359423;2022;122422;271;7244;315.0;271.0;156.0;196.0;151.0;83.0;549.0;271.0
2152;1184944;14112;13241;0;359788;2014;123006;295;7202;312.0;295.0;138.0;194.0;196.0;79.0;468.0;295.0
2153;1185815;14219;13556;0;359691;2014;123481;279;7239;336.0;279.0;151.0;196.0;168.0;100.0;560.0;279.0
2154;1186478;13851;13439;0;361098;2012;123378;270;7185;327.0;270.0;153.0;188.0;168.0;88.0;552.0;270.0
2155;1186890;14137;13399;0;362502;2005;122751;245;7315;332.0;245.0;126.0;186.0;174.0;91.0;425.0;245.0
2156;1187628;13701;13411;0;362390;2025;122822;263;7162;309.0;263.0;160.0;186.0;145.0;81.0;685.0;263.0
2157;1187918;13950;13299;0;361665;2068;123386;273;7393;312.0;273.0;149.0;182.0;157.0;97.0;529.0;273.0
2158;1188569;13851;13272;0;362489;2074;122693;268;7211;340.0;268.0;129.0;197.0;193.0;89.0;547.0;268.0
2159;1189148;13283;13331;0;362282;2036;123361;278;7295;336.0;278.0;145.0;211.0;167.0;91.0;628.0;278.0
2160;1189100;13526;13200;0;362866;2035;124491;260;7438;337.0;260.0;144.0;192.0;171.0;90.0;579.0;260.0
2161;1189426;14316;13190;0;362845;2014;123601;288;7205;332.0;288.0;160.0;207.0;173.0;80.0;539.0;288.0
2162;1190552;12807;13333;0;362402;1985;124718;276;7526;314.0;276.0;159.0;178.0;162.0;91.0;554.0;276.0
2163;1190026;15193;13282;0;362673;2026;123012;282;7308;317.0;282.0;128.0;182.0;193.0;96.0;414.0;282.0
2164;1191937;12889;13275;0;362497;1964;124483;242;7356;330.0;242.0;149.0;173.0;160.0;90.0;575.0;242.0
2165;1191551;12984;13475;0;361382;1946;123286;258;7253;327.0;258.0;124.0;185.0;185.0;91.0;451.0;258.0
2166;1191060;14124;13183;0;361493;1922;125333;273;7345;345.0;273.0;149.0;187.0;185.0;97.0;534.0;273.0
2167;1192001;12775;13155;0;363551;1924;123286;232;7219;297.0;232.0;121.0;183.0;148.0;77.0;484.0;232.0
2168;1191621;13571;13378;0;362897;1958;125022;286;7256;293.0;286.0;151.0;187.0;155.0;86.0;550.0;286.0
2169;1191814;13981;13092;0;363836;1976;124692;279;7362;309.0;279.0;152.0;178.0;156.0;102.0;564.0;279.0
2170;1192703;15048;13397;0;364801;1984;124400;282;7379;325.0;282.0;160.0;209.0;149.0;89.0;675.0;282.0
2171;1194354;13879;13072;0;364862;1966;124334;267;7301;308.0;267.0;152.0;162.0;160.0;101.0;625.0;267.0
2172;1195161;13386;13014;0;365992;1951;124921;256;7425;325.0;256.0;135.0;180.0;173.0;93.0;408.0;256.0
2173;1195533;13257;12853;0;365543;2007;125096;285;7386;319.0;285.0;159.0;169.0;180.0;96.0;523.0;285.0
2174;1195937;14388;12956;0;365565;2006;125552;262;7427;318.0;262.0;153.0;191.0;152.0;84.0;602.0;262.0
2175;1197369;14038;13104;0;366457;1975;125102;256;7503;310.0;256.0;132.0;193.0;152.0;89.0;502.0;256.0
2176;1198303;14027;13103;0;367019;2002;125849;275;7433;326.0;275.0;155.0;189.0;180.0;77.0;537.0;275.0
2177;1199227;13678;12914;0;366904;1986;125814;288;7467;328.0;288.0;155.0;182.0;180.0;99.0;593.0;288.0
2178;1199991;14841;12878;0;367798;1951;126428;257;7570;316.0;257.0;127.0;189.0;171.0;86.0;465.0;257.0
2179;1201954;13617;12733;0;368164;1929;125677;292;7412;319.0;292.0;158.0;211.0;159.0;83.0;638.0;292.0
2180;1202838;14689;12835;0;366669;1974;126740;277;7374;293.0;277.0;146.0;158.0;166.0;100.0;628.0;277.0
2181;1204692;13459;12661;0;365232;1981;125658;263;7439;320.0;263.0;134.0;209.0;161.0;79.0;527.0;263.0
2182;1205490;14833;12603;0;365123;1984;125438;292;7469;312.0;292.0;159.0;182.0;175.0;88.0;623.0;292.0
2183;1207720;14338;12515;0;365820;2012;125071;260;7414;306.0;260.0;146.0;177.0;149.0;94.0;507.0;260.0
2184;1209543;14072;12640;0;366754;2010;126074;286;7455;329.0;286.0;148.0;205.0;181.0;81.0;618.0;286.0
2185;1210975;12844;12612;0;366289;1934;125928;228;7383;315.0;228.0;131.0;181.0;150.0;81.0;534.0;228.0
2186;1211207;12714;12865;0;366290;1933;126045;255;7352;336.0;255.0;150.0;176.0;173.0;92.0;603.0;255.0
2187;1211056;14604;12654;0;365874;1930;125150;249;7444;333.0;249.0;140.0;176.0;192.0;74.0;498.0;249.0
2188;1213006;13840;12754;0;367779;1910;125596;254;7352;324.0;254.0;139.0;186.0;159.0;94.0;510.0;254.0
2189;1214092;14467;12850;0;368239;1914;125368;256;7396;301.0;256.0;127.0;190.0;157.0;83.0;569.0;256.0
2190;1215709;14087;12973;0;369415;1938;126472;242;7349;293.0;242.0;134.0;165.0;147.0;89.0;469.0;242.0
2191;1216823;13701;13058;0;369681;1956;124891;252;7284;323.0;252.0;135.0;194.0;164.0;82.0;549.0;252.0
2192;1217466;14135;13182;0;369734;1969;127391;261;7571;316.0;261.0;159.0;164.0;158.0;96.0;612.0;261.0
2193;1218419;13856;13341;0;368698;1939;125400;261;7452;315.0;261.0;124.0;200.0;168.0;84.0;552.0;261.0
2194;1218934;14211;13402;0;368977;1919;128450;249;7481;329.0;249.0;125.0;194.0;146.0;113.0;386.0;249.0
2195;1219743;15030;13286;0;368651;1956;125181;292;7372;308.0;292.0;181.0;182.0;153.0;84.0;749.0;292.0
2196;1221487;13862;13698;0;368110;1943;129495;284;7457;314.0;284.0;149.0;197.0;169.0;83.0;565.0;284.0
2197;1221651;14441;13626;0;367542;1895;124290;273;7315;307.0;273.0;155.0;194.0;145.0;86.0;668.0;273.0
2198;1222466;13857;13776;0;367678;1907;129274;294;7695;293.0;294.0;149.0;185.0;167.0;86.0;630.0;294.0
2199;1222547;13862;13969;0;367592;1899;123979;262;7354;324.0;262.0;156.0;198.0;142.0;90.0;570.0;262.0
2200;1222440;14779;13822;0;367244;1888;129099;255;7434;304.0;255.0;135.0;187.0;148.0;89.0;444.0;255.0
2201;1223397;14555;13919;0;366733;1877;123880;223;7379;290.0;223.0;118.0;182.0;141.0;72.0;450.0;223.0
2202;1224033;14738;13903;0;366438;1929;128882;280;7420;340.0;280.0;148.0;212.0;155.0;105.0;601.0;280.0
2203;1224868;14977;14093;0;367019;1870;123235;233;7282;292.0;233.0;137.0;165.0;147.0;76.0;610.0;233.0
2204;1225752;14837;13936;0;365491;1949;129162;273;7538;303.0;273.0;157.0;170.0;154.0;95.0;636.0;273.0
2205;1226653;14228;14232;0;364811;1977;123319;271;7259;308.0;271.0;150.0;154.0;172.0;103.0;484.0;271.0
2206;1226649;13636;14293;0;363823;2003;128364;281;7591;316.0;281.0;168.0;177.0;167.0;85.0;657.0;281.0
2207;1225992;13616;14164;0;363864;1986;122787;284;7201;308.0;284.0;156.0;181.0;161.0;94.0;621.0;284.0
2208;1225444;13282;14082;0;363130;1996;128150;258;7546;299.0;258.0;151.0;173.0;144.0;89.0;626.0;258.0
2209;1224644;14300;14200;0;362228;2023;123722;279;7132;332.0;279.0;154.0;208.0;163.0;86.0;647.0;279.0
2210;1224744;13572;14043;0;360810;2047;127493;278;7403;340.0;278.0;150.0;201.0;182.0;85.0;659.0;278.0
2211;1224273;13035;14184;0;361194;2014;123416;263;7143;313.0;263.0;143.0;182.0;166.0;85.0;566.0;263.0
2212;1223124;14338;14032;0;360150;2009;125958;288;7562;316.0;288.0;148.0;182.0;165.0;109.0;576.0;288.0
2213;1223430;13672;14226;0;360809;2003;122943;252;7451;358.0;252.0;136.0;206.0;173.0;95.0;557.0;252.0
2214;1222876;14057;14229;0;357946;1982;124866;287;7304;322.0;287.0;150.0;182.0;186.0;91.0;554.0;287.0
2215;1222704;14755;14020;0;356262;1942;122634;256;7356;330.0;256.0;133.0;185.0;153.0;115.0;498.0;256.0
2216;1223439;13926;14444;0;355190;1921;123153;241;7401;304.0;241.0;126.0;176.0;169.0;74.0;518.0;241.0
2217;1222921;14638;14296;0;354548;1962;122298;263;7295;319.0;263.0;136.0;176.0;170.0;100.0;609.0;263.0
2218;1223263;14047;14238;0;353844;1993;122208;246;7148;315.0;246.0;130.0;175.0;156.0;100.0;443.0;246.0
2219;1223072;13664;14298;0;353400;1969;123174;236;7230;305.0;236.0;121.0;180.0;140.0;100.0;457.0;236.0
2220;1222438;13938;14285;0;353805;2020;120901;254;7236;327.0;254.0;139.0;187.0;157.0;98.0;566.0;254.0
2221;1222091;13511;14281;0;353469;1994;122611;265;7388;318.0;265.0;148.0;193.0;165.0;77.0;645.0;265.0
2222;1221321;13631;14368;0;353228;1976;120876;255;7123;348.0;255.0;111.0;211.0;189.0;92.0;509.0;255.0
