Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13782;847;0;309297;5139;125349;520;7427;433.0;520.0;265.0;277.0;282.0;129.0;1326.0;961.0;1027.0;1244.0;520.0
2024;1135767;14226;1232;0;315832;4186;128038;556;7561;341.0;556.0;307.0;231.0;240.0;119.0;1377.0;955.0;1024.0;1282.0;556.0
2025;1148761;13170;2013;0;321258;3785;130531;327;7656;271.0;327.0;186.0;180.0;147.0;85.0;807.0;564.0;611.0;751.0;327.0
2026;1159918;13633;2958;0;326568;3667;132355;284;7711;258.0;284.0;151.0;155.0;147.0;89.0;651.0;443.0;480.0;597.0;284.0
2027;1170593;13880;3990;0;331594;3624;134789;293;7813;231.0;293.0;149.0;145.0;146.0;84.0;564.0;364.0;404.0;516.0;293.0
2028;1180483;14017;5026;0;336518;3655;136406;313;8070;241.0;313.0;155.0;162.0;146.0;91.0;760.0;521.0;562.0;701.0;313.0
2029;1189474;14291;5937;0;341993;3640;138758;319;8164;227.0;319.0;168.0;156.0;144.0;78.0;730.0;511.0;550.0;679.0;319.0
2030;1197828;14964;6507;0;347663;3626;140902;335;8197;264.0;335.0;175.0;168.0;172.0;84.0;716.0;490.0;538.0;670.0;335.0
2031;1206285;14045;6905;0;353185;3559;143367;316;8349;282.0;316.0;172.0;172.0;167.0;87.0;722.0;494.0;519.0;663.0;316.0
2032;1213425;14648;7227;0;357148;3504;145379;328;8610;283.0;328.0;164.0;182.0;175.0;90.0;790.0;541.0;582.0;719.0;328.0
2033;1220846;13153;7737;0;360479;3426;146576;301;8612;264.0;301.0;155.0;187.0;139.0;84.0;644.0;447.0;486.0;600.0;301.0
2034;1226262;14626;8289;0;363647;3416;148025;320;8701;282.0;320.0;164.0;167.0;171.0;100.0;771.0;537.0;570.0;709.0;320.0
2035;1232599;13756;9135;0;366807;3371;149138;291;8813;254.0;291.0;137.0;166.0;157.0;85.0;492.0;317.0;358.0;454.0;291.0
2036;1237220;13156;9894;0;370358;3373;150583;347;8783;292.0;347.0;185.0;172.0;185.0;97.0;734.0;501.0;554.0;682.0;347.0
2037;1240482;15662;10961;0;374527;3301;151941;296;9091;286.0;296.0;155.0;182.0;173.0;72.0;660.0;449.0;484.0;606.0;296.0
2038;1245183;13301;11397;0;379175;3278;153876;331;9047;292.0;331.0;177.0;199.0;164.0;83.0;795.0;542.0;601.0;741.0;331.0
2039;1247087;13582;12073;0;384482;3241;155818;330;9178;310.0;330.0;185.0;179.0;179.0;97.0;760.0;522.0;556.0;697.0;330.0
2040;1248596;13037;12481;0;389705;3194;158207;337;9365;306.0;337.0;147.0;195.0;196.0;105.0;595.0;416.0;459.0;553.0;337.0
2041;1249152;13700;12817;0;395095;3185;160003;370;9464;290.0;370.0;184.0;192.0;199.0;85.0;852.0;603.0;642.0;788.0;370.0
2042;1250035;13453;13428;0;400275;3115;162717;342;9362;272.0;342.0;195.0;167.0;162.0;90.0;803.0;554.0;589.0;737.0;342.0
2043;1250060;14913;13523;0;405743;3098;164173;341;9707;291.0;341.0;167.0;195.0;196.0;74.0;749.0;527.0;573.0;704.0;341.0
2044;1251450;13864;13941;0;411072;3072;167201;360;9760;318.0;360.0;192.0;207.0;192.0;87.0;803.0;561.0;597.0;741.0;360.0
2045;1251373;14011;14445;0;416449;3006;168428;338;9844;322.0;338.0;169.0;206.0;182.0;103.0;774.0;548.0;578.0;715.0;338.0
2046;1250939;14258;14436;0;421441;2910;171608;360;9992;283.0;360.0;197.0;175.0;189.0;82.0;937.0;654.0;708.0;879.0;360.0
2047;1250761;14643;15206;0;425338;2878;172226;382;9875;276.0;382.0;194.0;184.0;189.0;91.0;880.0;606.0;658.0;816.0;382.0
2048;1250198;13395;15491;0;429458;2852;174788;336;10262;294.0;336.0;156.0;167.0;205.0;102.0;523.0;358.0;398.0;490.0;336.0
2049;1248102;13901;15433;0;432871;2823;175734;369;10025;329.0;369.0;189.0;223.0;216.0;70.0;833.0;588.0;629.0;771.0;369.0
2050;1246570;13838;15538;0;436927;2809;177427;369;10342;280.0;369.0;190.0;188.0;180.0;91.0;928.0;661.0;692.0;851.0;369.0
2051;1244870;14949;15495;0;440841;2820;178940;368;10392;307.0;368.0;175.0;195.0;202.0;103.0;775.0;541.0;588.0;729.0;368.0
2052;1244324;14160;15509;0;444444;2783;180453;375;10399;316.0;375.0;197.0;188.0;205.0;101.0;880.0;616.0;663.0;819.0;375.0
2053;1242975;14394;15152;0;447305;2709;181879;325;10539;310.0;325.0;154.0;196.0;192.0;93.0;576.0;384.0;439.0;539.0;325.0
2054;1242217;14185;14872;0;448977;2780;182660;398;10578;337.0;398.0;223.0;212.0;203.0;97.0;984.0;690.0;735.0;915.0;398.0
2055;1241530;13375;14523;0;450069;2717;183262;389;10806;354.0;389.0;201.0;196.0;227.0;119.0;914.0;633.0;679.0;846.0;389.0
2056;1240382;15034;14408;0;450740;2654;183325;390;10678;326.0;390.0;230.0;199.0;175.0;112.0;976.0;665.0;714.0;900.0;390.0
2057;1241008;13787;14249;0;450956;2600;183785;412;10840;305.0;412.0;228.0;188.0;190.0;111.0;938.0;638.0;714.0;876.0;412.0
2058;1240546;14468;14133;0;452483;2601;183384;390;10818;332.0;390.0;219.0;206.0;197.0;100.0;976.0;686.0;729.0;897.0;390.0
2059;1240881;14083;14388;0;453886;2541;185124;380;10843;358.0;380.0;204.0;216.0;209.0;109.0;869.0;618.0;639.0;805.0;380.0
2060;1240576;13407;14317;0;454696;2462;184496;397;10765;318.0;397.0;190.0;214.0;203.0;108.0;715.0;503.0;530.0;658.0;397.0
2061;1239666;13508;14454;0;455508;2428;185731;392;10763;318.0;392.0;206.0;195.0;211.0;98.0;850.0;582.0;637.0;792.0;392.0
2062;1238720;14017;14729;0;454605;2387;185022;374;10924;325.0;374.0;203.0;202.0;184.0;110.0;846.0;589.0;636.0;783.0;374.0
2063;1238008;13771;15326;0;452970;2400;184945;396;10916;336.0;396.0;208.0;227.0;192.0;105.0;870.0;603.0;637.0;801.0;396.0
2064;1236453;13465;15763;0;450403;2334;183608;407;10833;322.0;407.0;202.0;216.0;213.0;98.0;807.0;543.0;594.0;745.0;407.0
2065;1234155;13260;15748;0;446670;2298;182903;399;10758;304.0;399.0;207.0;206.0;194.0;96.0;846.0;568.0;629.0;779.0;399.0
2066;1231667;12873;15904;0;442802;2282;180637;362;10733;289.0;362.0;189.0;206.0;181.0;75.0;900.0;629.0;683.0;833.0;362.0
2067;1228636;13440;16425;0;440057;2322;179700;371;10471;323.0;371.0;196.0;202.0;197.0;99.0;731.0;479.0;550.0;686.0;371.0
2068;1225651;13716;16659;0;437798;2338;178511;369;10588;348.0;369.0;190.0;222.0;191.0;114.0;707.0;500.0;518.0;652.0;369.0
2069;1222708;14248;16698;0;433538;2335;177823;393;10695;335.0;393.0;202.0;216.0;216.0;94.0;796.0;527.0;588.0;738.0;393.0
