Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;12531;844;0;309296;5146;7786;14;469;433.0;14.0;23.0;190.0;125.0;109.0;11.0;6.0;10.0;13.0;14.0
2024;1134519;13782;1219;0;315833;4699;8019;30;508;439.0;30.0;29.0;200.0;127.0;113.0;104.0;76.0;76.0;95.0;30.0
2025;1147082;14471;2084;0;321258;4692;8121;17;455;454.0;17.0;27.0;214.0;123.0;107.0;52.0;37.0;36.0;47.0;17.0
2026;1159469;13427;2952;0;326569;4742;8310;18;488;474.0;18.0;20.0;208.0;139.0;125.0;17.0;11.0;11.0;18.0;18.0
2027;1169944;14694;3954;0;331594;4751;8425;17;504;448.0;17.0;24.0;215.0;110.0;116.0;27.0;17.0;21.0;25.0;17.0
2028;1180684;14489;4930;0;336513;4832;8576;17;505;508.0;17.0;23.0;249.0;135.0;118.0;15.0;8.0;12.0;15.0;17.0
2029;1190243;14548;5808;0;341993;4858;8645;22;505;496.0;22.0;37.0;241.0;123.0;117.0;41.0;28.0;33.0;40.0;22.0
2030;1198983;14356;6635;0;347661;4869;8774;18;485;533.0;18.0;27.0;252.0;152.0;120.0;43.0;26.0;29.0;38.0;18.0
2031;1206704;15235;6966;0;353198;4843;8996;15;500;571.0;15.0;26.0;261.0;159.0;140.0;36.0;25.0;26.0;33.0;15.0
2032;1214973;14206;7252;0;357130;4809;9032;23;535;596.0;23.0;38.0;257.0;171.0;153.0;66.0;42.0;49.0;62.0;23.0
2033;1221927;13339;7779;0;360460;4698;9208;19;540;555.0;19.0;31.0;267.0;144.0;132.0;28.0;16.0;17.0;26.0;19.0
2034;1227487;13890;8344;0;363596;4670;9148;22;546;586.0;22.0;27.0;243.0;193.0;145.0;36.0;25.0;30.0;35.0;22.0
2035;1233033;13875;9184;0;366759;4647;9315;19;553;550.0;19.0;20.0;281.0;144.0;124.0;2.0;-5.0;-1.0;1.0;19.0
2036;1237724;14410;10161;0;370297;4627;9288;22;544;579.0;22.0;36.0;261.0;165.0;139.0;55.0;41.0;43.0;50.0;22.0
2037;1241973;14146;10905;0;374391;4565;9447;16;569;569.0;16.0;35.0;270.0;151.0;129.0;30.0;19.0;21.0;25.0;16.0
2038;1245214;14927;11622;0;379066;4568;9496;34;543;572.0;34.0;42.0;269.0;160.0;135.0;80.0;57.0;59.0;77.0;34.0
2039;1248519;14925;12158;0;384354;4526;9716;17;591;605.0;17.0;33.0;281.0;172.0;136.0;29.0;21.0;20.0;29.0;17.0
2040;1251286;13991;12503;0;389581;4515;9784;24;555;587.0;24.0;25.0;278.0;163.0;145.0;43.0;31.0;32.0;39.0;24.0
2041;1252774;14463;12960;0;394916;4528;9929;28;596;598.0;28.0;32.0;295.0;158.0;141.0;74.0;51.0;51.0;67.0;28.0
2042;1254277;15119;13278;0;400088;4496;10073;24;554;574.0;24.0;40.0;270.0;151.0;137.0;56.0;40.0;44.0;53.0;24.0
