Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;23735;1469;58;200;145;111;444;2259;1677;5041;514;9421;10178;139.0;618.0;189.0;140.0;145.0;180.0;81.0
2024;23832;1558;70;201;141;114;535;2270;1631;5177;526;9613;10409;140.0;656.0;341.0;249.0;254.0;317.0;104.0
2025;24719;1450;41;210;125;106;314;2372;1446;4814;482;8946;9701;145.0;610.0;138.0;99.0;105.0;131.0;54.0
2026;24628;1509;39;202;140;124;298;2281;1619;5631;505;9829;10608;144.0;635.0;121.0;87.0;90.0;116.0;54.0
2027;25530;1605;46;201;125;113;352;2270;1446;5132;485;9200;10026;150.0;676.0;146.0;104.0;110.0;131.0;73.0
2028;25414;1562;35;236;141;110;268;2665;1631;4996;522;9560;10367;149.0;658.0;77.0;55.0;60.0;76.0;46.0
2029;26140;1581;48;236;137;110;367;2665;1585;4996;531;9613;10432;153.0;666.0;69.0;42.0;51.0;61.0;68.0
2030;26235;1594;59;242;153;107;451;2733;1770;4859;561;9813;10638;154.0;671.0;236.0;167.0;174.0;219.0;67.0
2031;27015;1642;52;256;161;133;398;2891;1862;6040;602;11191;12040;158.0;691.0;175.0;128.0;133.0;166.0;63.0
2032;26955;1647;49;247;163;141;375;2789;1885;6403;600;11452;12303;158.0;693.0;152.0;101.0;107.0;138.0;60.0
2033;27575;1718;48;258;136;124;367;2914;1573;5631;566;10485;11370;162.0;723.0;126.0;85.0;95.0;118.0;59.0
2034;27525;1660;47;235;179;136;359;2654;2071;6176;597;11260;12120;161.0;699.0;114.0;78.0;89.0;107.0;58.0
2035;28038;1723;37;273;155;115;283;3083;1793;5223;580;10382;11271;164.0;725.0;103.0;65.0;75.0;93.0;66.0
2036;27924;1663;60;240;168;130;459;2710;1943;5904;598;11016;11880;164.0;700.0;166.0;120.0;124.0;159.0;69.0
2037;28535;1783;58;259;146;126;444;2925;1689;5722;589;10780;11698;167.0;751.0;140.0;93.0;100.0;130.0;50.0
2038;28602;1701;47;258;160;135;359;2914;1851;6131;600;11255;12139;168.0;716.0;129.0;83.0;92.0;117.0;62.0
2039;29325;1783;46;265;178;125;352;2993;2059;5677;614;11081;12004;172.0;751.0;97.0;64.0;64.0;85.0;54.0
2040;29447;1744;48;276;161;130;367;3117;1862;5904;615;11250;12157;173.0;734.0;107.0;73.0;75.0;102.0;72.0
2041;29968;1870;49;293;157;137;375;3309;1816;6222;636;11722;12685;176.0;787.0;158.0;115.0;111.0;143.0;72.0
2042;30260;1777;52;257;146;132;398;2902;1689;5995;587;10984;11909;177.0;748.0;113.0;80.0;89.0;106.0;55.0
