Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2023;1122832;13644;818;0;309296;5149;68678;301;4093;433.0;301.0;150.0;243.0;220.0;121.0;587.0;301.0
2024;1135658;13373;1249;0;315832;4415;71570;329;4270;380.0;329.0;190.0;217.0;185.0;117.0;737.0;329.0
2025;1147782;14110;2045;0;321259;4190;74472;224;4336;344.0;224.0;126.0;202.0;140.0;100.0;445.0;224.0
2026;1159847;14361;2996;0;326567;4107;76717;187;4454;347.0;187.0;100.0;164.0;156.0;114.0;351.0;187.0
2027;1171212;14896;4103;0;331592;4066;79555;198;4639;297.0;198.0;112.0;160.0;141.0;82.0;485.0;198.0
2028;1182005;12572;4974;0;336514;4126;81315;195;4864;312.0;195.0;103.0;182.0;130.0;92.0;410.0;195.0
2029;1189603;14193;5963;0;341994;4167;83310;197;4916;329.0;197.0;119.0;170.0;139.0;98.0;389.0;197.0
2030;1197833;13621;6465;0;347658;4174;84357;219;5008;361.0;219.0;114.0;199.0;164.0;103.0;446.0;219.0
2031;1204989;14620;6841;0;353212;4136;86543;201;5097;392.0;201.0;108.0;210.0;179.0;96.0;439.0;201.0
2032;1212768;13805;7271;0;357150;4065;87062;208;5141;407.0;208.0;107.0;206.0;179.0;123.0;381.0;208.0
2033;1219302;13519;7741;0;360480;3995;88190;211;5257;378.0;211.0;127.0;205.0;151.0;106.0;445.0;211.0
2034;1225080;15116;8372;0;363623;3943;88713;246;5170;385.0;246.0;132.0;188.0;190.0;121.0;578.0;246.0
2035;1231824;13892;9284;0;366786;3889;88825;207;5261;367.0;207.0;109.0;216.0;150.0;99.0;397.0;207.0
2036;1236432;14285;9828;0;370320;3875;88274;199;5154;387.0;199.0;112.0;207.0;165.0;102.0;442.0;199.0
2037;1240889;14042;10851;0;374429;3820;88124;191;5273;385.0;191.0;117.0;213.0;158.0;88.0;379.0;191.0
2038;1244080;14151;11499;0;379059;3804;87278;193;5157;391.0;193.0;119.0;220.0;156.0;89.0;480.0;193.0
2039;1246732;13701;12054;0;384363;3815;87413;214;5188;408.0;214.0;128.0;221.0;171.0;102.0;501.0;214.0
2040;1248379;13739;12389;0;389575;3818;87718;236;5171;412.0;236.0;124.0;234.0;174.0;116.0;489.0;236.0
2041;1249729;14126;12799;0;394956;3764;88543;227;5210;422.0;227.0;127.0;236.0;173.0;113.0;489.0;227.0
2042;1251056;14956;13255;0;400144;3719;89809;222;5190;390.0;222.0;128.0;214.0;161.0;109.0;513.0;222.0
