Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13967;841;0;309297;5151;93893;394;5519;433.0;394.0;201.0;259.0;243.0;124.0;1011.0;736.0;777.0;943.0;394.0
2024;1135958;14819;1254;0;315832;4324;95876;424;5656;377.0;424.0;231.0;227.0;217.0;126.0;1015.0;707.0;758.0;943.0;424.0
2025;1149523;14702;2014;0;321258;4000;97857;218;5754;324.0;218.0;122.0;185.0;147.0;88.0;509.0;343.0;392.0;477.0;218.0
2026;1162211;13309;3004;0;326568;3939;99031;222;5731;307.0;222.0;133.0;155.0;141.0;100.0;505.0;342.0;367.0;469.0;222.0
2027;1172516;14241;4019;0;331597;3925;101119;241;5918;283.0;241.0;135.0;163.0;136.0;90.0;583.0;395.0;419.0;530.0;241.0
2028;1182738;14678;4945;0;336517;3953;102094;235;6053;303.0;235.0;123.0;189.0;141.0;85.0;628.0;435.0;468.0;579.0;235.0
2029;1192471;14012;5957;0;341998;3947;104183;226;6131;316.0;226.0;126.0;181.0;142.0;93.0;500.0;342.0;371.0;461.0;226.0
2030;1200526;13962;6493;0;347660;3936;105349;248;6220;331.0;248.0;132.0;200.0;157.0;90.0;516.0;364.0;379.0;480.0;248.0
2031;1207995;14269;6829;0;353210;3885;107621;237;6286;359.0;237.0;124.0;200.0;169.0;103.0;447.0;310.0;335.0;421.0;237.0
2032;1215435;13641;7288;0;357160;3845;108761;243;6442;368.0;243.0;139.0;190.0;172.0;110.0;599.0;416.0;454.0;551.0;243.0
2033;1221788;14807;7790;0;360483;3762;109921;224;6500;350.0;224.0;133.0;212.0;141.0;88.0;502.0;355.0;372.0;468.0;224.0
2034;1228805;13292;8461;0;363651;3699;110824;253;6485;357.0;253.0;140.0;185.0;171.0;114.0;532.0;355.0;395.0;490.0;253.0
2035;1233636;14471;9174;0;366799;3696;111804;200;6600;319.0;200.0;94.0;191.0;144.0;90.0;358.0;228.0;258.0;324.0;200.0
2036;1238933;13901;10012;0;370371;3732;112748;243;6560;356.0;243.0;134.0;195.0;170.0;100.0;626.0;435.0;464.0;570.0;243.0
2037;1242822;14571;10928;0;374491;3678;113871;225;6821;367.0;225.0;130.0;210.0;161.0;91.0;523.0;357.0;383.0;484.0;225.0
2038;1246465;14216;11421;0;379133;3648;115285;253;6785;382.0;253.0;134.0;217.0;174.0;110.0;591.0;410.0;448.0;553.0;253.0
2039;1249260;14703;12067;0;384426;3603;116711;262;6901;384.0;262.0;146.0;205.0;192.0;103.0;562.0;379.0;405.0;513.0;262.0
2040;1251896;13251;12543;0;389695;3556;118653;269;7004;384.0;269.0;134.0;227.0;180.0;112.0;518.0;366.0;398.0;484.0;269.0
2041;1252604;12961;12736;0;395057;3547;119853;270;7044;381.0;270.0;142.0;230.0;176.0;103.0;623.0;441.0;464.0;575.0;270.0
2042;1252829;14156;13275;0;400219;3490;121991;244;7021;352.0;244.0;139.0;183.0;170.0;104.0;471.0;321.0;361.0;436.0;244.0
