Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13844;795;0;309296;5143;107886;454;6388;433.0;454.0;249.0;257.0;253.0;128.0;1040.0;727.0;768.0;965.0;454.0
2024;1135881;13562;1240;0;315832;4256;111497;486;6657;362.0;486.0;240.0;246.0;243.0;119.0;997.0;709.0;770.0;936.0;486.0
2025;1148203;14351;2146;0;321260;3892;114131;275;6724;287.0;275.0;162.0;172.0;144.0;84.0;626.0;424.0;470.0;587.0;275.0
2026;1160408;14800;2910;0;326569;3819;118238;268;6915;278.0;268.0;144.0;143.0;163.0;96.0;632.0;443.0;487.0;591.0;268.0
2027;1172298;14702;3939;0;331595;3771;120948;253;7019;250.0;253.0;147.0;144.0;131.0;81.0;563.0;385.0;412.0;526.0;253.0
2028;1183061;12736;5086;0;336511;3824;124085;312;7423;251.0;312.0;153.0;163.0;154.0;93.0;692.0;481.0;508.0;636.0;312.0
2029;1190711;14615;5835;0;341996;3811;126829;272;7509;261.0;272.0;138.0;168.0;140.0;87.0;561.0;396.0;423.0;527.0;272.0
2030;1199491;13980;6545;0;347662;3807;129347;254;7601;289.0;254.0;136.0;163.0;167.0;77.0;529.0;364.0;396.0;495.0;254.0
2031;1206926;14823;7017;0;353196;3776;131128;294;7685;322.0;294.0;142.0;206.0;179.0;89.0;583.0;412.0;424.0;536.0;294.0
2032;1214732;14439;7270;0;357151;3716;133549;293;7947;322.0;293.0;163.0;183.0;174.0;95.0;640.0;450.0;476.0;597.0;293.0
2033;1221901;13724;7625;0;360465;3625;134997;276;8005;301.0;276.0;149.0;186.0;149.0;93.0;634.0;436.0;469.0;583.0;276.0
2034;1228000;14401;8462;0;363634;3586;137380;279;8116;315.0;279.0;140.0;175.0;168.0;111.0;487.0;339.0;356.0;449.0;279.0
2035;1233939;14112;9168;0;366798;3569;139190;309;8260;291.0;309.0;161.0;198.0;148.0;93.0;619.0;410.0;457.0;575.0;309.0
2036;1238883;14170;9924;0;370334;3533;141554;293;8294;314.0;293.0;146.0;185.0;183.0;93.0;547.0;363.0;394.0;507.0;293.0
2037;1243129;14837;10956;0;374478;3458;143438;312;8575;318.0;312.0;163.0;202.0;180.0;85.0;747.0;523.0;574.0;687.0;312.0
2038;1247010;14107;11609;0;379124;3424;144476;294;8521;322.0;294.0;185.0;184.0;162.0;85.0;722.0;495.0;530.0;667.0;294.0
2039;1249508;14167;12055;0;384407;3383;145792;312;8633;319.0;312.0;169.0;189.0;166.0;107.0;634.0;449.0;485.0;596.0;312.0
2040;1251620;15430;12338;0;389639;3347;146823;326;8715;326.0;326.0;163.0;189.0;197.0;103.0;623.0;432.0;476.0;579.0;326.0
2041;1254712;14051;12688;0;395026;3328;148103;323;8768;315.0;323.0;173.0;185.0;189.0;91.0;680.0;489.0;519.0;632.0;323.0
2042;1256075;14393;13292;0;400187;3270;149261;332;8666;291.0;332.0;177.0;185.0;163.0;98.0;650.0;455.0;487.0;606.0;332.0
2043;1257176;13846;13365;0;405632;3248;151185;313;8979;317.0;313.0;162.0;199.0;196.0;73.0;675.0;456.0;500.0;625.0;313.0
2044;1257657;14110;13977;0;410947;3226;152830;293;8968;338.0;293.0;146.0;210.0;180.0;95.0;515.0;356.0;385.0;476.0;293.0
2045;1257790;14126;14281;0;416239;3196;155272;323;9172;345.0;323.0;183.0;204.0;180.0;101.0;729.0;515.0;557.0;688.0;323.0
2046;1257635;13364;14714;0;421197;3114;156722;359;9127;311.0;359.0;184.0;189.0;205.0;92.0;821.0;596.0;627.0;756.0;359.0
2047;1256285;14122;15097;0;425055;3064;159334;329;9173;310.0;329.0;185.0;166.0;196.0;92.0;622.0;424.0;463.0;578.0;329.0
2048;1255310;13908;15350;0;429238;3025;160447;348;9481;331.0;348.0;168.0;217.0;186.0;108.0;735.0;531.0;551.0;690.0;348.0
2049;1253868;14077;15286;0;432722;2976;163361;336;9333;360.0;336.0;182.0;223.0;203.0;88.0;738.0;527.0;547.0;682.0;336.0
2050;1252659;14048;15578;0;436697;2942;164222;347;9656;311.0;347.0;169.0;212.0;195.0;82.0;702.0;493.0;543.0;659.0;347.0
2051;1251129;14028;15751;0;440635;2941;167274;346;9759;310.0;346.0;170.0;191.0;186.0;109.0;593.0;419.0;450.0;555.0;346.0
2052;1249406;13620;15466;0;444143;2946;167952;324;9695;343.0;324.0;164.0;203.0;203.0;97.0;718.0;500.0;529.0;665.0;324.0
