Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14741;806;0;309296;5139;0;0;0;433.0;0.0;17.0;188.0;121.0;107.0;0.0;0.0;0.0;0.0;0.0
2024;1136767;13662;1218;0;315833;4708;0;0;0;440.0;0.0;14.0;195.0;118.0;113.0;0.0;0.0;0.0;0.0;0.0
2025;1149211;13470;2105;0;321258;4745;0;0;0;461.0;0.0;17.0;215.0;121.0;108.0;0.0;0.0;0.0;0.0;0.0
2026;1160576;12883;3054;0;326568;4784;0;0;0;484.0;0.0;11.0;209.0;139.0;125.0;0.0;0.0;0.0;0.0;0.0
2027;1170405;13424;3900;0;331595;4815;0;0;0;460.0;0.0;18.0;214.0;111.0;117.0;0.0;0.0;0.0;0.0;0.0
2028;1179929;15326;5028;0;336518;4903;0;0;0;518.0;0.0;16.0;251.0;133.0;118.0;0.0;0.0;0.0;0.0;0.0
2029;1190227;14052;5933;0;341995;4933;0;0;0;516.0;0.0;27.0;248.0;123.0;118.0;0.0;0.0;0.0;0.0;0.0
2030;1198346;14097;6545;0;347667;4922;0;0;0;546.0;0.0;17.0;258.0;150.0;121.0;0.0;0.0;0.0;0.0;0.0
2031;1205898;14676;6821;0;353204;4921;0;0;0;589.0;0.0;22.0;268.0;157.0;142.0;0.0;0.0;0.0;0.0;0.0
2032;1213753;14486;7292;0;357120;4867;0;0;0;615.0;0.0;24.0;268.0;169.0;154.0;0.0;0.0;0.0;0.0;0.0
2033;1220947;14334;7768;0;360458;4798;0;0;0;574.0;0.0;22.0;273.0;143.0;136.0;0.0;0.0;0.0;0.0;0.0
2034;1227513;14458;8385;0;363583;4747;0;0;0;604.0;0.0;19.0;249.0;187.0;149.0;0.0;0.0;0.0;0.0;0.0
2035;1233586;14806;9130;0;366729;4728;0;0;0;573.0;0.0;14.0;290.0;144.0;125.0;0.0;0.0;0.0;0.0;0.0
2036;1239262;15062;9985;0;370269;4721;0;0;0;592.0;0.0;30.0;255.0;164.0;143.0;0.0;0.0;0.0;0.0;0.0
2037;1244339;14424;11016;0;374377;4659;0;0;0;588.0;0.0;29.0;274.0;152.0;133.0;0.0;0.0;0.0;0.0;0.0
2038;1247747;14700;11413;0;379046;4641;0;0;0;586.0;0.0;29.0;270.0;155.0;132.0;0.0;0.0;0.0;0.0;0.0
2039;1251034;13402;12227;0;384344;4643;0;0;0;638.0;0.0;27.0;297.0;175.0;139.0;0.0;0.0;0.0;0.0;0.0
2040;1252209;14507;12413;0;389542;4635;0;0;0;612.0;0.0;18.0;284.0;158.0;152.0;0.0;0.0;0.0;0.0;0.0
2041;1254303;13970;13131;0;394887;4618;0;0;0;622.0;0.0;18.0;308.0;153.0;143.0;0.0;0.0;0.0;0.0;0.0
2042;1255142;15392;13344;0;400095;4582;0;0;0;595.0;0.0;26.0;278.0;147.0;144.0;0.0;0.0;0.0;0.0;0.0
