Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14613;833;0;309296;5150;125344;523;7425;433.0;523.0;269.0;276.0;282.0;129.0;1344.0;971.0;1038.0;1258.0;523.0
2024;1136612;13900;1252;0;315833;4196;128040;557;7563;341.0;557.0;305.0;233.0;241.0;119.0;1377.0;954.0;1022.0;1280.0;557.0
2025;1149260;15198;2121;0;321259;3768;130524;326;7654;272.0;326.0;182.0;180.0;150.0;86.0;784.0;547.0;595.0;732.0;326.0
2026;1162337;12672;2926;0;326568;3666;132361;284;7713;258.0;284.0;156.0;149.0;147.0;90.0;666.0;459.0;496.0;611.0;284.0
2027;1172083;14689;3966;0;331596;3641;134790;292;7814;230.0;292.0;150.0;148.0;144.0;80.0;612.0;402.0;440.0;558.0;292.0
2028;1182806;14454;4987;0;336512;3636;136400;311;8069;241.0;311.0;153.0;164.0;147.0;88.0;742.0;508.0;543.0;687.0;311.0
2029;1192273;13227;5872;0;341994;3649;138751;315;8159;229.0;315.0;167.0;154.0;142.0;81.0;691.0;478.0;520.0;645.0;315.0
2030;1199628;14978;6437;0;347660;3638;140893;343;8197;261.0;343.0;179.0;169.0;173.0;83.0;752.0;509.0;558.0;699.0;343.0
2031;1208169;14790;6870;0;353198;3572;143373;308;8346;287.0;308.0;164.0;172.0;169.0;90.0;688.0;469.0;494.0;633.0;308.0
2032;1216089;13999;7059;0;357153;3496;145394;322;8609;285.0;322.0;164.0;179.0;178.0;86.0;767.0;532.0;572.0;703.0;322.0
2033;1223029;14316;7732;0;360495;3414;146590;308;8615;267.0;308.0;160.0;194.0;139.0;82.0;667.0;466.0;505.0;623.0;308.0
2034;1229613;14022;8594;0;363648;3390;148022;319;8705;280.0;319.0;165.0;172.0;163.0;99.0;783.0;544.0;579.0;717.0;319.0
2035;1235041;14678;9048;0;366801;3365;149125;308;8819;248.0;308.0;145.0;173.0;153.0;85.0;528.0;340.0;378.0;484.0;308.0
2036;1240671;14817;9938;0;370387;3363;150604;318;8774;289.0;318.0;172.0;169.0;173.0;93.0;746.0;514.0;558.0;691.0;318.0
2037;1245550;14076;10808;0;374548;3327;151963;303;9093;281.0;303.0;159.0;180.0;172.0;73.0;696.0;477.0;510.0;633.0;303.0
2038;1248818;13241;11479;0;379173;3299;153879;321;9043;291.0;321.0;170.0;197.0;160.0;85.0;753.0;513.0;575.0;703.0;321.0
2039;1250580;14661;11987;0;384455;3254;155804;345;9185;304.0;345.0;185.0;181.0;192.0;91.0;778.0;540.0;575.0;717.0;345.0
2040;1253254;14145;12575;0;389703;3235;158204;357;9361;316.0;357.0;160.0;202.0;199.0;112.0;577.0;385.0;436.0;536.0;357.0
2041;1254824;14180;12893;0;395067;3179;159986;346;9454;288.0;346.0;186.0;187.0;177.0;84.0;788.0;540.0;587.0;729.0;346.0
2042;1256111;14008;13152;0;400243;3137;162705;340;9361;281.0;340.0;193.0;174.0;165.0;89.0;784.0;549.0;581.0;723.0;340.0
