Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14239;910;0;309297;5155;31442;113;1826;433.0;113.0;70.0;209.0;154.0;113.0;322.0;241.0;244.0;299.0;113.0
2024;1136161;13826;1249;0;315832;4609;31910;142;1948;421.0;142.0;90.0;204.0;155.0;114.0;460.0;338.0;342.0;428.0;142.0
2025;1148738;13852;1998;0;321258;4501;32799;75;1905;407.0;75.0;57.0;204.0;124.0;97.0;201.0;141.0;159.0;193.0;75.0
2026;1160592;14579;2925;0;326568;4537;32951;67;1895;432.0;67.0;51.0;201.0;139.0;108.0;208.0;145.0;157.0;195.0;67.0
2027;1172246;14621;4036;0;331591;4536;33909;91;1969;395.0;91.0;56.0;201.0;122.0;107.0;190.0;129.0;126.0;166.0;91.0
2028;1182831;13668;4870;0;336515;4580;33923;75;2050;459.0;75.0;49.0;229.0;145.0;111.0;159.0;112.0;121.0;150.0;75.0
2029;1191629;14235;5975;0;341994;4588;34807;87;2007;452.0;87.0;65.0;230.0;133.0;111.0;196.0;146.0;154.0;183.0;87.0
2030;1199889;14410;6339;0;347661;4604;35000;84;2088;482.0;84.0;58.0;245.0;158.0;105.0;191.0;130.0;131.0;173.0;84.0
2031;1207960;13993;7026;0;353203;4567;35974;73;2103;516.0;73.0;50.0;244.0;168.0;127.0;176.0;127.0;133.0;165.0;73.0
2032;1214927;13730;7234;0;357138;4512;35993;77;2106;522.0;77.0;57.0;246.0;158.0;138.0;220.0;158.0;166.0;203.0;77.0
2033;1221423;14660;7708;0;360474;4435;36743;75;2202;497.0;75.0;56.0;255.0;139.0;122.0;166.0;112.0;119.0;152.0;75.0
2034;1228375;12813;8302;0;363628;4400;36713;69;2178;518.0;69.0;52.0;228.0;179.0;128.0;152.0;101.0;115.0;141.0;69.0
2035;1232886;13706;9224;0;366793;4385;37357;78;2220;492.0;78.0;44.0;265.0;148.0;113.0;129.0;81.0;96.0;119.0;78.0
2036;1237368;13892;10061;0;370322;4387;37343;84;2150;515.0;84.0;76.0;236.0;162.0;125.0;204.0;135.0;153.0;194.0;84.0
2037;1241199;14616;11099;0;374430;4326;38013;72;2279;517.0;72.0;66.0;251.0;152.0;120.0;160.0;109.0;115.0;147.0;72.0
2038;1244716;14551;11583;0;379117;4306;38184;91;2199;523.0;91.0;60.0;258.0;163.0;133.0;196.0;134.0;150.0;180.0;91.0
2039;1247684;13843;12105;0;384359;4283;39091;84;2259;533.0;84.0;61.0;257.0;176.0;123.0;177.0;112.0;123.0;162.0;84.0
2040;1249422;13377;12677;0;389611;4294;39226;102;2272;537.0;102.0;57.0;274.0;174.0;134.0;171.0;121.0;129.0;163.0;102.0
2041;1250122;14957;12924;0;394935;4268;40021;86;2367;543.0;86.0;57.0;291.0;151.0;130.0;228.0;169.0;172.0;209.0;86.0
2042;1252155;14327;13253;0;400089;4233;40362;72;2324;506.0;72.0;61.0;244.0;143.0;130.0;196.0;141.0;150.0;182.0;72.0
