Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125344;7949;267;277;283;129;2042;3128;3274;5858;956;14302;18384;735.0;3347.0;1311.0;948.0;1016.0;1229.0;523.0
2024;128036;8118;308;233;239;118;2355;2631;2765;5359;898;13110;17279;751.0;3418.0;1407.0;979.0;1042.0;1305.0;557.0
2025;130538;7970;177;175;150;85;1354;1976;1735;3860;587;8925;13046;766.0;3355.0;783.0;547.0;594.0;730.0;315.0
2026;132353;8007;160;151;148;92;1224;1705;1712;4178;551;8819;12966;776.0;3371.0;664.0;456.0;498.0;613.0;292.0
2027;134784;8121;158;151;144;84;1208;1705;1666;3815;537;8394;12604;791.0;3419.0;662.0;444.0;478.0;605.0;307.0
2028;136403;8390;158;166;145;89;1208;1875;1677;4042;558;8802;13134;800.0;3532.0;735.0;498.0;542.0;680.0;315.0
2029;138756;8481;163;158;142;79;1247;1784;1643;3588;542;8262;12647;814.0;3571.0;659.0;452.0;494.0;613.0;316.0
2030;140898;8523;170;163;174;84;1300;1841;2013;3815;591;8969;13383;826.0;3588.0;735.0;502.0;546.0;684.0;329.0
2031;143367;8649;167;169;169;85;1277;1909;1955;3860;590;9001;13483;841.0;3641.0;730.0;504.0;532.0;673.0;305.0
2032;145379;8939;172;183;170;88;1315;2067;1966;3996;613;9344;13960;853.0;3763.0;831.0;576.0;613.0;761.0;330.0
2033;146585;8896;147;177;136;81;1124;1999;1573;3679;541;8375;12980;860.0;3745.0;559.0;382.0;426.0;526.0;284.0
2034;148041;9021;157;173;168;99;1201;1954;1943;4496;597;9594;14260;868.0;3798.0;726.0;504.0;545.0;669.0;314.0
2035;149147;9132;152;181;155;90;1162;2044;1793;4087;578;9086;13806;875.0;3845.0;600.0;398.0;436.0;552.0;321.0
2036;150608;9088;168;166;179;95;1285;1875;2071;4314;608;9545;14254;883.0;3826.0;727.0;500.0;533.0;663.0;316.0
2037;151955;9392;155;191;166;74;1185;2157;1920;3361;586;8623;13468;891.0;3954.0;633.0;428.0;457.0;579.0;299.0
2038;153881;9395;180;205;169;86;1377;2315;1955;3906;640;9553;14411;903.0;3955.0;761.0;516.0;580.0;717.0;345.0
2039;155803;9519;186;175;193;86;1422;1976;2233;3906;640;9537;14459;914.0;4008.0;838.0;577.0;620.0;770.0;340.0
2040;158217;9721;164;203;200;108;1254;2293;2313;4905;675;10765;15786;928.0;4093.0;659.0;459.0;508.0;611.0;360.0
2041;159999;9813;171;198;185;84;1308;2236;2140;3815;638;9499;14568;938.0;4131.0;788.0;558.0;589.0;730.0;350.0
2042;162710;9692;187;172;155;87;1430;1942;1793;3951;601;9116;14150;954.0;4080.0;764.0;530.0;556.0;700.0;325.0
