Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;12970;837;0;309297;5135;93895;393;5519;433.0;393.0;203.0;256.0;243.0;124.0;1015.0;736.0;780.0;947.0;393.0
2024;1134965;14035;1321;0;315832;4309;95874;426;5657;377.0;426.0;232.0;227.0;218.0;126.0;1017.0;707.0;757.0;944.0;426.0
2025;1147679;15025;2009;0;321258;4007;97853;218;5753;324.0;218.0;123.0;187.0;146.0;86.0;518.0;352.0;401.0;487.0;218.0
2026;1160695;14226;2904;0;326571;3957;99032;218;5730;308.0;218.0;131.0;156.0;138.0;101.0;512.0;351.0;374.0;477.0;218.0
2027;1172017;14158;3959;0;331594;3914;101123;238;5920;283.0;238.0;129.0;165.0;135.0;92.0;526.0;357.0;382.0;480.0;238.0
2028;1182216;14210;5018;0;336513;3961;102087;235;6050;305.0;235.0;124.0;189.0;140.0;87.0;614.0;418.0;455.0;565.0;235.0
2029;1191408;13328;6042;0;341995;3961;104172;225;6130;316.0;225.0;123.0;181.0;146.0;91.0;488.0;338.0;360.0;449.0;225.0
2030;1198694;14607;6541;0;347654;3960;105351;251;6220;333.0;251.0;136.0;198.0;161.0;89.0;546.0;388.0;408.0;509.0;251.0
2031;1206760;14643;6783;0;353203;3904;107615;240;6285;362.0;240.0;131.0;202.0;165.0;104.0;509.0;349.0;377.0;475.0;240.0
2032;1214620;14154;7250;0;357151;3834;108759;250;6448;367.0;250.0;137.0;196.0;175.0;109.0;621.0;437.0;463.0;571.0;250.0
2033;1221524;14047;7751;0;360488;3749;109929;218;6499;353.0;218.0;130.0;211.0;138.0;92.0;492.0;348.0;368.0;457.0;218.0
2034;1227820;14639;8438;0;363647;3712;110833;237;6484;360.0;237.0;135.0;181.0;164.0;117.0;486.0;326.0;360.0;448.0;237.0
2035;1234021;14399;9245;0;366793;3679;111802;200;6599;325.0;200.0;98.0;195.0;144.0;88.0;395.0;250.0;281.0;360.0;200.0
2036;1239175;13942;10082;0;370345;3735;112749;249;6567;361.0;249.0;141.0;199.0;173.0;97.0;663.0;464.0;500.0;610.0;249.0
2037;1243035;14738;10974;0;374494;3657;113862;227;6818;362.0;227.0;132.0;213.0;157.0;87.0;535.0;371.0;392.0;493.0;227.0
2038;1246799;13820;11321;0;379164;3634;115281;235;6778;378.0;235.0;123.0;217.0;164.0;109.0;561.0;388.0;426.0;522.0;235.0
2039;1249298;13836;11983;0;384412;3616;116709;259;6897;382.0;259.0;142.0;202.0;195.0;102.0;519.0;353.0;374.0;476.0;259.0
2040;1251151;14122;12548;0;389657;3580;118656;268;7003;387.0;268.0;137.0;221.0;188.0;109.0;540.0;377.0;404.0;498.0;268.0
2041;1252725;13165;12893;0;395021;3546;119857;267;7046;382.0;267.0;140.0;229.0;177.0;103.0;571.0;389.0;422.0;528.0;267.0
2042;1252997;13646;13007;0;400218;3484;121992;252;7020;351.0;252.0;142.0;188.0;174.0;99.0;489.0;339.0;381.0;460.0;252.0
