Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2023;1122832;12706;835;0;309296;5153;68678;300;4093;433.0;300.0;149.0;244.0;218.0;122.0;582.0;300.0
2024;1134703;13995;1254;0;315832;4420;71571;329;4270;380.0;329.0;188.0;219.0;185.0;117.0;728.0;329.0
2025;1147444;13815;2010;0;321257;4167;74480;217;4336;344.0;217.0;123.0;201.0;140.0;97.0;449.0;217.0
2026;1159249;15345;2970;0;326568;4124;76712;192;4453;347.0;192.0;105.0;164.0;156.0;114.0;369.0;192.0
2027;1171624;13545;3910;0;331593;4095;79552;213;4642;297.0;213.0;122.0;159.0;145.0;84.0;523.0;213.0
2028;1181259;12304;5009;0;336513;4138;81314;193;4864;313.0;193.0;105.0;180.0;128.0;93.0;406.0;193.0
2029;1188554;14290;5867;0;341992;4167;83311;190;4917;330.0;190.0;115.0;171.0;136.0;98.0;385.0;190.0
2030;1196977;13527;6553;0;347656;4177;84354;226;5008;362.0;226.0;112.0;200.0;169.0;107.0;440.0;226.0
2031;1203951;14050;6878;0;353191;4107;86526;211;5099;390.0;211.0;109.0;208.0;188.0;96.0;407.0;211.0
2032;1211123;14888;7338;0;357124;4061;87053;208;5139;403.0;208.0;108.0;206.0;177.0;120.0;394.0;208.0
2033;1218673;14795;7898;0;360478;3976;88187;208;5255;369.0;208.0;124.0;204.0;147.0;102.0;461.0;208.0
2034;1225570;14645;8424;0;363640;3928;88710;241;5167;388.0;241.0;131.0;190.0;191.0;117.0;547.0;241.0
2035;1231791;14148;9062;0;366781;3885;88827;215;5264;368.0;215.0;113.0;223.0;148.0;99.0;427.0;215.0
2036;1236877;14066;9960;0;370343;3865;88268;206;5155;385.0;206.0;110.0;208.0;169.0;104.0;440.0;206.0
2037;1240983;15194;10776;0;374462;3820;88147;187;5281;388.0;187.0;117.0;212.0;156.0;90.0;380.0;187.0
2038;1245401;13971;11506;0;379097;3800;87306;200;5162;391.0;200.0;123.0;222.0;157.0;89.0;485.0;200.0
2039;1247866;13085;12026;0;384377;3778;87436;206;5191;397.0;206.0;121.0;214.0;169.0;99.0;460.0;206.0
2040;1248925;14191;12502;0;389532;3804;87694;225;5172;410.0;225.0;117.0;230.0;172.0;116.0;491.0;225.0
2041;1250614;14438;12868;0;394925;3801;88529;237;5213;421.0;237.0;139.0;229.0;177.0;113.0;556.0;237.0
2042;1252184;14062;13297;0;400099;3723;89778;227;5194;394.0;227.0;135.0;210.0;160.0;116.0;502.0;227.0
