Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14335;829;0;309296;5145;56322;237;3371;433.0;237.0;133.0;220.0;192.0;125.0;545.0;359.0;398.0;497.0;237.0
2024;1136338;13531;1262;0;315832;4476;57008;239;3359;400.0;239.0;128.0;220.0;165.0;126.0;583.0;425.0;453.0;547.0;239.0
2025;1148607;14684;2052;0;321258;4308;57634;262;3362;366.0;262.0;157.0;210.0;163.0;98.0;657.0;461.0;497.0;619.0;262.0
2026;1161239;14727;2993;0;326567;4172;58746;254;3402;352.0;254.0;136.0;184.0;183.0;103.0;552.0;390.0;425.0;513.0;254.0
2027;1172973;13526;4020;0;331592;4084;60529;277;3522;296.0;277.0;136.0;176.0;159.0;102.0;477.0;315.0;357.0;443.0;277.0
2028;1182479;13450;5027;0;336511;4044;61361;291;3670;283.0;291.0;162.0;180.0;141.0;91.0;759.0;523.0;556.0;697.0;291.0
2029;1190902;14127;5861;0;341993;4031;62500;228;3592;279.0;228.0;132.0;165.0;125.0;85.0;503.0;334.0;377.0;468.0;228.0
2030;1199168;14386;6530;0;347653;4054;63511;259;3814;302.0;259.0;137.0;170.0;168.0;86.0;606.0;422.0;450.0;560.0;259.0
2031;1207024;13936;6935;0;353210;4023;65282;244;3818;340.0;244.0;123.0;195.0;169.0;97.0;594.0;415.0;435.0;548.0;244.0
2032;1214025;12858;7235;0;357153;3983;67253;257;3939;348.0;257.0;135.0;197.0;173.0;100.0;618.0;452.0;470.0;575.0;257.0
2033;1219648;13161;7808;0;360477;3918;66767;258;3991;313.0;258.0;143.0;184.0;157.0;87.0;525.0;350.0;400.0;487.0;258.0
2034;1225001;14659;8355;0;363622;3875;67455;270;3946;336.0;270.0;148.0;175.0;172.0;111.0;610.0;415.0;448.0;550.0;270.0
2035;1231305;13851;9077;0;366808;3841;68203;272;3993;310.0;272.0;129.0;197.0;157.0;99.0;430.0;271.0;304.0;392.0;272.0
2036;1236079;13883;10166;0;370377;3827;69783;283;4020;344.0;283.0;153.0;204.0;163.0;107.0;637.0;427.0;467.0;591.0;283.0
2037;1239796;13552;10822;0;374484;3746;71635;294;4262;333.0;294.0;142.0;210.0;183.0;92.0;601.0;434.0;462.0;563.0;294.0
2038;1242526;12879;11431;0;379121;3669;71831;273;4225;341.0;273.0;137.0;213.0;178.0;86.0;573.0;386.0;429.0;526.0;273.0
2039;1243974;14010;11980;0;384374;3657;72845;253;4280;352.0;253.0;139.0;191.0;185.0;90.0;586.0;397.0;424.0;536.0;253.0
2040;1246004;14292;12435;0;389626;3637;73167;305;4228;346.0;305.0;160.0;200.0;183.0;108.0;714.0;498.0;541.0;660.0;305.0
2041;1247861;14621;12860;0;395013;3631;74360;266;4327;323.0;266.0;143.0;194.0;163.0;89.0;660.0;480.0;511.0;619.0;266.0
2042;1249622;13702;13065;0;400256;3630;75686;288;4304;342.0;288.0;165.0;203.0;158.0;104.0;597.0;401.0;438.0;549.0;288.0
2043;1250259;13752;13536;0;405740;3597;75432;305;4531;345.0;305.0;159.0;220.0;186.0;85.0;798.0;589.0;619.0;744.0;305.0
2044;1250475;14440;13982;0;411099;3546;77014;304;4522;379.0;304.0;158.0;228.0;196.0;101.0;613.0;414.0;458.0;564.0;304.0
2045;1250933;14644;14242;0;416495;3449;76970;267;4488;393.0;267.0;164.0;212.0;173.0;111.0;614.0;409.0;463.0;575.0;267.0
2046;1251335;13402;14691;0;421518;3375;78101;318;4549;346.0;318.0;177.0;202.0;194.0;91.0;735.0;510.0;552.0;686.0;318.0
2047;1250046;13495;15161;0;425436;3344;79409;292;4612;325.0;292.0;150.0;180.0;204.0;83.0;676.0;475.0;503.0;626.0;292.0
2048;1248380;12509;15478;0;429764;3340;78755;294;4629;352.0;294.0;151.0;203.0;186.0;106.0;597.0;423.0;454.0;564.0;294.0
2049;1245411;14260;15572;0;433345;3306;80537;298;4608;384.0;298.0;163.0;223.0;214.0;82.0;690.0;482.0;521.0;640.0;298.0
2050;1244099;14698;15594;0;437392;3289;80373;289;4679;332.0;289.0;148.0;204.0;173.0;96.0;634.0;443.0;479.0;584.0;289.0
2051;1243203;13403;15359;0;441373;3335;80861;313;4714;357.0;313.0;154.0;201.0;196.0;119.0;661.0;459.0;484.0;605.0;313.0
2052;1241247;14717;15421;0;445018;3327;81484;305;4605;387.0;305.0;173.0;215.0;202.0;102.0;803.0;570.0;610.0;744.0;305.0
2053;1240543;13929;15237;0;448106;3255;81133;294;4745;349.0;294.0;157.0;210.0;184.0;92.0;646.0;447.0;475.0;597.0;294.0
2054;1239235;12071;14772;0;449871;3312;82249;331;4776;408.0;331.0;177.0;231.0;218.0;113.0;807.0;563.0;601.0;746.0;331.0
2055;1236534;14241;14350;0;450970;3230;82061;318;4818;418.0;318.0;173.0;214.0;216.0;133.0;758.0;534.0;556.0;691.0;318.0
2056;1236425;13133;14230;0;451740;3181;83026;337;4739;390.0;337.0;182.0;221.0;202.0;122.0;738.0;495.0;558.0;682.0;337.0
2057;1235328;14485;14393;0;451745;3121;84012;355;4964;348.0;355.0;201.0;193.0;196.0;113.0;757.0;507.0;564.0;707.0;355.0
2058;1235420;13455;14105;0;453185;3122;83791;339;4960;378.0;339.0;201.0;215.0;191.0;110.0;835.0;566.0;623.0;783.0;339.0
2059;1234770;14741;14184;0;454555;3077;84935;340;4890;416.0;340.0;183.0;236.0;220.0;117.0;779.0;556.0;587.0;718.0;340.0
2060;1235327;13263;14409;0;455239;2973;83882;315;4853;382.0;315.0;169.0;222.0;190.0;116.0;604.0;406.0;450.0;564.0;315.0
2061;1234181;12890;14660;0;456003;2977;83644;341;4850;377.0;341.0;182.0;226.0;202.0;108.0;775.0;550.0;592.0;721.0;341.0
2062;1232411;14153;14922;0;455241;2920;84234;309;4958;398.0;309.0;170.0;229.0;190.0;118.0;712.0;488.0;529.0;654.0;309.0
