Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;12519;849;0;309296;5147;7786;14;469;433.0;14.0;23.0;190.0;125.0;109.0;11.0;6.0;10.0;13.0;14.0
2024;1134502;13689;1253;0;315832;4700;8018;31;508;439.0;31.0;29.0;200.0;128.0;113.0;109.0;80.0;80.0;100.0;31.0
2025;1146938;13923;2069;0;321260;4705;8120;17;455;454.0;17.0;27.0;214.0;123.0;107.0;52.0;37.0;36.0;47.0;17.0
2026;1158792;14096;2924;0;326567;4735;8311;16;488;474.0;16.0;19.0;208.0;138.0;125.0;12.0;7.0;7.0;13.0;16.0
2027;1169964;14453;4001;0;331594;4744;8424;18;504;448.0;18.0;24.0;216.0;110.0;116.0;27.0;17.0;21.0;25.0;18.0
2028;1180416;13583;5004;0;336510;4840;8577;16;505;506.0;16.0;23.0;248.0;134.0;117.0;17.0;9.0;13.0;16.0;16.0
2029;1188995;13634;5922;0;341991;4843;8646;20;505;496.0;20.0;36.0;240.0;123.0;117.0;37.0;26.0;31.0;37.0;20.0
2030;1196707;13710;6553;0;347661;4855;8774;21;485;533.0;21.0;27.0;253.0;154.0;120.0;42.0;26.0;29.0;38.0;21.0
2031;1203864;14655;6879;0;353196;4836;8996;16;500;571.0;16.0;27.0;261.0;159.0;140.0;40.0;27.0;28.0;36.0;16.0
2032;1211640;14108;7456;0;357151;4801;9033;21;535;596.0;21.0;38.0;256.0;170.0;153.0;65.0;42.0;48.0;61.0;21.0
2033;1218292;13362;7779;0;360464;4713;9204;18;540;556.0;18.0;30.0;268.0;144.0;132.0;20.0;10.0;11.0;19.0;18.0
2034;1223875;14220;8324;0;363609;4673;9149;25;546;584.0;25.0;29.0;242.0;194.0;144.0;44.0;30.0;35.0;42.0;25.0
2035;1229771;14242;9331;0;366754;4621;9316;17;553;550.0;17.0;21.0;281.0;141.0;124.0;16.0;6.0;11.0;13.0;17.0
2036;1234682;13673;9878;0;370288;4644;9290;24;544;579.0;24.0;39.0;261.0;164.0;139.0;72.0;54.0;55.0;66.0;24.0
2037;1238477;14604;10996;0;374420;4574;9445;17;570;570.0;17.0;35.0;270.0;152.0;130.0;24.0;16.0;17.0;21.0;17.0
2038;1242085;14149;11418;0;379080;4534;9496;28;543;571.0;28.0;37.0;267.0;161.0;134.0;56.0;39.0;41.0;54.0;28.0
2039;1244816;14158;12143;0;384381;4540;9722;18;591;607.0;18.0;31.0;284.0;174.0;136.0;6.0;3.0;2.0;8.0;18.0
2040;1246831;15310;12565;0;389536;4528;9784;26;555;584.0;26.0;26.0;278.0;162.0;144.0;46.0;33.0;34.0;42.0;26.0
2041;1249576;13477;13026;0;394905;4533;9936;29;598;600.0;29.0;32.0;298.0;160.0;139.0;82.0;58.0;59.0;75.0;29.0
2042;1250027;13403;13078;0;400081;4505;10073;24;554;577.0;24.0;40.0;272.0;152.0;137.0;58.0;41.0;45.0;55.0;24.0
2043;1250352;12822;13426;0;405555;4481;10184;18;558;611.0;18.0;27.0;298.0;170.0;134.0;25.0;20.0;19.0;23.0;18.0
2044;1249748;12843;13984;0;410881;4461;10322;17;617;647.0;17.0;39.0;299.0;172.0;154.0;28.0;14.0;18.0;25.0;17.0
2045;1248607;14243;14033;0;416136;4399;10510;18;646;640.0;18.0;42.0;285.0;171.0;160.0;18.0;12.0;14.0;16.0;18.0
2046;1248817;13580;14555;0;421058;4312;10601;15;641;630.0;15.0;29.0;275.0;202.0;139.0;30.0;20.0;23.0;28.0;15.0
2047;1247842;13628;15228;0;424964;4278;10735;35;647;603.0;35.0;44.0;270.0;180.0;144.0;88.0;62.0;63.0;81.0;35.0
2048;1246242;14258;15583;0;429150;4237;10776;23;663;623.0;23.0;28.0;282.0;183.0;153.0;32.0;17.0;23.0;30.0;23.0
2049;1244917;13069;15531;0;432680;4223;10938;15;635;655.0;15.0;34.0;327.0;182.0;127.0;29.0;22.0;21.0;28.0;15.0
2050;1242455;15224;15743;0;436676;4233;10945;29;628;596.0;29.0;35.0;291.0;157.0;142.0;50.0;36.0;36.0;45.0;29.0
2051;1241936;14475;15494;0;440565;4249;11133;24;656;651.0;24.0;37.0;300.0;173.0;165.0;62.0;39.0;49.0;60.0;24.0
2052;1240917;13458;15237;0;444066;4220;11033;15;644;648.0;15.0;35.0;296.0;189.0;143.0;42.0;27.0;29.0;38.0;15.0
2053;1239138;13654;15061;0;447095;4190;11327;29;698;627.0;29.0;41.0;290.0;176.0;149.0;49.0;33.0;36.0;46.0;29.0
2054;1237731;13963;14945;0;448862;4211;11173;20;623;695.0;20.0;41.0;309.0;204.0;161.0;48.0;31.0;36.0;45.0;20.0
2055;1236749;13031;14749;0;450032;4194;11434;26;667;695.0;26.0;38.0;296.0;203.0;184.0;53.0;37.0;38.0;50.0;26.0
2056;1235031;14609;14337;0;450628;4149;11261;22;632;691.0;22.0;40.0;304.0;184.0;185.0;47.0;35.0;35.0;45.0;22.0
2057;1235303;14109;14182;0;450730;4103;11459;29;664;638.0;29.0;34.0;286.0;190.0;157.0;30.0;27.0;28.0;28.0;29.0
2058;1235230;14311;14021;0;452183;4151;11272;23;679;668.0;23.0;36.0;305.0;190.0;160.0;23.0;15.0;23.0;23.0;23.0
2059;1235520;12895;14133;0;453551;4136;11591;20;704;726.0;20.0;36.0;326.0;208.0;176.0;68.0;51.0;52.0;61.0;20.0
2060;1234282;12981;14406;0;454328;4023;11384;28;670;681.0;28.0;34.0;306.0;208.0;161.0;58.0;37.0;42.0;54.0;28.0
2061;1232857;13545;14506;0;455147;4041;11669;23;695;680.0;23.0;37.0;314.0;212.0;140.0;38.0;28.0;29.0;34.0;23.0
2062;1231896;14251;15168;0;454378;4022;11438;18;697;718.0;18.0;44.0;329.0;193.0;170.0;48.0;34.0;35.0;44.0;18.0
2063;1230979;14527;15089;0;452792;3956;11639;25;727;700.0;25.0;46.0;334.0;190.0;155.0;80.0;59.0;62.0;73.0;25.0
2064;1230417;13571;15556;0;450422;3916;11341;29;660;676.0;29.0;42.0;316.0;198.0;149.0;60.0;41.0;44.0;54.0;29.0
2065;1228432;14467;15694;0;446730;3916;11450;29;697;696.0;29.0;33.0;335.0;188.0;169.0;37.0;24.0;32.0;37.0;29.0
2066;1227205;15332;16361;0;442912;3858;11161;18;651;682.0;18.0;35.0;314.0;201.0;150.0;56.0;43.0;46.0;50.0;18.0
2067;1226176;12731;16480;0;440407;3880;11297;27;669;697.0;27.0;44.0;330.0;201.0;149.0;46.0;30.0;30.0;42.0;27.0
2068;1222427;13345;16386;0;438443;3848;10972;26;667;684.0;26.0;44.0;312.0;186.0;168.0;83.0;65.0;59.0;74.0;26.0
2069;1219386;12523;16500;0;434662;3860;11181;31;626;721.0;31.0;40.0;355.0;202.0;155.0;96.0;70.0;73.0;87.0;31.0
2070;1215409;14144;16705;0;429996;3769;10845;17;604;664.0;17.0;32.0;299.0;209.0;141.0;38.0;21.0;26.0;32.0;17.0
2071;1212848;14774;17027;0;426144;3758;10953;15;679;697.0;15.0;53.0;324.0;176.0;159.0;36.0;25.0;27.0;34.0;15.0
2072;1210595;13637;17000;0;420712;3695;10648;18;595;719.0;18.0;30.0;336.0;220.0;151.0;8.0;2.0;6.0;7.0;18.0
2073;1207232;13336;17269;0;415866;3578;10682;17;638;709.0;17.0;38.0;338.0;189.0;161.0;64.0;47.0;46.0;60.0;17.0
2074;1203299;13800;17499;0;411462;3508;10478;24;619;675.0;24.0;44.0;331.0;171.0;153.0;42.0;27.0;32.0;41.0;24.0
2075;1199600;13935;17628;0;407449;3442;10425;23;622;687.0;23.0;34.0;307.0;201.0;168.0;24.0;21.0;24.0;24.0;23.0
2076;1195907;13355;17314;0;404009;3402;10281;13;630;621.0;13.0;30.0;310.0;156.0;138.0;27.0;16.0;21.0;27.0;13.0
