Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14003;823;0;309296;5137;23738;78;1388;433.0;78.0;56.0;200.0;144.0;111.0;184.0;137.0;141.0;175.0;78.0
2024;1136012;14868;1259;0;315832;4626;23833;103;1454;422.0;103.0;70.0;200.0;141.0;114.0;341.0;249.0;254.0;317.0;103.0
2025;1149621;13543;1994;0;321258;4586;24721;50;1396;427.0;50.0;39.0;209.0;124.0;105.0;118.0;85.0;92.0;113.0;50.0
2026;1161170;13685;3037;0;326569;4623;24630;52;1456;451.0;52.0;38.0;202.0;140.0;123.0;123.0;88.0;91.0;117.0;52.0
2027;1171818;13159;3885;0;331595;4607;25530;74;1530;412.0;74.0;47.0;201.0;125.0;113.0;152.0;108.0;111.0;136.0;74.0
2028;1181092;13247;5020;0;336514;4672;25413;51;1517;474.0;51.0;38.0;237.0;141.0;109.0;82.0;56.0;61.0;79.0;51.0
2029;1189319;13627;5925;0;341996;4681;26139;70;1510;462.0;70.0;54.0;232.0;136.0;110.0;103.0;65.0;77.0;91.0;70.0
2030;1197021;14141;6362;0;347660;4690;26231;65;1526;496.0;65.0;57.0;245.0;150.0;109.0;224.0;159.0;166.0;209.0;65.0
2031;1204800;14425;6903;0;353202;4650;27023;64;1581;541.0;64.0;48.0;259.0;163.0;135.0;149.0;109.0;114.0;142.0;64.0
2032;1212322;14614;7300;0;357139;4593;26960;56;1590;542.0;56.0;48.0;246.0;163.0;141.0;140.0;93.0;99.0;128.0;56.0
2033;1219636;14041;7879;0;360454;4530;27583;57;1660;509.0;57.0;48.0;256.0;136.0;126.0;123.0;83.0;92.0;115.0;57.0
2034;1225798;14363;8433;0;363597;4508;27529;64;1606;541.0;64.0;50.0;238.0;181.0;136.0;139.0;93.0;107.0;130.0;64.0
2035;1231728;14437;9239;0;366764;4465;28041;65;1657;513.0;65.0;38.0;273.0;153.0;114.0;111.0;72.0;81.0;101.0;65.0
2036;1236926;12516;9985;0;370306;4450;27927;66;1597;529.0;66.0;61.0;239.0;165.0;130.0;167.0;121.0;123.0;159.0;66.0
