Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13554;817;0;309298;5142;31438;116;1826;433.0;116.0;72.0;210.0;154.0;113.0;327.0;244.0;248.0;304.0;116.0
2024;1135569;13778;1270;0;315832;4593;31909;143;1948;421.0;143.0;91.0;205.0;155.0;113.0;472.0;347.0;350.0;438.0;143.0
2025;1148077;14666;2018;0;321258;4519;32802;71;1906;407.0;71.0;54.0;204.0;123.0;97.0;193.0;136.0;153.0;185.0;71.0
2026;1160725;14003;2993;0;326568;4522;32951;68;1895;432.0;68.0;52.0;200.0;139.0;109.0;194.0;132.0;145.0;182.0;68.0
2027;1171735;14526;3900;0;331592;4537;33908;91;1969;395.0;91.0;55.0;199.0;125.0;107.0;178.0;123.0;120.0;155.0;91.0
2028;1182361;14513;5117;0;336506;4607;33920;74;2050;458.0;74.0;48.0;230.0;143.0;111.0;164.0;118.0;126.0;155.0;74.0
2029;1191757;15024;5971;0;341991;4604;34804;84;2004;452.0;84.0;61.0;235.0;131.0;109.0;198.0;147.0;156.0;186.0;84.0
2030;1200810;13510;6537;0;347636;4613;34993;84;2084;482.0;84.0;58.0;245.0;156.0;107.0;174.0;116.0;120.0;159.0;84.0
2031;1207783;14428;6866;0;353192;4564;35969;82;2104;514.0;82.0;55.0;245.0;170.0;126.0;184.0;134.0;138.0;173.0;82.0
2032;1215345;15308;7174;0;357135;4516;35986;79;2108;522.0;79.0;60.0;245.0;159.0;137.0;262.0;189.0;197.0;240.0;79.0
2033;1223479;12599;7903;0;360457;4441;36749;69;2204;498.0;69.0;55.0;253.0;138.0;121.0;183.0;125.0;132.0;167.0;69.0
2034;1228175;13056;8299;0;363611;4394;36709;71;2179;517.0;71.0;50.0;231.0;178.0;129.0;133.0;88.0;102.0;123.0;71.0
2035;1232932;13984;9217;0;366752;4406;37360;79;2220;494.0;79.0;44.0;266.0;148.0;115.0;122.0;74.0;91.0;113.0;79.0
2036;1237699;13550;9937;0;370309;4386;37335;80;2150;518.0;80.0;75.0;234.0;164.0;125.0;200.0;133.0;150.0;190.0;80.0
2037;1241312;13820;10916;0;374447;4339;38020;77;2278;516.0;77.0;67.0;255.0;151.0;120.0;183.0;125.0;135.0;171.0;77.0
2038;1244216;14779;11643;0;379091;4307;38171;101;2200;523.0;101.0;65.0;261.0;168.0;130.0;216.0;153.0;164.0;200.0;101.0
2039;1247352;13196;11969;0;384367;4269;39098;87;2260;534.0;87.0;62.0;262.0;175.0;122.0;180.0;117.0;123.0;163.0;87.0
2040;1248579;14676;12646;0;389600;4276;39219;90;2272;534.0;90.0;52.0;273.0;165.0;134.0;177.0;125.0;130.0;165.0;90.0
2041;1250609;13691;13129;0;394981;4248;40028;85;2370;541.0;85.0;60.0;287.0;150.0;129.0;237.0;175.0;175.0;216.0;85.0
2042;1251171;14221;13208;0;400123;4209;40366;75;2324;508.0;75.0;61.0;245.0;146.0;131.0;183.0;132.0;143.0;170.0;75.0
2043;1252184;13374;13170;0;405606;4235;40995;93;2421;550.0;93.0;59.0;283.0;181.0;120.0;185.0;127.0;134.0;167.0;93.0
2044;1252388;13702;13817;0;410910;4193;41485;83;2418;579.0;83.0;67.0;280.0;176.0;139.0;139.0;89.0;98.0;129.0;83.0
2045;1252273;14354;14300;0;416203;4115;42059;79;2516;578.0;79.0;71.0;268.0;177.0;141.0;203.0;144.0;152.0;184.0;79.0
2046;1252327;14164;14772;0;421177;4034;42518;78;2459;572.0;78.0;65.0;263.0;191.0;131.0;212.0;152.0;158.0;199.0;78.0
2047;1251719;13931;15243;0;425242;4025;43014;107;2461;541.0;107.0;80.0;247.0;190.0;131.0;327.0;225.0;232.0;296.0;107.0
2048;1250407;13608;15614;0;429462;3972;43279;95;2616;562.0;95.0;58.0;273.0;183.0;143.0;145.0;96.0;104.0;134.0;95.0
2049;1248401;15227;15649;0;433075;3945;43914;96;2528;591.0;96.0;71.0;316.0;181.0;119.0;272.0;193.0;205.0;252.0;96.0
2050;1247979;14473;15662;0;437121;3930;44176;107;2608;522.0;107.0;74.0;263.0;165.0;127.0;261.0;189.0;184.0;236.0;107.0
2051;1246790;14663;15510;0;441004;3955;44705;77;2597;581.0;77.0;54.0;276.0;179.0;149.0;146.0;103.0;111.0;136.0;77.0
2052;1245943;13697;15409;0;444577;3943;44896;82;2533;566.0;82.0;60.0;264.0;192.0;132.0;189.0;139.0;148.0;178.0;82.0
2053;1244231;13061;15161;0;447443;3923;45479;88;2687;571.0;88.0;63.0;284.0;173.0;139.0;204.0;141.0;153.0;190.0;88.0
2054;1242131;12772;14615;0;449014;3950;45416;85;2579;625.0;85.0;75.0;283.0;201.0;151.0;236.0;166.0;183.0;221.0;85.0
2055;1240288;13969;14572;0;450018;3903;45848;100;2697;624.0;100.0;77.0;277.0;197.0;173.0;222.0;161.0;172.0;207.0;100.0
2056;1239685;13490;14292;0;450459;3869;45573;99;2544;616.0;99.0;76.0;287.0;195.0;157.0;265.0;187.0;200.0;248.0;99.0
2057;1238883;14300;14298;0;450304;3831;45857;106;2743;573.0;106.0;75.0;263.0;196.0;145.0;229.0;154.0;179.0;218.0;106.0
2058;1238885;14666;14114;0;451598;3837;45619;97;2700;626.0;97.0;85.0;301.0;187.0;150.0;256.0;178.0;191.0;235.0;97.0
2059;1239437;13056;14248;0;452793;3806;46222;96;2682;658.0;96.0;67.0;315.0;213.0;159.0;195.0;145.0;146.0;178.0;96.0
2060;1238245;13691;14260;0;453277;3706;45852;105;2667;591.0;105.0;65.0;285.0;205.0;141.0;217.0;142.0;155.0;201.0;105.0
2061;1237676;13742;14586;0;453962;3719;46370;106;2687;610.0;106.0;72.0;300.0;209.0;135.0;219.0;154.0;170.0;205.0;106.0
2062;1236832;14170;14680;0;452841;3686;45933;97;2741;633.0;97.0;68.0;302.0;194.0;166.0;230.0;165.0;172.0;208.0;97.0
