Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13421;778;0;309296;5145;93892;396;5519;433.0;396.0;204.0;258.0;242.0;125.0;1003.0;725.0;770.0;936.0;396.0
2024;1135475;13821;1223;0;315831;4316;95874;425;5657;377.0;425.0;230.0;227.0;219.0;126.0;1009.0;704.0;753.0;937.0;425.0
2025;1148073;14957;2044;0;321258;3987;97861;209;5755;324.0;209.0;118.0;185.0;145.0;85.0;518.0;358.0;397.0;484.0;209.0
2026;1160986;13903;2957;0;326566;3947;99028;221;5728;308.0;221.0;135.0;157.0;136.0;101.0;546.0;377.0;404.0;511.0;221.0
2027;1171932;13621;4082;0;331591;3932;101123;235;5919;283.0;235.0;128.0;161.0;139.0;90.0;515.0;341.0;371.0;469.0;235.0
2028;1181471;14290;5059;0;336507;3972;102080;240;6054;303.0;240.0;128.0;190.0;139.0;86.0;641.0;440.0;472.0;588.0;240.0
2029;1190702;13121;6016;0;341989;3972;104168;236;6128;318.0;236.0;128.0;186.0;144.0;96.0;501.0;346.0;374.0;462.0;236.0
2030;1197807;14436;6592;0;347663;3954;105349;240;6222;335.0;240.0;124.0;199.0;163.0;89.0;458.0;326.0;341.0;429.0;240.0
2031;1205651;14594;6950;0;353202;3906;107622;229;6286;361.0;229.0;122.0;203.0;164.0;101.0;490.0;342.0;367.0;461.0;229.0
2032;1213295;13730;7247;0;357150;3855;108752;254;6447;367.0;254.0;143.0;196.0;172.0;110.0;631.0;432.0;471.0;580.0;254.0
2033;1219778;14567;7624;0;360469;3758;109916;224;6498;354.0;224.0;134.0;214.0;139.0;91.0;494.0;350.0;368.0;459.0;224.0
2034;1226721;13384;8492;0;363637;3710;110821;243;6481;359.0;243.0;139.0;181.0;164.0;118.0;544.0;370.0;400.0;500.0;243.0
2035;1231613;14091;9014;0;366803;3667;111792;202;6599;323.0;202.0;95.0;195.0;147.0;88.0;380.0;243.0;272.0;347.0;202.0
2036;1236690;14188;9996;0;370372;3732;112745;252;6567;359.0;252.0;146.0;196.0;170.0;99.0;678.0;470.0;507.0;622.0;252.0
2037;1240882;14095;10838;0;374501;3667;113863;227;6821;365.0;227.0;134.0;214.0;154.0;90.0;558.0;390.0;412.0;517.0;227.0
2038;1244139;13430;11528;0;379167;3633;115284;245;6786;382.0;245.0;130.0;218.0;171.0;108.0;564.0;394.0;429.0;529.0;245.0
2039;1246041;14158;11962;0;384448;3570;116701;252;6894;381.0;252.0;136.0;203.0;193.0;101.0;495.0;334.0;349.0;451.0;252.0
2040;1248237;13971;12507;0;389658;3575;118637;265;7002;380.0;265.0;138.0;216.0;182.0;109.0;510.0;353.0;393.0;473.0;265.0
2041;1249701;13237;12962;0;395047;3540;119857;264;7039;388.0;264.0;138.0;233.0;174.0;107.0;598.0;407.0;446.0;554.0;264.0
2042;1249976;14175;13138;0;400216;3473;121986;246;7020;346.0;246.0;139.0;183.0;167.0;103.0;441.0;291.0;329.0;407.0;246.0
2043;1251013;14241;13505;0;405711;3488;123028;299;7293;380.0;299.0;149.0;231.0;205.0;94.0;638.0;456.0;491.0;602.0;299.0
2044;1251749;13552;14057;0;411077;3419;125400;277;7367;396.0;277.0;154.0;222.0;193.0;104.0;651.0;461.0;487.0;607.0;277.0
2045;1251244;13939;14096;0;416472;3321;126315;242;7383;399.0;242.0;138.0;205.0;177.0;121.0;560.0;393.0;421.0;513.0;242.0
2046;1251087;13007;14477;0;421490;3266;128724;260;7506;384.0;260.0;154.0;200.0;191.0;99.0;742.0;527.0;552.0;688.0;260.0
2047;1249617;15432;15246;0;425515;3244;129264;287;7418;352.0;287.0;144.0;206.0;193.0;96.0;723.0;512.0;532.0;662.0;287.0
2048;1249803;14068;15203;0;429669;3240;131233;255;7713;380.0;255.0;124.0;210.0;191.0;110.0;406.0;270.0;308.0;383.0;255.0
2049;1248668;13802;15571;0;433232;3188;131933;275;7491;405.0;275.0;148.0;238.0;204.0;90.0;622.0;431.0;468.0;569.0;275.0
2050;1246899;12588;15667;0;437238;3192;133260;289;7766;369.0;289.0;149.0;216.0;188.0;105.0;624.0;442.0;457.0;570.0;289.0
2051;1243820;14278;15646;0;441104;3182;134243;269;7823;407.0;269.0;137.0;232.0;187.0;120.0;666.0;460.0;502.0;619.0;269.0
2052;1242452;14018;15309;0;444579;3176;135509;285;7708;405.0;285.0;161.0;215.0;199.0;115.0;625.0;435.0;475.0;586.0;285.0
2053;1241161;15598;15165;0;447484;3104;136396;248;7896;394.0;248.0;130.0;228.0;180.0;104.0;457.0;306.0;337.0;426.0;248.0
2054;1241594;14068;14787;0;449044;3144;137139;279;7971;432.0;279.0;172.0;227.0;199.0;113.0;740.0;517.0;566.0;692.0;279.0
2055;1240875;13717;14417;0;450073;3097;137380;281;8042;446.0;281.0;148.0;225.0;206.0;148.0;617.0;429.0;463.0;575.0;281.0
2056;1240175;14305;14443;0;450743;3065;137703;287;7973;421.0;287.0;173.0;214.0;194.0;127.0;684.0;470.0;495.0;627.0;287.0
2057;1240037;14971;14468;0;450553;3016;137738;294;8108;397.0;294.0;173.0;210.0;186.0;122.0;657.0;442.0;501.0;612.0;294.0
2058;1240540;14714;13944;0;451923;3042;137559;323;8171;422.0;323.0;191.0;242.0;195.0;117.0;819.0;576.0;609.0;751.0;323.0
2059;1241310;14404;14124;0;453303;2946;138789;271;8083;452.0;271.0;157.0;242.0;200.0;124.0;554.0;386.0;410.0;518.0;271.0
2060;1241590;14297;14358;0;453943;2886;138300;297;8006;399.0;297.0;156.0;226.0;195.0;119.0;547.0;364.0;415.0;518.0;297.0
2061;1241529;14270;14612;0;454494;2886;139060;339;8089;423.0;339.0;186.0;256.0;207.0;113.0;803.0;566.0;601.0;741.0;339.0
2062;1241187;12935;15004;0;453610;2829;138557;298;8195;435.0;298.0;162.0;253.0;182.0;136.0;634.0;437.0;475.0;579.0;298.0
2063;1239118;13073;15186;0;451877;2770;138423;302;8089;427.0;302.0;166.0;242.0;199.0;122.0;695.0;475.0;498.0;636.0;302.0
2064;1237005;14561;15609;0;449371;2714;137400;283;8145;432.0;283.0;145.0;250.0;203.0;117.0;603.0;417.0;446.0;554.0;283.0
2065;1235957;14754;15913;0;445784;2707;136955;287;8087;377.0;287.0;154.0;239.0;170.0;101.0;550.0;369.0;408.0;508.0;287.0
2066;1234798;13641;16226;0;441732;2718;135237;285;8035;403.0;285.0;161.0;226.0;195.0;106.0;687.0;479.0;523.0;646.0;285.0
2067;1232213;14121;16374;0;439136;2754;134657;254;7861;423.0;254.0;146.0;228.0;194.0;109.0;450.0;282.0;343.0;426.0;254.0
2068;1229960;13634;16354;0;437023;2764;133704;283;7926;409.0;283.0;168.0;228.0;186.0;110.0;645.0;445.0;474.0;596.0;283.0
2069;1227240;13651;16623;0;433045;2788;133276;284;8009;439.0;284.0;145.0;249.0;214.0;115.0;629.0;443.0;471.0;588.0;284.0
2070;1224268;14211;16825;0;428198;2735;131207;252;7683;432.0;252.0;140.0;214.0;205.0;125.0;510.0;348.0;379.0;470.0;252.0
2071;1221654;14535;16999;0;424343;2739;130308;277;7614;471.0;277.0;149.0;256.0;220.0;123.0;523.0;367.0;395.0;493.0;277.0
2072;1219190;13806;17058;0;418774;2645;128978;268;7575;450.0;268.0;151.0;246.0;204.0;117.0;643.0;470.0;487.0;596.0;268.0
2073;1215938;14006;17319;0;413855;2536;126874;269;7467;456.0;269.0;138.0;266.0;196.0;125.0;524.0;376.0;400.0;492.0;269.0
2074;1212625;14377;17330;0;409556;2464;125932;251;7389;447.0;251.0;146.0;259.0;185.0;108.0;566.0;396.0;416.0;526.0;251.0
2075;1209672;13892;17472;0;406372;2402;124294;254;7346;436.0;254.0;147.0;231.0;199.0;113.0;531.0;375.0;393.0;493.0;254.0
2076;1206092;13817;17573;0;402907;2390;124052;243;7272;378.0;243.0;133.0;219.0;169.0;100.0;555.0;382.0;419.0;515.0;243.0
2077;1202336;14978;17721;0;399798;2468;122210;274;7140;385.0;274.0;148.0;222.0;182.0;107.0;450.0;280.0;334.0;421.0;274.0
2078;1199593;14219;17621;0;397966;2481;122345;274;7222;400.0;274.0;140.0;233.0;194.0;107.0;588.0;411.0;429.0;542.0;274.0
2079;1196191;13350;17517;0;395763;2467;120990;251;7053;412.0;251.0;125.0;249.0;189.0;100.0;548.0;387.0;404.0;503.0;251.0
2080;1192024;14128;17784;0;394500;2453;120988;227;7175;406.0;227.0;128.0;232.0;159.0;114.0;464.0;305.0;326.0;422.0;227.0
2081;1188368;13874;17542;0;393557;2470;120114;243;7061;456.0;243.0;141.0;244.0;217.0;97.0;532.0;355.0;393.0;492.0;243.0
2082;1184700;14569;17242;0;391158;2423;120508;257;7126;400.0;257.0;155.0;217.0;169.0;116.0;590.0;406.0;432.0;541.0;257.0
2083;1182027;13724;17285;0;389653;2409;118693;266;7050;420.0;266.0;148.0;266.0;177.0;95.0;586.0;403.0;442.0;543.0;266.0
2084;1178466;13460;16809;0;385551;2381;119566;239;7002;390.0;239.0;135.0;234.0;171.0;89.0;594.0;425.0;451.0;555.0;239.0
2085;1175117;14067;16771;0;382759;2420;116198;236;6841;433.0;236.0;130.0;242.0;183.0;114.0;528.0;347.0;394.0;494.0;236.0
2086;1172413;13451;16598;0;379913;2388;117869;226;6947;399.0;226.0;128.0;231.0;158.0;108.0;500.0;355.0;381.0;469.0;226.0
2087;1169266;14178;16337;0;376771;2341;114411;266;6749;398.0;266.0;155.0;224.0;184.0;101.0;597.0;385.0;449.0;557.0;266.0
2088;1167107;13815;16049;0;374193;2286;115831;236;6741;399.0;236.0;130.0;216.0;196.0;93.0;406.0;252.0;295.0;371.0;236.0
2089;1164873;13714;15927;0;371507;2279;112948;207;6607;405.0;207.0;117.0;214.0;174.0;107.0;386.0;263.0;287.0;357.0;207.0
2090;1162660;13286;15813;0;368410;2275;114168;242;6582;409.0;242.0;139.0;221.0;183.0;108.0;680.0;481.0;514.0;628.0;242.0
2091;1160133;13775;15699;0;366548;2258;111152;221;6476;356.0;221.0;134.0;178.0;169.0;96.0;609.0;437.0;462.0;560.0;221.0
2092;1158209;13510;15612;0;365761;2324;112983;224;6633;424.0;224.0;124.0;223.0;182.0;119.0;435.0;297.0;322.0;404.0;224.0
2093;1156107;12813;15360;0;363693;2284;110633;226;6470;375.0;226.0;113.0;190.0;177.0;121.0;400.0;270.0;292.0;371.0;226.0
2094;1153560;13471;15466;0;360668;2343;111619;206;6438;372.0;206.0;112.0;210.0;163.0;93.0;425.0;295.0;319.0;388.0;206.0
2095;1151565;14910;15372;0;358751;2359;108775;243;6436;389.0;243.0;137.0;220.0;179.0;96.0;505.0;338.0;372.0;470.0;243.0
2096;1151103;14282;15516;0;358368;2339;110522;214;6467;411.0;214.0;122.0;240.0;169.0;94.0;446.0;310.0;335.0;413.0;214.0
2097;1149869;14188;15178;0;358002;2337;108669;224;6261;408.0;224.0;129.0;227.0;183.0;93.0;460.0;314.0;354.0;429.0;224.0
2098;1148879;14095;15040;0;359185;2313;110160;221;6486;388.0;221.0;121.0;213.0;169.0;106.0;591.0;420.0;445.0;541.0;221.0
2099;1147934;13097;15144;0;359520;2277;109331;226;6460;419.0;226.0;120.0;212.0;203.0;110.0;465.0;330.0;352.0;427.0;226.0
2100;1145887;14199;14820;0;359614;2193;110430;218;6329;378.0;218.0;120.0;195.0;169.0;112.0;425.0;283.0;316.0;392.0;218.0
2101;1145266;14635;14913;0;359018;2224;109390;227;6354;419.0;227.0;133.0;230.0;192.0;91.0;527.0;364.0;384.0;489.0;227.0
2102;1144988;14865;14548;0;359527;2237;110034;224;6329;376.0;224.0;130.0;204.0;167.0;99.0;512.0;364.0;379.0;478.0;224.0
2103;1145305;14752;14390;0;360596;2249;109767;226;6422;378.0;226.0;129.0;200.0;178.0;97.0;460.0;310.0;348.0;432.0;226.0
2104;1145667;14069;14207;0;360126;2264;110567;207;6448;342.0;207.0;106.0;199.0;163.0;81.0;441.0;303.0;317.0;408.0;207.0
