Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14252;809;0;309297;5159;125347;523;7426;433.0;523.0;270.0;275.0;283.0;128.0;1359.0;985.0;1052.0;1275.0;523.0
2024;1136275;14939;1203;0;315832;4203;128042;551;7561;341.0;551.0;303.0;232.0;239.0;118.0;1383.0;960.0;1027.0;1284.0;551.0
2025;1150011;14840;2069;0;321258;3773;130532;318;7655;271.0;318.0;176.0;176.0;149.0;88.0;733.0;508.0;557.0;683.0;318.0
2026;1162782;13327;3018;0;326565;3668;132359;295;7717;258.0;295.0;154.0;158.0;149.0;92.0;639.0;438.0;476.0;588.0;295.0
2027;1173091;14764;3902;0;331591;3642;134784;303;7811;229.0;303.0;156.0;151.0;145.0;80.0;645.0;427.0;461.0;590.0;303.0
2028;1183953;13481;5031;0;336512;3656;136406;309;8072;245.0;309.0;160.0;165.0;142.0;87.0;735.0;500.0;544.0;683.0;309.0
2029;1192403;14672;5976;0;341991;3647;138762;304;8164;231.0;304.0;158.0;152.0;145.0;80.0;679.0;465.0;511.0;625.0;304.0
2030;1201099;13710;6549;0;347652;3639;140891;332;8194;261.0;332.0;165.0;168.0;176.0;84.0;728.0;499.0;543.0;676.0;332.0
2031;1208260;15042;6906;0;353205;3590;143367;319;8349;287.0;319.0;173.0;177.0;169.0;87.0;748.0;522.0;543.0;695.0;319.0
2032;1216396;14117;7298;0;357165;3525;145389;322;8610;291.0;322.0;170.0;179.0;173.0;91.0;801.0;556.0;593.0;732.0;322.0
2033;1223215;13755;7825;0;360502;3439;146577;296;8611;263.0;296.0;152.0;182.0;140.0;85.0;599.0;412.0;457.0;562.0;296.0
2034;1229145;14894;8425;0;363666;3414;148033;307;8697;285.0;307.0;163.0;170.0;160.0;99.0;786.0;542.0;586.0;725.0;307.0
2035;1235614;13865;9151;0;366832;3375;149134;292;8810;256.0;292.0;133.0;177.0;153.0;85.0;516.0;336.0;366.0;472.0;292.0
2036;1240328;14269;9984;0;370390;3409;150611;327;8773;295.0;327.0;175.0;178.0;179.0;90.0;742.0;510.0;546.0;681.0;327.0
2037;1244613;12408;10743;0;374548;3340;151956;299;9089;292.0;299.0;165.0;183.0;172.0;71.0;712.0;493.0;527.0;653.0;299.0
2038;1246278;14758;11499;0;379189;3308;153875;357;9054;295.0;357.0;186.0;199.0;177.0;90.0;802.0;547.0;610.0;750.0;357.0
2039;1249537;14584;12115;0;384461;3259;155817;331;9176;310.0;331.0;176.0;180.0;187.0;98.0;699.0;475.0;509.0;640.0;331.0
2040;1252006;13526;12443;0;389669;3214;158192;337;9360;314.0;337.0;148.0;201.0;196.0;106.0;520.0;348.0;404.0;486.0;337.0
2041;1253089;14159;12659;0;395071;3180;160002;353;9459;292.0;353.0;181.0;196.0;184.0;84.0;845.0;585.0;635.0;784.0;353.0
2042;1254589;14055;13212;0;400267;3131;162714;334;9361;276.0;334.0;187.0;174.0;160.0;89.0;814.0;575.0;600.0;745.0;334.0
