Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;93892;5914;202;258;244;124;1545;2914;2822;5631;828;12912;15953;551.0;2490.0;984.0;711.0;756.0;919.0;395.0
2024;95876;6078;232;226;216;125;1774;2552;2499;5677;799;12502;15623;562.0;2559.0;1007.0;700.0;748.0;933.0;422.0
2025;97857;5971;121;187;146;86;925;2112;1689;3906;540;8632;11720;574.0;2514.0;529.0;362.0;407.0;495.0;216.0
2026;99026;5955;134;158;140;101;1025;1784;1619;4587;533;9015;12103;581.0;2507.0;536.0;370.0;394.0;501.0;226.0
2027;101125;6146;129;160;135;90;986;1807;1562;4087;514;8442;11622;593.0;2587.0;546.0;369.0;391.0;495.0;231.0
2028;102087;6292;123;190;143;87;941;2146;1654;3951;543;8692;11940;599.0;2649.0;607.0;415.0;448.0;559.0;238.0
2029;104176;6363;127;183;147;95;971;2067;1700;4314;552;9052;12342;611.0;2679.0;509.0;349.0;378.0;470.0;232.0
2030;105347;6471;136;195;160;89;1040;2202;1851;4042;580;9135;12477;618.0;2724.0;537.0;380.0;399.0;499.0;248.0
2031;107625;6521;124;202;167;102;948;2281;1932;4632;595;9793;13169;631.0;2745.0;462.0;325.0;343.0;433.0;236.0
2032;108760;6687;136;196;171;106;1040;2213;1978;4814;609;10045;13498;638.0;2815.0;623.0;436.0;468.0;573.0;241.0
2033;109924;6714;130;212;137;88;994;2394;1585;3996;567;8969;12441;645.0;2827.0;511.0;361.0;383.0;476.0;217.0
2034;110828;6715;134;178;167;114;1025;2010;1932;5177;593;10144;13621;650.0;2827.0;517.0;352.0;381.0;474.0;236.0
2035;111791;6812;99;200;142;90;757;2259;1643;4087;531;8746;12270;656.0;2868.0;385.0;248.0;277.0;352.0;211.0
2036;112740;6823;148;200;169;104;1132;2259;1955;4723;621;10069;13603;661.0;2873.0;696.0;485.0;517.0;641.0;261.0
2037;113861;7050;133;212;156;91;1017;2394;1805;4133;592;9349;12985;668.0;2968.0;532.0;372.0;391.0;493.0;227.0
2038;115291;7027;132;221;168;107;1009;2496;1943;4859;628;10307;13941;676.0;2958.0;598.0;411.0;450.0;557.0;242.0
2039;116702;7147;143;200;193;100;1094;2259;2233;4541;636;10127;13820;684.0;3009.0;508.0;335.0;362.0;465.0;256.0
2040;118662;7257;127;218;183;110;971;2462;2117;4996;638;10546;14297;696.0;3055.0;478.0;330.0;366.0;446.0;255.0
2041;119865;7308;136;231;178;105;1040;2609;2059;4768;650;10476;14256;703.0;3077.0;590.0;403.0;439.0;544.0;263.0
2042;121994;7274;147;188;170;100;1124;2123;1966;4541;605;9754;13531;715.0;3062.0;515.0;357.0;391.0;479.0;254.0
