Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;62706;3946;119;231;192;117;910;2609;2221;5313;659;11053;13082;368.0;1661.0;524.0;378.0;405.0;489.0;226.0
2024;63644;4058;153;210;178;124;1170;2372;2059;5631;665;11232;13313;373.0;1708.0;666.0;470.0;500.0;620.0;266.0
2025;65354;3957;99;199;134;96;757;2247;1550;4360;528;8914;10963;383.0;1666.0;409.0;280.0;308.0;381.0;151.0
2026;65784;3946;89;174;145;111;681;1965;1677;5041;519;9364;11411;386.0;1661.0;343.0;238.0;252.0;321.0;144.0
2027;67510;4089;101;184;129;103;772;2078;1492;4678;517;9020;11137;396.0;1721.0;385.0;265.0;277.0;349.0;171.0
2028;67891;4224;96;202;138;93;734;2281;1596;4224;529;8835;11011;398.0;1778.0;456.0;313.0;336.0;422.0;151.0
2029;69517;4168;94;206;132;106;719;2326;1527;4814;538;9386;11549;408.0;1755.0;332.0;222.0;250.0;312.0;150.0
2030;69995;4368;102;219;163;99;780;2473;1885;4496;583;9634;11884;411.0;1839.0;335.0;232.0;249.0;313.0;173.0
2031;71833;4344;94;228;161;113;719;2575;1862;5132;596;10288;12538;421.0;1829.0;359.0;259.0;267.0;335.0;146.0
2032;72175;4398;107;216;163;127;818;2439;1885;5768;613;10910;13185;423.0;1852.0;452.0;313.0;336.0;417.0;171.0
2033;73382;4525;89;235;142;113;681;2654;1643;5132;579;10110;12445;430.0;1905.0;334.0;236.0;252.0;310.0;152.0
2034;73628;4461;101;205;176;123;772;2315;2036;5586;605;10709;13019;432.0;1878.0;418.0;292.0;311.0;385.0;158.0
2035;74610;4525;76;220;149;103;581;2485;1724;4678;548;9468;11811;438.0;1905.0;258.0;172.0;196.0;239.0;150.0
2036;75026;4526;109;228;157;107;834;2575;1816;4859;601;10084;12429;440.0;1905.0;460.0;317.0;342.0;422.0;165.0
2037;75913;4675;103;226;153;105;788;2552;1770;4768;587;9878;12291;445.0;1968.0;314.0;198.0;223.0;290.0;150.0
2038;76747;4698;86;236;167;121;658;2665;1932;5495;610;10750;13178;450.0;1978.0;301.0;203.0;243.0;287.0;161.0
2039;77971;4762;89;236;193;106;681;2665;2233;4814;624;10393;12855;457.0;2005.0;335.0;236.0;243.0;304.0;165.0
2040;79031;4809;96;250;190;121;734;2823;2198;5495;657;11250;13739;464.0;2025.0;357.0;249.0;268.0;332.0;194.0
2041;80047;4872;101;263;169;125;772;2970;1955;5677;658;11374;13894;469.0;2051.0;408.0;286.0;298.0;378.0;189.0
2042;81337;4823;99;213;156;111;757;2405;1805;5041;579;10008;12516;477.0;2031.0;352.0;247.0;265.0;325.0;155.0
