Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125351;7941;265;276;279;129;2027;3117;3227;5858;949;14229;18307;735.0;3343.0;1345.0;974.0;1041.0;1262.0;516.0
2024;128040;8131;307;234;246;119;2348;2643;2846;5404;906;13241;17415;751.0;3423.0;1420.0;993.0;1062.0;1319.0;565.0
2025;130528;7983;183;175;151;87;1399;1976;1747;3951;596;9073;13200;766.0;3361.0;772.0;538.0;585.0;719.0;330.0
2026;132363;7999;159;153;143;90;1216;1728;1654;4087;545;8685;12829;776.0;3368.0;641.0;433.0;466.0;589.0;287.0
2027;134786;8120;152;148;146;81;1162;1671;1689;3679;527;8201;12411;791.0;3419.0;622.0;407.0;446.0;566.0;303.0
2028;136397;8394;165;162;147;89;1262;1830;1700;4042;563;8834;13168;800.0;3534.0;772.0;521.0;566.0;715.0;322.0
2029;138752;8471;162;153;146;72;1239;1728;1689;3270;533;7926;12306;814.0;3566.0;686.0;480.0;518.0;641.0;310.0
2030;140892;8533;174;169;176;84;1331;1909;2036;3815;603;9091;13509;826.0;3592.0;748.0;511.0;557.0;696.0;339.0
2031;143365;8658;169;172;165;90;1292;1942;1909;4087;596;9230;13716;841.0;3645.0;711.0;494.0;515.0;653.0;311.0
2032;145381;8938;166;184;171;89;1269;2078;1978;4042;610;9367;13983;853.0;3763.0;793.0;554.0;589.0;726.0;325.0
2033;146577;8912;156;187;138;83;1193;2112;1596;3769;564;8670;13282;860.0;3752.0;626.0;431.0;474.0;586.0;299.0
2034;148029;9020;167;167;164;100;1277;1886;1897;4541;598;9601;14266;868.0;3797.0;812.0;567.0;607.0;750.0;317.0
2035;149130;9128;148;172;161;88;1132;1942;1862;3996;569;8932;13650;875.0;3843.0;554.0;360.0;399.0;509.0;315.0
2036;150606;9094;169;176;180;91;1292;1988;2082;4133;616;9495;14207;883.0;3829.0;725.0;499.0;539.0;669.0;321.0
2037;151945;9377;154;180;168;69;1178;2033;1943;3134;571;8288;13127;891.0;3948.0;638.0;436.0;468.0;584.0;290.0
2038;153862;9386;182;191;170;90;1392;2157;1966;4087;633;9602;14456;902.0;3952.0;795.0;535.0;605.0;744.0;338.0
2039;155798;9529;187;182;193;89;1430;2055;2233;4042;651;9760;14686;914.0;4012.0;840.0;586.0;628.0;774.0;347.0
2040;158204;9709;143;207;194;107;1094;2338;2244;4859;651;10535;15551;928.0;4088.0;548.0;382.0;414.0;503.0;344.0
2041;160020;9808;176;189;183;83;1346;2134;2117;3769;631;9366;14434;939.0;4129.0;799.0;559.0;597.0;739.0;345.0
2042;162714;9706;191;172;162;82;1461;1942;1874;3724;607;9001;14041;954.0;4086.0;802.0;561.0;600.0;742.0;338.0
