Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;230694;14385;477;325;369;160;3648;3670;4268;7266;1331;18852;26261;1353.0;6056.0;2348.0;1642.0;1757.0;2162.0;898.0
2024;236433;14673;432;276;349;145;3304;3117;4037;6585;1202;17043;24607;1387.0;6177.0;2337.0;1653.0;1783.0;2176.0;889.0
2025;242258;14665;256;140;164;84;1958;1581;1897;3815;644;9251;16846;1421.0;6174.0;1143.0;766.0;856.0;1059.0;460.0
2026;247633;14802;223;137;165;85;1705;1547;1909;3860;610;9021;16705;1452.0;6232.0;1102.0;782.0;840.0;1023.0;449.0
2027;253294;15151;208;133;152;61;1591;1502;1758;2770;554;7621;15486;1486.0;6379.0;1171.0;827.0;865.0;1079.0;405.0
2028;257868;15492;211;143;163;81;1614;1615;1885;3679;598;8793;16827;1512.0;6522.0;992.0;681.0;745.0;910.0;449.0
2029;263453;15838;209;130;157;64;1598;1468;1816;2907;560;7789;16002;1545.0;6668.0;922.0;633.0;680.0;851.0;429.0
2030;267543;16054;226;132;174;57;1728;1491;2013;2589;589;7821;16149;1569.0;6759.0;1120.0;764.0;827.0;1036.0;435.0
2031;272512;16351;197;144;173;74;1507;1626;2001;3361;588;8495;16977;1598.0;6884.0;840.0;564.0;620.0;763.0;423.0
2032;276580;16628;217;136;183;71;1659;1536;2117;3224;607;8536;17158;1622.0;7000.0;914.0;628.0;684.0;845.0;429.0
2033;280617;16735;231;128;166;74;1767;1446;1920;3361;599;8494;17186;1646.0;7046.0;1021.0;671.0;737.0;936.0;442.0
2034;283964;17078;201;138;173;66;1537;1558;2001;2997;578;8093;16948;1665.0;7190.0;978.0;682.0;732.0;906.0;425.0
2035;286971;17214;232;154;164;81;1774;1739;1897;3679;631;9089;18019;1683.0;7247.0;1250.0;904.0;950.0;1154.0;472.0
2036;289701;17384;205;134;178;66;1568;1513;2059;2997;583;8137;17155;1699.0;7319.0;955.0;661.0;693.0;878.0;421.0
