Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14299;795;0;309296;5144;31440;114;1826;433.0;114.0;70.0;210.0;154.0;113.0;322.0;241.0;244.0;299.0;114.0
2024;1136336;13908;1212;0;315832;4598;31909;143;1948;421.0;143.0;91.0;205.0;154.0;114.0;459.0;337.0;341.0;426.0;143.0
2025;1149032;14641;2092;0;321258;4510;32801;73;1906;408.0;73.0;57.0;203.0;124.0;97.0;201.0;141.0;159.0;193.0;73.0
2026;1161581;14599;2903;0;326568;4526;32950;67;1895;432.0;67.0;51.0;200.0;140.0;108.0;214.0;149.0;161.0;201.0;67.0
2027;1173277;14296;3967;0;331595;4542;33910;88;1969;395.0;88.0;54.0;199.0;123.0;107.0;182.0;126.0;123.0;159.0;88.0
2028;1183606;14811;5060;0;336516;4603;33924;75;2052;458.0;75.0;49.0;229.0;144.0;111.0;161.0;114.0;122.0;152.0;75.0
2029;1193357;14160;5958;0;341993;4602;34814;81;2008;452.0;81.0;60.0;233.0;132.0;108.0;186.0;138.0;146.0;172.0;81.0
2030;1201559;14485;6560;0;347663;4598;34996;82;2084;484.0;82.0;59.0;245.0;155.0;107.0;172.0;113.0;117.0;156.0;82.0
2031;1209484;14213;6835;0;353201;4569;35974;79;2105;515.0;79.0;53.0;244.0;170.0;127.0;186.0;136.0;138.0;175.0;79.0
2032;1216862;14126;7353;0;357141;4522;35992;75;2107;523.0;75.0;56.0;247.0;159.0;136.0;231.0;169.0;176.0;212.0;75.0
2033;1223635;13789;7723;0;360459;4425;36745;77;2204;496.0;77.0;58.0;255.0;138.0;122.0;194.0;132.0;139.0;177.0;77.0
2034;1229701;14250;8293;0;363621;4424;36706;75;2176;517.0;75.0;54.0;233.0;177.0;128.0;163.0;105.0;123.0;151.0;75.0
2035;1235658;13277;9336;0;366801;4388;37357;76;2219;494.0;76.0;41.0;267.0;149.0;113.0;121.0;75.0;92.0;113.0;76.0
2036;1239599;13555;10110;0;370321;4392;37339;83;2150;519.0;83.0;75.0;237.0;165.0;125.0;210.0;142.0;157.0;200.0;83.0
2037;1243044;14828;11011;0;374451;4329;38023;77;2277;518.0;77.0;69.0;255.0;151.0;120.0;188.0;126.0;136.0;174.0;77.0
2038;1246861;15260;11573;0;379121;4304;38172;93;2198;524.0;93.0;64.0;258.0;165.0;130.0;194.0;134.0;146.0;179.0;93.0
2039;1250548;14775;12186;0;384370;4260;39098;76;2259;536.0;76.0;55.0;259.0;172.0;126.0;143.0;94.0;97.0;129.0;76.0
2040;1253137;14207;12442;0;389606;4287;39213;97;2273;537.0;97.0;53.0;279.0;168.0;134.0;191.0;136.0;140.0;178.0;97.0
2041;1254902;14230;12665;0;394961;4270;40019;86;2366;544.0;86.0;60.0;290.0;151.0;129.0;216.0;154.0;157.0;198.0;86.0
2042;1256467;14199;13131;0;400129;4238;40379;74;2325;513.0;74.0;61.0;246.0;147.0;133.0;165.0;116.0;130.0;155.0;74.0
