Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2062;1234968;13931;14696;0;454174;2426;184828;392;10916;325.0;392.0;205.0;212.0;186.0;114.0;866.0;392.0
2063;1234203;13382;15257;0;452545;2394;184862;382;10899;341.0;382.0;197.0;214.0;205.0;107.0;808.0;382.0
2064;1232328;13608;15463;0;450130;2375;183448;390;10818;324.0;390.0;201.0;213.0;200.0;100.0;798.0;390.0
2065;1230473;13255;15830;0;446633;2353;182928;410;10756;297.0;410.0;222.0;209.0;187.0;89.0;920.0;410.0
2066;1227898;13738;16278;0;442672;2310;180585;365;10723;297.0;365.0;192.0;199.0;196.0;75.0;843.0;365.0
2067;1225358;13443;16231;0;439930;2361;179755;371;10476;335.0;371.0;196.0;205.0;207.0;98.0;719.0;371.0
2068;1222570;14568;16525;0;437762;2362;178431;393;10576;347.0;393.0;198.0;224.0;200.0;118.0;813.0;393.0
2069;1220613;14945;16668;0;433501;2332;177970;393;10705;334.0;393.0;205.0;215.0;211.0;96.0;825.0;393.0
2070;1218890;14131;16905;0;428677;2272;174966;365;10313;331.0;365.0;193.0;194.0;205.0;104.0;756.0;365.0
2071;1216116;14650;16914;0;424804;2250;174090;380;10241;327.0;380.0;201.0;200.0;204.0;102.0;792.0;380.0
2072;1213852;13531;17002;0;419429;2197;171706;385;10024;359.0;385.0;215.0;205.0;223.0;101.0;916.0;385.0
2073;1210381;14057;17061;0;415322;2099;169848;317;10009;353.0;317.0;164.0;217.0;175.0;114.0;660.0;317.0
2074;1207377;14073;17359;0;411048;2066;168370;322;9899;334.0;322.0;176.0;223.0;167.0;90.0;783.0;322.0
2075;1204091;14724;17495;0;407507;2064;166259;370;9815;334.0;370.0;184.0;195.0;232.0;93.0;707.0;370.0
2076;1201320;14037;17347;0;404335;2061;165502;329;9726;287.0;329.0;168.0;185.0;182.0;81.0;741.0;329.0
2077;1198010;13321;17732;0;402041;2141;163723;353;9617;321.0;353.0;184.0;211.0;188.0;91.0;658.0;353.0
2078;1193599;14145;17637;0;399843;2109;163754;347;9624;322.0;347.0;182.0;216.0;184.0;87.0;887.0;347.0
2079;1190107;13527;17523;0;397849;2113;161942;320;9445;321.0;320.0;154.0;217.0;185.0;85.0;577.0;320.0
2080;1186111;15007;17745;0;396035;2138;162130;336;9529;320.0;336.0;174.0;211.0;170.0;101.0;649.0;336.0
2081;1183373;14058;17497;0;393839;2101;160368;313;9425;341.0;313.0;169.0;210.0;195.0;80.0;833.0;313.0
2082;1179934;16252;17525;0;391983;2070;160376;313;9464;311.0;313.0;162.0;176.0;185.0;101.0;652.0;313.0
2083;1178661;14094;17260;0;388708;2113;158846;364;9404;336.0;364.0;196.0;240.0;176.0;88.0;727.0;364.0
2084;1175495;13883;16918;0;385397;2044;157571;325;9298;320.0;325.0;178.0;202.0;183.0;82.0;790.0;325.0
2085;1172460;13503;16608;0;381961;2080;156121;310;9145;344.0;310.0;162.0;211.0;182.0;99.0;620.0;310.0
2086;1169355;14708;16648;0;378519;2031;154934;302;9055;327.0;302.0;169.0;209.0;155.0;96.0;735.0;302.0
2087;1167415;13733;16167;0;375028;2050;153332;318;9007;320.0;318.0;182.0;191.0;178.0;87.0;741.0;318.0
2088;1164981;14035;16165;0;372279;2004;152134;316;8788;302.0;316.0;178.0;182.0;183.0;75.0;730.0;316.0
2089;1162851;14700;16127;0;368774;1996;151150;313;8783;325.0;313.0;172.0;197.0;169.0;100.0;666.0;313.0
2090;1161424;14827;15932;0;365483;1961;149295;313;8638;325.0;313.0;172.0;196.0;179.0;91.0;839.0;313.0
2091;1160319;13810;15476;0;364075;1949;148495;308;8588;304.0;308.0;151.0;181.0;186.0;94.0;695.0;308.0
2092;1158653;14054;15658;0;363576;1994;148102;304;8673;322.0;304.0;155.0;195.0;175.0;101.0;580.0;304.0
2093;1157049;14388;15711;0;361407;1969;148196;314;8670;278.0;314.0;161.0;152.0;182.0;97.0;650.0;314.0
2094;1155726;13690;15576;0;359684;1990;146342;285;8459;308.0;285.0;157.0;192.0;159.0;85.0;630.0;285.0
2095;1153840;14242;15523;0;358863;2020;146749;293;8577;307.0;293.0;162.0;174.0;190.0;74.0;597.0;293.0
2096;1152559;13948;15428;0;358752;2002;145730;292;8476;329.0;292.0;151.0;207.0;191.0;72.0;563.0;292.0
2097;1151079;13009;15140;0;357635;2022;146745;292;8565;347.0;292.0;136.0;218.0;192.0;93.0;495.0;292.0
2098;1148948;13752;15176;0;358209;1959;144706;272;8533;293.0;272.0;150.0;172.0;157.0;86.0;624.0;272.0
2099;1147524;12870;14845;0;358850;1984;147144;297;8704;355.0;297.0;171.0;179.0;184.0;118.0;639.0;297.0
2100;1145549;14598;14904;0;358568;1892;145337;282;8383;299.0;282.0;148.0;164.0;174.0;95.0;564.0;282.0
2101;1145243;14515;14911;0;358135;1929;146734;317;8574;323.0;317.0;156.0;213.0;198.0;73.0;634.0;317.0
2102;1144847;14018;14773;0;357636;1916;145098;284;8414;315.0;284.0;164.0;181.0;161.0;93.0;698.0;284.0
2103;1144092;14980;14530;0;357126;1916;146379;325;8520;293.0;325.0;180.0;180.0;180.0;78.0;745.0;325.0
2104;1144542;14445;14313;0;356791;1934;144549;292;8535;280.0;292.0;159.0;168.0;164.0;81.0;632.0;292.0
2105;1144674;12211;14001;0;357362;1942;146098;268;8570;308.0;268.0;142.0;179.0;161.0;94.0;564.0;268.0
2106;1142884;14462;14135;0;358104;1964;145070;275;8443;332.0;275.0;143.0;201.0;179.0;84.0;610.0;275.0
2107;1143211;14944;14062;0;358431;1939;146638;316;8558;294.0;316.0;161.0;203.0;145.0;101.0;710.0;316.0
2108;1144093;14516;13734;0;357692;1961;145367;323;8392;290.0;323.0;177.0;192.0;168.0;76.0;804.0;323.0
2109;1144875;14223;13775;0;357821;1931;145925;271;8491;314.0;271.0;160.0;188.0;164.0;73.0;663.0;271.0
2110;1145323;13708;13347;0;357127;1916;145386;303;8411;318.0;303.0;172.0;179.0;179.0;91.0;748.0;303.0
2111;1145684;15038;13760;0;356844;1906;145479;278;8618;298.0;278.0;127.0;213.0;154.0;82.0;606.0;278.0
2112;1146962;13911;13130;0;357290;1902;144937;303;8526;316.0;303.0;162.0;200.0;159.0;98.0;598.0;303.0
2113;1147743;13661;13396;0;356912;1901;145801;284;8534;302.0;284.0;166.0;172.0;169.0;79.0;612.0;284.0
2114;1148008;14285;13340;0;356074;1903;144736;287;8454;280.0;287.0;146.0;171.0;163.0;87.0;548.0;287.0
2115;1148953;15219;13094;0;356064;1928;145089;320;8593;300.0;320.0;188.0;188.0;166.0;78.0;742.0;320.0
2116;1151078;14103;13431;0;355805;1927;144726;312;8485;282.0;312.0;154.0;189.0;183.0;68.0;721.0;312.0
2117;1151750;14139;13189;0;355559;1906;144872;308;8658;322.0;308.0;182.0;180.0;169.0;99.0;740.0;308.0
2118;1152700;13973;12950;0;355490;1918;144521;302;8478;311.0;302.0;167.0;184.0;165.0;97.0;719.0;302.0
2119;1153723;11763;13159;0;356059;1874;144819;291;8405;305.0;291.0;154.0;182.0;173.0;87.0;645.0;291.0
2120;1152327;14218;13021;0;355898;1859;144994;311;8456;287.0;311.0;161.0;175.0;178.0;84.0;683.0;311.0
2121;1153524;13694;13045;0;356187;1870;144788;298;8336;286.0;298.0;146.0;180.0;167.0;91.0;598.0;298.0
2122;1154173;13764;13120;0;356055;1871;145279;288;8524;315.0;288.0;157.0;187.0;154.0;105.0;594.0;288.0
2123;1154817;13822;13345;0;356860;1821;144750;267;8435;292.0;267.0;143.0;173.0;162.0;81.0;608.0;267.0
2124;1155294;13326;13164;0;357342;1801;145897;273;8773;285.0;273.0;157.0;165.0;154.0;82.0;705.0;273.0
2125;1155456;13883;13105;0;357341;1844;145191;308;8615;278.0;308.0;162.0;157.0;167.0;100.0;601.0;308.0
2126;1156234;14431;13057;0;357903;1866;145797;308;8618;291.0;308.0;137.0;186.0;207.0;69.0;524.0;308.0
2127;1157608;14077;13051;0;357526;1877;145749;283;8581;300.0;283.0;140.0;185.0;163.0;95.0;549.0;283.0
2128;1158634;13735;13040;0;358749;1882;145447;307;8574;269.0;307.0;157.0;179.0;162.0;78.0;633.0;307.0
2129;1159329;14051;13126;0;359648;1897;146643;306;8613;302.0;306.0;149.0;191.0;172.0;96.0;598.0;306.0
2130;1160254;13425;13230;0;360705;1838;146227;300;8455;292.0;300.0;177.0;188.0;154.0;73.0;793.0;300.0
2131;1160449;14527;13058;0;360032;1794;147648;253;8765;304.0;253.0;144.0;187.0;146.0;80.0;546.0;253.0
2132;1161918;14177;13243;0;361058;1823;145734;281;8597;294.0;281.0;148.0;184.0;170.0;73.0;621.0;281.0
2133;1162852;13813;13126;0;361820;1839;148554;302;8697;280.0;302.0;153.0;196.0;155.0;78.0;545.0;302.0
2134;1163539;13350;12993;0;362474;1836;146386;285;8617;290.0;285.0;145.0;191.0;161.0;78.0;718.0;285.0
2135;1163896;13347;13118;0;363246;1810;149142;277;8600;289.0;277.0;147.0;167.0;167.0;85.0;584.0;277.0
2136;1164125;14659;13210;0;364813;1847;147076;309;8578;278.0;309.0;162.0;177.0;160.0;88.0;580.0;309.0
2137;1165574;14072;13149;0;365716;1826;150412;314;8962;296.0;314.0;162.0;180.0;178.0;90.0;591.0;314.0
2138;1166497;13150;13056;0;366049;1777;147866;289;8754;303.0;289.0;152.0;181.0;185.0;74.0;598.0;289.0
2139;1166591;14222;13041;0;367372;1764;150660;298;8777;259.0;298.0;169.0;137.0;176.0;75.0;688.0;298.0
2140;1167772;14427;13273;0;369332;1779;148934;287;8675;276.0;287.0;144.0;177.0;164.0;78.0;613.0;287.0
2141;1168926;13688;12985;0;369573;1767;152156;318;8961;279.0;318.0;160.0;186.0;170.0;81.0;619.0;318.0
2142;1169629;14739;13156;0;369616;1761;149220;302;8812;277.0;302.0;164.0;167.0;150.0;98.0;669.0;302.0
2143;1171212;12773;13041;0;370089;1809;152134;302;9058;265.0;302.0;174.0;173.0;139.0;81.0;696.0;302.0
2144;1170944;14667;13095;0;369878;1855;149574;329;8683;256.0;329.0;175.0;159.0;170.0;81.0;693.0;329.0
2145;1172516;14641;13096;0;369357;1870;151991;315;9051;297.0;315.0;163.0;171.0;175.0;103.0;556.0;315.0
2146;1174061;13657;13118;0;368721;1861;149127;280;8715;276.0;280.0;134.0;173.0;164.0;85.0;565.0;280.0
2147;1174600;13892;13126;0;367807;1902;151400;302;8823;310.0;302.0;169.0;182.0;158.0;103.0;615.0;302.0
2148;1175366;14656;12982;0;367486;1876;148467;282;8785;315.0;282.0;157.0;188.0;167.0;85.0;582.0;282.0
2149;1177040;13764;13091;0;367099;1878;151110;326;8891;289.0;326.0;162.0;174.0;179.0;100.0;641.0;326.0
2150;1177713;14209;12937;0;366847;1879;148341;272;8655;289.0;272.0;143.0;178.0;173.0;67.0;571.0;272.0
2151;1178985;13000;13051;0;366261;1904;151005;321;8945;294.0;321.0;178.0;164.0;188.0;85.0;536.0;321.0
2152;1178934;13562;13108;0;366813;1835;147859;313;8627;290.0;313.0;172.0;168.0;179.0;84.0;774.0;313.0
2153;1179388;14016;13110;0;367273;1847;151453;300;8850;306.0;300.0;163.0;198.0;163.0;82.0;596.0;300.0
2154;1180294;14515;13332;0;367001;1869;148258;346;8632;283.0;346.0;192.0;178.0;185.0;74.0;777.0;346.0
2155;1181477;14307;13153;0;364933;1795;151180;309;8928;297.0;309.0;178.0;183.0;166.0;79.0;730.0;309.0
2156;1182631;14097;13167;0;364620;1785;146505;301;8560;256.0;301.0;151.0;185.0;160.0;61.0;588.0;301.0
2157;1183561;14600;13209;0;365221;1814;151006;287;8964;286.0;287.0;155.0;171.0;164.0;83.0;657.0;287.0
2158;1184952;14308;13343;0;364249;1823;146999;321;8614;279.0;321.0;178.0;185.0;149.0;88.0;708.0;321.0
2159;1185917;13696;13230;0;363026;1820;150067;329;8810;275.0;329.0;180.0;189.0;148.0;87.0;681.0;329.0
2160;1186383;13808;13159;0;362189;1851;146083;295;8687;289.0;295.0;160.0;169.0;168.0;87.0;567.0;295.0
2161;1187032;13517;13406;0;362612;1856;149426;296;8698;280.0;296.0;158.0;179.0;157.0;82.0;737.0;296.0
2162;1187143;14682;13584;0;361197;1867;146430;302;8789;296.0;302.0;142.0;164.0;200.0;92.0;462.0;302.0
2163;1188241;14015;13567;0;360299;1850;148217;290;8738;244.0;290.0;158.0;152.0;152.0;72.0;638.0;290.0
2164;1188689;14000;13371;0;359915;1850;145760;262;8545;328.0;262.0;125.0;188.0;180.0;97.0;432.0;262.0
2165;1189318;14521;13506;0;359881;1843;147910;316;8686;310.0;316.0;158.0;182.0;196.0;90.0;687.0;316.0
2166;1190333;14841;13627;0;358788;1817;145692;289;8536;284.0;289.0;143.0;165.0;176.0;89.0;578.0;289.0
2167;1191547;13129;13564;0;359490;1783;147112;330;8573;295.0;330.0;176.0;197.0;160.0;92.0;758.0;330.0
2168;1191112;14791;13564;0;360366;1792;146249;295;8434;267.0;295.0;159.0;160.0;154.0;89.0;648.0;295.0
2169;1192339;13630;13516;0;358112;1818;147742;324;8739;307.0;324.0;184.0;182.0;175.0;90.0;720.0;324.0
2170;1192453;13422;13484;0;357896;1803;144499;285;8551;274.0;285.0;153.0;182.0;151.0;73.0;566.0;285.0
2171;1192391;13735;13712;0;358072;1808;147545;289;8637;252.0;289.0;152.0;158.0;142.0;89.0;612.0;289.0
2172;1192414;13900;13590;0;357942;1854;144614;289;8595;280.0;289.0;155.0;176.0;152.0;86.0;594.0;289.0
2173;1192724;13395;13568;0;358428;1880;147488;323;8743;316.0;323.0;156.0;199.0;188.0;96.0;580.0;323.0
2174;1192551;13421;13497;0;358885;1864;144932;330;8559;279.0;330.0;179.0;185.0;165.0;80.0;605.0;330.0
2175;1192475;14322;13321;0;359284;1870;147769;328;8811;284.0;328.0;184.0;187.0;155.0;86.0;692.0;328.0
2176;1193476;14746;13270;0;358978;1819;145236;285;8577;315.0;285.0;140.0;211.0;170.0;79.0;591.0;285.0
2177;1194952;13078;13111;0;359009;1808;147453;300;8681;281.0;300.0;171.0;172.0;160.0;78.0;784.0;300.0
2178;1194919;14302;12972;0;357480;1810;145307;297;8614;285.0;297.0;157.0;174.0;160.0;91.0;607.0;297.0
2179;1196249;13593;13187;0;357310;1785;146268;268;8617;278.0;268.0;120.0;176.0;173.0;77.0;441.0;268.0
2180;1196655;14059;12777;0;356222;1852;145083;320;8447;296.0;320.0;149.0;178.0;195.0;94.0;562.0;320.0
2181;1197937;15016;12870;0;358089;1812;145331;277;8544;291.0;277.0;146.0;164.0;168.0;90.0;622.0;277.0
2182;1200083;14981;12770;0;358322;1819;146617;283;8665;288.0;283.0;147.0;173.0;165.0;86.0;629.0;283.0
2183;1202294;13161;12675;0;358153;1825;145444;302;8664;254.0;302.0;173.0;160.0;156.0;67.0;764.0;302.0
2184;1202780;14117;12717;0;358073;1827;146485;270;8593;303.0;270.0;129.0;199.0;160.0;85.0;479.0;270.0
2185;1204180;13543;12597;0;359278;1843;145455;280;8551;284.0;280.0;162.0;165.0;157.0;80.0;715.0;280.0
2186;1205126;13947;12692;0;360069;1825;147370;303;8584;273.0;303.0;155.0;174.0;171.0;76.0;594.0;303.0
2187;1206381;12752;12647;0;360055;1821;146161;295;8608;283.0;295.0;157.0;161.0;174.0;86.0;640.0;295.0
2188;1206486;15298;12765;0;360806;1768;147268;291;8593;298.0;291.0;155.0;172.0;163.0;99.0;612.0;291.0
2189;1209019;13889;12852;0;361465;1749;146844;288;8603;300.0;288.0;147.0;180.0;168.0;93.0;649.0;288.0
2190;1210056;13291;12851;0;361885;1736;147779;271;8604;282.0;271.0;140.0;179.0;156.0;78.0;562.0;271.0
2191;1210496;14671;12918;0;361180;1718;147189;273;8507;257.0;273.0;144.0;139.0;161.0;86.0;559.0;273.0
2192;1212249;12955;13128;0;362142;1756;147232;293;8714;279.0;293.0;161.0;167.0;171.0;73.0;638.0;293.0
2193;1212076;14266;13055;0;360421;1746;148016;291;8661;259.0;291.0;155.0;160.0;163.0;72.0;613.0;291.0
2194;1213287;14958;13241;0;360296;1762;145868;280;8474;287.0;280.0;143.0;183.0;145.0;96.0;575.0;280.0
2195;1215004;14381;13390;0;362444;1758;148024;319;8663;270.0;319.0;181.0;176.0;148.0;84.0;694.0;319.0
2196;1215995;14909;13476;0;362044;1745;147574;311;8450;264.0;311.0;159.0;177.0;153.0;86.0;756.0;311.0
2197;1217428;14469;13339;0;361242;1797;147540;314;8682;305.0;314.0;171.0;184.0;179.0;85.0;724.0;314.0
2198;1218558;12921;13621;0;361985;1735;146951;293;8646;254.0;293.0;147.0;158.0;156.0;86.0;600.0;293.0
2199;1217858;12382;13589;0;361147;1789;148021;318;8787;264.0;318.0;180.0;161.0;161.0;80.0;675.0;318.0
2200;1216651;13796;13881;0;361151;1794;146366;289;8423;274.0;289.0;153.0;177.0;149.0;84.0;522.0;289.0
2201;1216566;14028;13735;0;360657;1802;148200;276;8797;288.0;276.0;149.0;189.0;147.0;79.0;596.0;276.0
2202;1216859;14133;13764;0;359673;1769;145912;277;8458;268.0;277.0;153.0;164.0;135.0;93.0;723.0;277.0
2203;1217228;14732;13734;0;359993;1807;147400;273;8696;303.0;273.0;144.0;195.0;154.0;83.0;660.0;273.0
2204;1218226;13825;13609;0;360976;1806;146209;279;8489;272.0;279.0;141.0;169.0;160.0;81.0;575.0;279.0
2205;1218442;15036;13745;0;361658;1832;148164;288;8683;286.0;288.0;150.0;159.0;170.0;95.0;584.0;288.0
2206;1219733;14368;13710;0;362218;1781;146725;314;8633;256.0;314.0;180.0;152.0;151.0;87.0;747.0;314.0
2207;1220391;14507;13856;0;362044;1778;148661;316;8751;297.0;316.0;165.0;179.0;183.0;86.0;702.0;316.0
2208;1221042;13805;13780;0;360915;1764;146625;300;8621;279.0;300.0;173.0;173.0;164.0;69.0;678.0;300.0
2209;1221067;14638;13918;0;360525;1775;147694;288;8492;284.0;288.0;133.0;173.0;163.0;103.0;571.0;288.0
2210;1221787;14043;13932;0;359420;1781;146264;294;8530;274.0;294.0;167.0;175.0;146.0;80.0;664.0;294.0
2211;1221898;15453;13930;0;357963;1848;146650;317;8516;269.0;317.0;166.0;170.0;174.0;76.0;762.0;317.0
2212;1223421;14454;13976;0;358009;1876;145190;294;8688;273.0;294.0;168.0;148.0;150.0;101.0;649.0;294.0
2213;1223899;13625;13940;0;357062;1862;146619;298;8801;293.0;298.0;151.0;180.0;171.0;89.0;598.0;298.0
2214;1223584;13796;13793;0;356554;1867;144426;323;8456;271.0;323.0;162.0;179.0;157.0;96.0;699.0;323.0
2215;1223587;13455;13838;0;355759;1868;146180;288;8699;313.0;288.0;153.0;197.0;170.0;81.0;648.0;288.0
2216;1223204;13539;13867;0;355609;1859;143919;282;8571;334.0;282.0;147.0;185.0;185.0;99.0;625.0;282.0
2217;1222876;12379;14078;0;354454;1825;146180;308;8677;283.0;308.0;153.0;190.0;164.0;84.0;667.0;308.0
2218;1221177;15071;14217;0;354536;1818;143084;302;8404;281.0;302.0;148.0;176.0;172.0;87.0;675.0;302.0
2219;1222031;13940;13871;0;356080;1801;146198;292;8533;285.0;292.0;139.0;177.0;164.0;97.0;564.0;292.0
2220;1222100;12783;14069;0;356071;1773;144330;287;8529;268.0;287.0;146.0;169.0;159.0;81.0;613.0;287.0
2221;1220814;14494;13956;0;356203;1760;146170;289;8699;291.0;289.0;171.0;185.0;148.0;76.0;694.0;289.0
2222;1221352;14908;13869;0;357111;1769;144454;296;8523;280.0;296.0;140.0;194.0;148.0;94.0;642.0;296.0
