Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;143451;9024;286;280;296;133;2187;3162;3424;6040;995;14813;19453;841.0;3799.0;1361.0;985.0;1056.0;1278.0;562.0
2024;147578;9352;320;244;258;121;2447;2756;2984;5495;943;13682;18485;866.0;3937.0;1436.0;999.0;1074.0;1336.0;611.0
2025;151529;9246;186;179;146;81;1422;2021;1689;3679;592;8811;13593;889.0;3893.0;831.0;583.0;635.0;778.0;341.0
2026;154736;9364;172;153;145;87;1315;1728;1677;3951;557;8671;13521;908.0;3942.0;702.0;474.0;513.0;649.0;318.0
2027;158486;9561;165;142;153;76;1262;1604;1770;3451;536;8087;13042;930.0;4025.0;621.0;409.0;447.0;565.0;326.0
2028;161652;9907;167;159;143;81;1277;1796;1654;3679;550;8406;13525;948.0;4171.0;838.0;589.0;626.0;778.0;335.0
2029;165467;10037;174;145;149;73;1331;1638;1724;3315;541;8008;13204;970.0;4226.0;781.0;553.0;595.0;728.0;337.0
2030;169134;10221;179;159;180;81;1369;1796;2082;3679;599;8926;14221;992.0;4303.0;748.0;508.0;550.0;697.0;357.0
2031;173389;10482;180;167;165;89;1377;1886;1909;4042;601;9214;14644;1017.0;4413.0;751.0;516.0;542.0;696.0;338.0
2032;177279;10835;183;170;179;82;1399;1920;2071;3724;614;9114;14716;1040.0;4562.0;855.0;595.0;639.0;785.0;357.0
2033;180368;10895;168;186;142;74;1285;2101;1643;3361;570;8390;14035;1058.0;4587.0;661.0;465.0;509.0;624.0;329.0
2034;183541;11154;177;167;170;95;1354;1886;1966;4314;609;9520;15292;1076.0;4696.0;801.0;561.0;600.0;739.0;348.0
2035;186755;11323;154;173;166;75;1178;1954;1920;3406;568;8458;14320;1095.0;4767.0;594.0;392.0;438.0;547.0;337.0
2036;189811;11471;189;160;185;95;1445;1807;2140;4314;629;9706;15648;1113.0;4829.0;737.0;502.0;557.0;685.0;366.0
2037;193321;11989;177;183;176;74;1354;2067;2036;3361;610;8818;14999;1134.0;5047.0;759.0;513.0;558.0;699.0;356.0
