Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2023;1122832;14501;790;0;309297;5130;51587;227;3103;433.0;227.0;119.0;232.0;194.0;115.0;481.0;227.0
2024;1136543;16153;1251;0;315832;4471;53610;258;3192;394.0;258.0;152.0;209.0;175.0;116.0;596.0;258.0
2025;1151445;14701;2107;0;321258;4300;55933;151;3291;372.0;151.0;87.0;196.0;140.0;100.0;287.0;151.0
2026;1164039;14800;2977;0;326567;4285;57431;150;3352;385.0;150.0;86.0;185.0;144.0;120.0;278.0;150.0
2027;1175862;13702;4006;0;331593;4263;59732;163;3511;329.0;163.0;105.0;172.0;122.0;93.0;429.0;163.0
2028;1185558;13971;5075;0;336508;4325;60856;144;3675;365.0;144.0;84.0;207.0;123.0;95.0;394.0;144.0
2029;1194454;14226;5783;0;341981;4329;62570;146;3633;383.0;146.0;93.0;197.0;136.0;103.0;295.0;146.0
2030;1202897;14564;6523;0;347639;4353;63055;169;3819;407.0;169.0;96.0;217.0;156.0;107.0;328.0;169.0
2031;1210938;14257;6924;0;353182;4321;65012;137;3832;434.0;137.0;79.0;218.0;171.0;103.0;282.0;137.0
2032;1218271;13346;7286;0;357140;4266;65121;156;3844;448.0;156.0;89.0;215.0;174.0;126.0;275.0;156.0
2033;1224331;13127;7767;0;360447;4217;66112;157;3995;431.0;157.0;105.0;229.0;146.0;108.0;286.0;157.0
2034;1229691;14742;8496;0;363582;4140;66370;170;3907;441.0;170.0;108.0;191.0;182.0;130.0;387.0;170.0
2035;1235937;13495;9098;0;366778;4087;66594;147;3916;417.0;147.0;79.0;238.0;141.0;106.0;325.0;147.0
2036;1240334;12892;10126;0;370304;4113;65994;174;3835;438.0;174.0;96.0;227.0;177.0;112.0;371.0;174.0
2037;1243100;14996;10886;0;374408;4041;66064;154;3971;443.0;154.0;94.0;239.0;160.0;104.0;328.0;154.0
2038;1247210;12917;11523;0;379062;4000;65255;148;3867;450.0;148.0;97.0;231.0;158.0;112.0;359.0;148.0
2039;1248604;14150;11940;0;384356;3989;65511;159;3904;457.0;159.0;103.0;228.0;177.0;108.0;340.0;159.0
2040;1250814;13452;12713;0;389552;3998;65587;178;3811;460.0;178.0;95.0;249.0;173.0;121.0;358.0;178.0
2041;1251553;13936;12772;0;394897;3985;66288;190;3873;464.0;190.0;111.0;258.0;164.0;121.0;405.0;190.0
2042;1252717;13594;13113;0;400091;3930;67185;150;3855;446.0;150.0;95.0;223.0;167.0;111.0;346.0;150.0
