Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14030;864;0;309296;5140;62707;226;3720;433.0;226.0;119.0;232.0;191.0;117.0;518.0;373.0;400.0;484.0;226.0
2024;1135998;13611;1245;0;315832;4481;63642;266;3791;399.0;266.0;152.0;211.0;178.0;124.0;669.0;473.0;502.0;622.0;266.0
2025;1148364;14161;2035;0;321258;4299;65354;151;3806;377.0;151.0;100.0;198.0;133.0;97.0;422.0;289.0;318.0;393.0;151.0
2026;1160490;13523;2958;0;326567;4263;65782;152;3802;375.0;152.0;96.0;175.0;145.0;111.0;367.0;255.0;269.0;345.0;152.0
2027;1171055;13468;4080;0;331597;4247;67506;170;3917;345.0;170.0;100.0;182.0;130.0;103.0;387.0;266.0;278.0;350.0;170.0
2028;1180443;13957;5008;0;336511;4295;67889;147;4072;379.0;147.0;94.0;200.0;139.0;93.0;423.0;290.0;311.0;390.0;147.0
2029;1189392;12911;5962;0;341991;4281;69515;149;4019;387.0;149.0;91.0;207.0;132.0;106.0;307.0;206.0;233.0;289.0;149.0
2030;1196341;15114;6643;0;347655;4290;69992;169;4192;410.0;169.0;97.0;221.0;161.0;100.0;349.0;244.0;260.0;326.0;169.0
2031;1204812;14193;6731;0;353188;4250;71829;151;4198;448.0;151.0;97.0;228.0;164.0;110.0;376.0;273.0;278.0;351.0;151.0
2032;1212274;16664;7307;0;357132;4186;72168;168;4226;441.0;168.0;106.0;216.0;159.0;128.0;438.0;303.0;325.0;405.0;168.0
2033;1221631;13983;7742;0;360469;4107;73382;151;4375;428.0;151.0;89.0;235.0;142.0;113.0;324.0;225.0;245.0;300.0;151.0
2034;1227872;14302;8361;0;363627;4065;73625;164;4307;448.0;164.0;105.0;207.0;177.0;123.0;420.0;293.0;313.0;387.0;164.0
2035;1233813;13244;9108;0;366763;4013;74610;150;4369;401.0;150.0;72.0;223.0;154.0;102.0;258.0;172.0;194.0;236.0;150.0
2036;1237949;14807;9859;0;370342;4046;75040;165;4357;436.0;165.0;107.0;225.0;159.0;110.0;455.0;308.0;339.0;422.0;165.0
2037;1242897;12672;10998;0;374482;3981;75924;147;4528;441.0;147.0;103.0;226.0;154.0;105.0;311.0;198.0;221.0;286.0;147.0
2038;1244571;14900;11307;0;379116;3954;76740;171;4540;447.0;171.0;100.0;234.0;164.0;120.0;373.0;250.0;294.0;352.0;171.0
2039;1248164;15117;12261;0;384426;3928;77974;170;4595;458.0;170.0;95.0;232.0;190.0;111.0;342.0;229.0;243.0;311.0;170.0
2040;1251020;13750;12614;0;389644;3923;79021;181;4612;453.0;181.0;93.0;240.0;182.0;119.0;341.0;240.0;256.0;316.0;181.0
2041;1252156;14869;12746;0;395015;3904;80055;179;4683;465.0;179.0;98.0;260.0;167.0;119.0;422.0;306.0;315.0;395.0;179.0
2042;1254279;12858;13344;0;400152;3842;81336;148;4671;427.0;148.0;91.0;213.0;158.0;113.0;330.0;237.0;252.0;306.0;148.0
