Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125351;7940;267;275;279;128;2042;3106;3227;5813;949;14188;18015;484.0;3343.0;1331.0;961.0;1029.0;1248.0;516.0
2024;128034;8119;308;232;242;118;2355;2620;2799;5359;900;13133;17046;495.0;3418.0;1413.0;985.0;1049.0;1312.0;559.0
2025;130529;7982;181;180;150;87;1384;2033;1735;3951;598;9103;12967;504.0;3360.0;770.0;535.0;585.0;719.0;327.0
2026;132358;8002;153;151;147;92;1170;1705;1700;4178;543;8753;12634;512.0;3369.0;641.0;439.0;479.0;589.0;285.0
2027;134786;8126;158;145;155;82;1208;1638;1793;3724;540;8363;12305;521.0;3421.0;633.0;417.0;459.0;580.0;310.0
2028;136404;8392;164;168;140;88;1254;1897;1619;3996;560;8766;12826;527.0;3533.0;757.0;514.0;559.0;705.0;317.0
2029;138754;8463;157;155;138;76;1201;1750;1596;3451;526;7998;12097;536.0;3563.0;665.0;462.0;499.0;618.0;301.0
2030;140899;8523;169;164;173;83;1292;1852;2001;3769;589;8914;13047;545.0;3588.0;733.0;499.0;541.0;678.0;330.0
2031;143371;8670;169;172;169;90;1292;1942;1955;4087;600;9276;13480;554.0;3650.0;735.0;509.0;536.0;677.0;320.0
2032;145383;8938;166;183;174;91;1269;2067;2013;4133;614;9482;13807;562.0;3763.0;771.0;533.0;572.0;706.0;326.0
2033;146584;8913;158;182;140;84;1208;2055;1619;3815;564;8697;13016;567.0;3752.0;624.0;431.0;469.0;582.0;301.0
2034;148033;9028;174;169;168;97;1331;1909;1943;4405;608;9588;13961;572.0;3801.0;834.0;578.0;620.0;767.0;323.0
2035;149139;9116;144;172;152;85;1101;1942;1758;3860;553;8661;13075;576.0;3838.0;526.0;340.0;379.0;482.0;301.0
2036;150601;9092;168;172;178;93;1285;1942;2059;4224;611;9510;13920;582.0;3828.0;705.0;491.0;528.0;652.0;316.0
2037;151953;9381;152;180;167;71;1162;2033;1932;3224;570;8351;12887;587.0;3949.0;652.0;440.0;469.0;593.0;289.0
2038;153891;9372;175;196;158;88;1338;2213;1828;3996;617;9375;13916;595.0;3946.0;773.0;521.0;590.0;723.0;328.0
2039;155823;9527;182;184;194;94;1392;2078;2244;4269;654;9983;14596;602.0;4011.0;767.0;535.0;576.0;714.0;347.0
2040;158220;9724;154;206;204;107;1178;2326;2360;4859;671;10723;15429;612.0;4094.0;601.0;417.0;458.0;553.0;361.0
2041;160012;9799;170;194;180;87;1300;2191;2082;3951;631;9524;14267;618.0;4125.0;804.0;568.0;597.0;740.0;339.0
2042;162710;9706;187;173;164;90;1430;1954;1897;4087;614;9368;14083;629.0;4086.0;767.0;537.0;569.0;709.0;339.0
