Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;31441;1940;70;210;154;113;535;2372;1781;5132;547;9820;10821;184.0;817.0;322.0;241.0;244.0;299.0;114.0
2024;31909;2092;92;204;155;114;704;2304;1793;5177;565;9978;11046;187.0;881.0;468.0;343.0;348.0;435.0;144.0
2025;32801;1980;56;204;124;97;428;2304;1434;4405;481;8571;9597;192.0;834.0;198.0;139.0;157.0;190.0;74.0
2026;32953;1959;49;202;138;108;375;2281;1596;4905;497;9157;10175;193.0;825.0;195.0;134.0;145.0;182.0;64.0
2027;33909;2058;54;199;124;107;413;2247;1434;4859;484;8953;10018;199.0;866.0;170.0;115.0;114.0;148.0;89.0
2028;33925;2124;48;227;145;112;367;2564;1677;5086;532;9694;10787;199.0;894.0;154.0;112.0;120.0;148.0;74.0
2029;34808;2087;62;232;131;108;474;2620;1515;4905;533;9514;10597;204.0;879.0;195.0;146.0;153.0;182.0;81.0
2030;34995;2167;57;249;155;106;436;2812;1793;4814;567;9855;10972;205.0;912.0;164.0;107.0;110.0;148.0;84.0
2031;35975;2177;48;244;168;128;367;2756;1943;5813;588;10879;12007;211.0;917.0;174.0;128.0;131.0;163.0;75.0
2032;35991;2186;62;244;160;138;474;2756;1851;6267;604;11348;12479;211.0;920.0;270.0;196.0;203.0;247.0;80.0
2033;36747;2278;59;257;139;121;451;2902;1608;5495;576;10456;11631;216.0;959.0;195.0;135.0;141.0;179.0;76.0
2034;36718;2248;52;230;175;128;398;2597;2024;5813;585;10832;11993;215.0;946.0;127.0;80.0;98.0;120.0;69.0
2035;37356;2303;45;269;150;117;344;3038;1735;5313;581;10430;11619;219.0;970.0;124.0;73.0;92.0;114.0;83.0
2036;37344;2230;72;236;167;125;551;2665;1932;5677;600;10825;11983;219.0;939.0;197.0;133.0;146.0;187.0;79.0
2037;38020;2347;68;252;149;120;520;2846;1724;5450;589;10540;11751;223.0;988.0;194.0;132.0;144.0;181.0;71.0
2038;38180;2298;64;264;165;131;489;2981;1909;5949;624;11328;12519;224.0;967.0;197.0;133.0;149.0;181.0;98.0
2039;39104;2349;57;258;176;124;436;2914;2036;5631;615;11017;12235;229.0;989.0;133.0;83.0;88.0;119.0;87.0
2040;39226;2369;56;275;167;134;428;3106;1932;6085;632;11551;12778;230.0;997.0;196.0;139.0;144.0;182.0;97.0
2041;40025;2455;58;289;154;128;444;3264;1781;5813;629;11302;12571;235.0;1034.0;231.0;171.0;170.0;211.0;85.0
2042;40371;2397;58;245;148;131;444;2767;1712;5949;582;10872;12118;237.0;1009.0;182.0;132.0;140.0;168.0;71.0
2043;40986;2507;58;280;180;122;444;3162;2082;5541;640;11229;12524;240.0;1055.0;193.0;133.0;138.0;175.0;88.0
2044;41501;2503;67;279;176;140;512;3151;2036;6358;662;12057;13354;243.0;1054.0;136.0;87.0;96.0;128.0;84.0
2045;42041;2598;74;268;176;142;566;3027;2036;6449;660;12078;13419;247.0;1094.0;207.0;145.0;152.0;185.0;82.0
2046;42542;2530;59;268;193;129;451;3027;2233;5858;649;11569;12884;250.0;1065.0;185.0;134.0;139.0;174.0;73.0
2047;42990;2579;81;254;192;130;619;2868;2221;5904;657;11612;12950;252.0;1086.0;333.0;235.0;240.0;302.0;116.0
2048;43246;2705;62;272;178;144;474;3072;2059;6540;656;12145;13538;254.0;1139.0;195.0;133.0;141.0;180.0;98.0
2049;43909;2621;73;316;176;121;558;3569;2036;5495;686;11658;13019;258.0;1103.0;279.0;195.0;214.0;261.0;95.0
2050;44105;2708;70;265;166;126;535;2993;1920;5722;627;11170;12569;259.0;1140.0;242.0;175.0;172.0;220.0;101.0
2051;44658;2686;59;275;185;148;451;3106;2140;6721;667;12418;13811;262.0;1131.0;186.0;134.0;141.0;174.0;89.0
2052;44820;2618;63;266;186;130;482;3004;2152;5904;645;11542;12907;263.0;1102.0;194.0;138.0;149.0;182.0;85.0
2053;45449;2773;64;281;180;135;489;3173;2082;6131;660;11875;13309;267.0;1167.0;182.0;122.0;136.0;170.0;87.0
2054;45357;2665;74;283;206;153;566;3196;2383;6948;716;13093;14481;266.0;1122.0;229.0;161.0;177.0;215.0;88.0
2055;45800;2816;73;280;208;169;558;3162;2406;7675;730;13801;15256;269.0;1186.0;259.0;188.0;199.0;241.0;111.0
2056;45564;2649;74;288;202;158;566;3252;2337;7175;722;13330;14712;267.0;1115.0;274.0;195.0;207.0;257.0;101.0
2057;45855;2856;81;259;193;147;619;2925;2233;6676;680;12453;13924;269.0;1202.0;224.0;145.0;171.0;212.0;109.0
2058;45659;2796;79;297;183;149;604;3354;2117;6767;708;12842;14287;268.0;1177.0;246.0;168.0;183.0;226.0;93.0
2059;46247;2783;69;312;211;152;528;3523;2441;6903;744;13395;14838;271.0;1172.0;233.0;173.0;177.0;214.0;94.0
2060;45968;2776;63;283;208;136;482;3196;2406;6176;690;12260;13699;270.0;1169.0;183.0;122.0;134.0;171.0;102.0
2061;46469;2790;68;298;215;131;520;3365;2487;5949;712;12321;13769;273.0;1175.0;171.0;123.0;130.0;158.0;97.0
2062;46061;2861;74;305;188;157;566;3444;2175;7130;724;13315;14789;270.0;1204.0;276.0;202.0;208.0;250.0;104.0
2063;46225;2776;69;305;192;135;528;3444;2221;6131;701;12324;13764;271.0;1169.0;237.0;174.0;179.0;220.0;93.0
2064;45686;2813;75;292;182;140;574;3298;2105;6358;689;12335;13787;268.0;1184.0;238.0;165.0;184.0;220.0;86.0
2065;45732;2803;72;316;191;153;551;3569;2209;6948;732;13277;14725;268.0;1180.0;215.0;150.0;162.0;202.0;106.0
2066;45101;2808;64;296;208;134;489;3343;2406;6085;702;12323;13770;265.0;1182.0;170.0;116.0;121.0;155.0;89.0
2067;44853;2755;74;311;195;143;566;3512;2256;6494;723;12828;14251;263.0;1160.0;163.0;102.0;116.0;149.0;100.0
2068;44448;2728;74;303;198;153;566;3422;2290;6948;728;13226;14636;261.0;1149.0;172.0;118.0;122.0;156.0;91.0
2069;44480;2719;56;337;213;150;428;3806;2464;6812;756;13510;14916;261.0;1145.0;214.0;156.0;170.0;205.0;104.0
