Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;15657;989;43;197;138;110;329;2225;1596;4996;488;9146;9654;92.0;416.0;108.0;78.0;85.0;105.0;55.0
2024;15900;1050;55;195;132;113;421;2202;1527;5132;495;9282;9817;93.0;442.0;211.0;152.0;151.0;195.0;63.0
2025;16366;961;38;213;125;108;291;2405;1446;4905;484;9047;9548;96.0;405.0;108.0;80.0;85.0;102.0;40.0
2026;16441;1003;26;206;137;124;199;2326;1585;5631;493;9741;10259;96.0;422.0;92.0;66.0;70.0;88.0;30.0
2027;16900;1062;38;205;115;110;291;2315;1330;4996;468;8932;9478;99.0;447.0;109.0;76.0;77.0;97.0;41.0
2028;16999;1040;33;241;137;115;252;2722;1585;5223;526;9782;10320;100.0;438.0;82.0;59.0;63.0;79.0;35.0
2029;17328;1037;46;229;128;112;352;2586;1481;5086;515;9505;10044;102.0;437.0;78.0;54.0;61.0;73.0;41.0
2030;17530;1066;42;252;155;116;321;2846;1793;5268;565;10228;10780;103.0;449.0;122.0;83.0;86.0;112.0;51.0
2031;17901;1053;42;258;156;136;321;2914;1805;6176;592;11216;11764;105.0;443.0;120.0;83.0;87.0;112.0;38.0
2032;18061;1121;38;260;165;147;291;2936;1909;6676;610;11812;12390;106.0;472.0;96.0;66.0;74.0;89.0;38.0
2033;18311;1170;36;264;141;127;275;2981;1631;5768;568;10655;11255;107.0;493.0;65.0;42.0;47.0;60.0;37.0
2034;18391;1117;43;240;185;138;329;2710;2140;6267;606;11446;12024;108.0;470.0;98.0;70.0;77.0;92.0;44.0
2035;18660;1138;29;275;146;116;222;3106;1689;5268;566;10285;10873;109.0;479.0;83.0;51.0;62.0;75.0;38.0
2036;18691;1121;48;247;168;133;367;2789;1943;6040;596;11139;11721;110.0;472.0;120.0;86.0;89.0;112.0;41.0
2037;18986;1199;45;263;152;131;344;2970;1758;5949;591;11021;11637;111.0;505.0;40.0;24.0;29.0;38.0;37.0
2038;19157;1155;45;269;160;135;344;3038;1851;6131;609;11364;11962;112.0;486.0;118.0;80.0;86.0;108.0;55.0
2039;19492;1173;46;281;178;126;352;3173;2059;5722;631;11306;11914;114.0;494.0;102.0;69.0;71.0;96.0;47.0
2040;19742;1175;34;275;166;139;260;3106;1920;6313;614;11599;12210;116.0;495.0;64.0;44.0;49.0;58.0;46.0
2041;19871;1239;33;292;155;135;252;3298;1793;6131;615;11474;12113;117.0;522.0;102.0;75.0;74.0;93.0;36.0
2042;20288;1149;49;265;144;137;375;2993;1666;6222;595;11256;11859;119.0;484.0;111.0;80.0;86.0;106.0;39.0
2043;20381;1215;37;288;174;126;283;3252;2013;5722;625;11270;11902;120.0;512.0;94.0;71.0;69.0;82.0;43.0
