Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;62707;3947;119;231;193;117;910;2609;2233;5313;660;11065;13095;368.0;1662.0;510.0;367.0;392.0;475.0;227.0
2024;63641;4058;155;209;180;123;1185;2360;2082;5586;667;11213;13294;373.0;1708.0;709.0;509.0;540.0;662.0;268.0
2025;65355;3954;101;198;132;96;772;2236;1527;4360;527;8895;10943;383.0;1665.0;427.0;293.0;324.0;399.0;149.0
2026;65780;3956;97;178;141;111;742;2010;1631;5041;527;9424;11475;386.0;1665.0;358.0;244.0;256.0;335.0;153.0
2027;67506;4088;101;180;131;103;772;2033;1515;4678;515;8998;11115;396.0;1721.0;386.0;264.0;277.0;349.0;172.0
2028;67893;4217;89;202;139;93;681;2281;1608;4224;523;8794;10967;398.0;1775.0;399.0;277.0;295.0;369.0;144.0
2029;69520;4170;90;209;132;107;688;2360;1527;4859;538;9434;11598;408.0;1756.0;318.0;217.0;243.0;300.0;150.0
2030;70003;4364;99;224;163;99;757;2530;1885;4496;585;9668;11916;411.0;1837.0;333.0;226.0;246.0;310.0;172.0
2031;71826;4350;94;228;167;112;719;2575;1932;5086;601;10312;12564;421.0;1831.0;355.0;254.0;260.0;331.0;151.0
2032;72183;4395;109;213;158;128;834;2405;1828;5813;608;10880;13153;423.0;1850.0;446.0;307.0;335.0;414.0;167.0
2033;73381;4513;85;235;135;115;650;2654;1562;5223;570;10089;12419;430.0;1900.0;319.0;224.0;240.0;295.0;139.0
2034;73613;4465;103;207;179;118;788;2338;2071;5359;607;10556;12868;432.0;1880.0;424.0;294.0;315.0;391.0;160.0
2035;74610;4522;76;220;151;104;581;2485;1747;4723;551;9536;11878;438.0;1904.0;275.0;181.0;206.0;254.0;152.0
2036;75036;4527;107;231;159;113;818;2609;1839;5132;610;10398;12744;440.0;1906.0;468.0;321.0;348.0;433.0;170.0
2037;75913;4681;109;223;156;103;834;2518;1805;4678;591;9835;12251;445.0;1971.0;338.0;219.0;235.0;309.0;158.0
2038;76754;4699;89;231;169;119;681;2609;1955;5404;608;10649;13077;450.0;1978.0;322.0;219.0;258.0;302.0;160.0
2039;77978;4763;88;236;183;106;673;2665;2117;4814;613;10269;12731;457.0;2005.0;304.0;202.0;221.0;278.0;162.0
2040;79016;4807;96;245;188;123;734;2767;2175;5586;652;11262;13749;463.0;2024.0;344.0;241.0;260.0;322.0;195.0
2041;80056;4872;102;263;170;123;780;2970;1966;5586;658;11302;13823;470.0;2051.0;431.0;314.0;324.0;403.0;190.0
2042;81321;4820;99;212;155;108;757;2394;1793;4905;574;9849;12355;477.0;2029.0;373.0;265.0;288.0;347.0;151.0
2043;82111;5093;94;260;181;112;719;2936;2094;5086;647;10835;13461;482.0;2144.0;361.0;252.0;270.0;331.0;176.0
2044;83655;5123;114;249;174;124;872;2812;2013;5631;661;11328;13976;491.0;2157.0;404.0;278.0;298.0;375.0;175.0
2045;84249;5107;104;249;192;124;795;2812;2221;5631;669;11459;14103;494.0;2150.0;381.0;268.0;285.0;348.0;169.0
2046;85796;5141;104;232;182;116;795;2620;2105;5268;634;10788;13455;503.0;2164.0;386.0;259.0;283.0;361.0;164.0
2047;86081;5161;120;213;188;113;918;2405;2175;5132;634;10630;13308;505.0;2173.0;522.0;363.0;381.0;481.0;195.0
2048;87479;5356;100;248;194;126;765;2801;2244;5722;668;11532;14300;513.0;2255.0;364.0;261.0;281.0;343.0;186.0
2049;87911;5210;122;266;189;106;933;3004;2186;4814;683;10937;13646;516.0;2193.0;458.0;308.0;342.0;424.0;195.0
2050;88915;5390;120;238;178;116;918;2688;2059;5268;652;10933;13723;521.0;2269.0;504.0;356.0;368.0;459.0;208.0
2051;89400;5423;98;253;192;138;749;2857;2221;6267;681;12094;14901;524.0;2283.0;392.0;281.0;302.0;371.0;189.0
2052;90344;5300;122;242;187;126;933;2733;2163;5722;677;11551;14312;530.0;2231.0;426.0;296.0;321.0;401.0;192.0
2053;90881;5500;112;249;177;126;856;2812;2047;5722;664;11437;14286;533.0;2316.0;352.0;241.0;266.0;331.0;178.0
2054;91400;5469;115;251;205;137;879;2835;2371;6222;708;12307;15145;536.0;2302.0;495.0;346.0;365.0;457.0;176.0
