Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;23735;1469;57;201;145;111;436;2270;1677;5041;514;9424;10181;139.0;618.0;187.0;139.0;143.0;178.0;81.0
2024;23836;1556;69;200;141;114;528;2259;1631;5177;524;9595;10390;140.0;655.0;338.0;247.0;252.0;314.0;102.0
2025;24721;1444;39;208;124;105;298;2349;1434;4768;476;8849;9602;145.0;608.0;120.0;87.0;94.0;115.0;48.0
2026;24629;1510;39;202;140;124;298;2281;1619;5631;505;9829;10609;144.0;636.0;118.0;84.0;87.0;113.0;54.0
2027;25531;1602;47;200;124;113;359;2259;1434;5132;484;9184;10008;150.0;674.0;146.0;103.0;106.0;130.0;72.0
2028;25407;1570;42;237;142;108;321;2676;1643;4905;529;9545;10355;149.0;661.0;110.0;77.0;82.0;105.0;54.0
2029;26140;1583;49;233;139;111;375;2631;1608;5041;532;9655;10474;153.0;666.0;84.0;51.0;64.0;74.0;70.0
2030;26235;1588;52;244;153;109;398;2756;1770;4950;558;9874;10697;154.0;669.0;189.0;133.0;139.0;175.0;61.0
2031;27018;1646;52;260;161;134;398;2936;1862;6085;607;11281;12132;158.0;693.0;178.0;132.0;135.0;169.0;66.0
2032;26958;1649;51;247;163;142;390;2789;1885;6449;603;11513;12365;158.0;694.0;162.0;108.0;114.0;147.0;60.0
2033;27582;1715;45;256;135;124;344;2891;1562;5631;560;10428;11312;162.0;722.0;108.0;72.0;81.0;100.0;55.0
2034;27531;1666;48;238;178;135;367;2688;2059;6131;599;11245;12107;161.0;701.0;128.0;84.0;96.0;120.0;60.0
2035;28040;1723;37;273;153;116;283;3083;1770;5268;579;10404;11293;164.0;725.0;104.0;65.0;76.0;94.0;65.0
2036;27931;1660;59;238;166;130;451;2688;1920;5904;593;10963;11826;164.0;699.0;169.0;123.0;127.0;160.0;66.0
2037;28533;1782;55;262;146;124;421;2959;1689;5631;587;10700;11617;167.0;750.0;134.0;91.0;97.0;125.0;50.0
2038;28607;1710;49;260;165;134;375;2936;1909;6085;608;11305;12193;168.0;720.0;136.0;91.0;101.0;125.0;69.0
2039;29324;1779;45;264;178;124;344;2981;2059;5631;611;11015;11936;172.0;749.0;83.0;53.0;52.0;72.0;52.0
2040;29439;1747;48;278;160;133;367;3140;1851;6040;619;11398;12306;173.0;735.0;112.0;74.0;79.0;106.0;73.0
2041;29964;1864;47;292;155;137;359;3298;1793;6222;631;11672;12633;176.0;785.0;141.0;101.0;100.0;128.0;68.0
2042;30255;1782;58;258;146;133;444;2914;1689;6040;595;11087;12014;177.0;750.0;163.0;117.0;125.0;152.0;60.0
2043;30705;1871;54;291;176;124;413;3286;2036;5631;645;11366;12334;180.0;788.0;197.0;142.0;148.0;180.0;76.0
2044;31090;1890;56;286;178;144;428;3230;2059;6540;664;12257;13235;182.0;796.0;129.0;86.0;92.0;118.0;62.0
2045;31485;1978;58;272;171;150;444;3072;1978;6812;651;12306;13324;185.0;833.0;122.0;83.0;82.0;108.0;52.0
2046;31944;1910;55;266;194;135;421;3004;2244;6131;650;11800;12791;187.0;804.0;162.0;119.0;120.0;150.0;62.0
2047;32276;1950;66;261;193;137;505;2948;2233;6222;657;11908;12918;189.0;821.0;280.0;199.0;207.0;255.0;88.0
2048;32562;2027;55;276;182;144;421;3117;2105;6540;657;12183;13227;191.0;853.0;138.0;99.0;100.0;129.0;76.0
2049;32995;1991;55;322;179;122;421;3636;2071;5541;678;11669;12701;194.0;838.0;165.0;115.0;127.0;155.0;62.0
2050;33226;2046;52;277;173;131;398;3128;2001;5949;633;11476;12532;195.0;861.0;155.0;111.0;112.0;141.0;76.0
2051;33673;2033;57;292;174;153;436;3298;2013;6948;676;12695;13748;197.0;856.0;156.0;106.0;112.0;145.0;68.0
2052;33740;1958;52;280;183;133;398;3162;2117;6040;648;11717;12739;198.0;824.0;141.0;104.0;112.0;134.0;60.0
2053;34230;2107;49;279;175;138;375;3151;2024;6267;641;11817;12905;201.0;887.0;75.0;50.0;66.0;76.0;54.0
2054;34105;1976;63;298;204;155;482;3365;2360;7039;720;13246;14278;200.0;832.0;170.0;123.0;131.0;160.0;69.0
2055;34441;2116;66;283;200;184;505;3196;2313;8356;733;14370;15463;202.0;891.0;194.0;136.0;145.0;178.0;81.0
2056;34252;2030;69;301;189;167;528;3399;2186;7584;726;13697;14753;201.0;855.0;202.0;143.0;154.0;190.0;76.0
2057;34495;2163;74;267;196;157;566;3015;2267;7130;694;12978;14091;202.0;911.0;219.0;144.0;165.0;202.0;97.0
2058;34374;2138;69;303;188;156;528;3422;2175;7085;716;13210;14312;202.0;900.0;145.0;97.0;109.0;137.0;77.0
2059;34892;2095;56;317;208;157;428;3580;2406;7130;738;13544;14631;205.0;882.0;142.0;109.0;107.0;130.0;53.0
2060;34649;2103;55;290;208;146;421;3275;2406;6630;699;12732;13820;203.0;885.0;158.0;103.0;112.0;144.0;75.0
2061;35045;2110;58;307;205;137;444;3467;2371;6222;707;12504;13598;206.0;888.0;138.0;93.0;105.0;130.0;75.0
2062;34754;2154;54;309;192;169;413;3490;2221;7675;724;13799;14910;204.0;907.0;130.0;86.0;94.0;115.0;67.0
2063;34871;2101;57;313;188;153;436;3535;2175;6948;711;13094;14184;205.0;885.0;148.0;105.0;111.0;135.0;69.0
2064;34448;2132;61;315;199;143;466;3557;2302;6494;718;12819;13919;202.0;898.0;185.0;133.0;143.0;174.0;78.0
2065;34428;2117;63;326;191;150;482;3682;2209;6812;730;13185;14278;202.0;891.0;132.0;91.0;103.0;126.0;86.0
2066;33998;2062;53;298;201;145;405;3365;2325;6585;697;12680;13747;199.0;868.0;128.0;89.0;97.0;119.0;60.0
2067;33815;2066;65;316;202;138;497;3569;2337;6267;721;12670;13738;198.0;870.0;150.0;104.0;111.0;142.0;79.0
2068;33519;2081;63;302;191;166;482;3411;2209;7539;722;13641;14714;197.0;876.0;184.0;133.0;136.0;168.0;73.0
2069;33518;2069;51;337;203;156;390;3806;2348;7085;747;13629;14697;197.0;871.0;190.0;137.0;153.0;182.0;74.0
2070;32998;1943;50;288;191;143;382;3252;2209;6494;672;12337;13349;194.0;818.0;73.0;50.0;54.0;69.0;49.0
2071;32807;2012;81;306;189;160;619;3456;2186;7266;736;13527;14566;192.0;847.0;162.0;119.0;123.0;153.0;90.0
2072;32411;1928;41;313;221;162;314;3535;2556;7357;737;13762;14764;190.0;812.0;96.0;63.0;70.0;85.0;67.0
2073;31943;1991;52;346;188;153;398;3907;2175;6948;739;13428;14453;187.0;838.0;152.0;106.0;108.0;137.0;68.0
2074;31811;1868;67;336;167;155;512;3795;1932;7039;725;13278;14251;187.0;786.0;135.0;82.0;98.0;127.0;72.0
2075;31298;1883;45;293;211;144;344;3309;2441;6540;693;12634;13611;184.0;793.0;118.0;86.0;92.0;113.0;61.0
2076;31149;1855;40;272;172;134;306;3072;1990;6085;618;11453;12417;183.0;781.0;74.0;46.0;56.0;69.0;50.0
2077;30592;1870;54;285;167;139;413;3219;1932;6313;645;11877;12843;179.0;787.0;131.0;93.0;100.0;124.0;61.0
2078;30703;1854;56;294;179;136;428;3320;2071;6176;665;11995;12956;180.0;781.0;140.0;105.0;109.0;134.0;60.0
2079;30174;1818;59;293;181;121;451;3309;2094;5495;654;11349;12291;177.0;765.0;113.0;69.0;75.0;105.0;63.0
2080;30322;1884;62;291;171;143;474;3286;1978;6494;667;12232;13203;178.0;793.0;152.0;106.0;113.0;143.0;61.0
2081;29914;1827;61;298;214;137;466;3365;2475;6222;710;12528;13472;175.0;769.0;120.0;86.0;90.0;111.0;64.0
2082;30279;1848;66;292;174;152;505;3298;2013;6903;684;12719;13675;178.0;778.0;163.0;113.0;117.0;146.0;66.0
2083;29485;1840;55;304;171;122;421;3433;1978;5541;652;11373;12321;173.0;775.0;105.0;69.0;74.0;92.0;61.0
2084;29954;1795;61;279;184;128;466;3151;2128;5813;652;11558;12490;176.0;756.0;176.0;135.0;140.0;167.0;60.0
2085;28866;1751;46;300;189;143;352;3388;2186;6494;678;12420;13326;169.0;737.0;110.0;74.0;83.0;103.0;55.0
2086;29352;1790;63;285;158;151;482;3219;1828;6858;657;12387;13313;172.0;754.0;174.0;116.0;130.0;165.0;68.0
2087;28379;1743;60;285;173;135;459;3219;2001;6131;653;11810;12710;166.0;734.0;139.0;92.0;102.0;129.0;61.0
2088;28771;1725;62;278;185;115;474;3140;2140;5223;640;10977;11872;169.0;726.0;160.0;103.0;118.0;143.0;67.0
2089;27970;1663;47;269;182;128;359;3038;2105;5813;626;11315;12179;164.0;700.0;62.0;40.0;47.0;58.0;53.0
2090;28399;1651;50;273;185;140;382;3083;2140;6358;648;11963;12825;167.0;695.0;148.0;105.0;107.0;136.0;55.0
2091;27488;1678;50;241;160;137;382;2722;1851;6222;588;11177;12044;161.0;706.0;92.0;58.0;66.0;87.0;46.0
2092;28180;1670;55;284;181;129;421;3207;2094;5858;649;11580;12448;165.0;703.0;126.0;98.0;96.0;117.0;69.0
2093;27509;1685;57;261;171;136;436;2948;1978;6176;625;11538;12408;161.0;709.0;185.0;138.0;141.0;171.0;62.0
2094;27877;1647;47;258;152;130;359;2914;1758;5904;587;10935;11791;163.0;693.0;120.0;80.0;91.0;113.0;41.0
2095;26982;1702;47;257;175;137;359;2902;2024;6222;616;11507;12382;158.0;717.0;126.0;86.0;100.0;120.0;50.0
2096;27636;1785;50;293;168;121;382;3309;1943;5495;632;11129;12042;162.0;751.0;78.0;53.0;59.0;74.0;53.0
2097;26963;1572;60;268;172;131;459;3027;1990;5949;631;11425;12245;158.0;662.0;195.0;130.0;139.0;175.0;68.0
