Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;12873;846;0;309296;5166;31441;114;1826;433.0;114.0;70.0;210.0;154.0;113.0;322.0;241.0;243.0;299.0;114.0
2024;1134859;14257;1297;0;315832;4619;31908;144;1948;421.0;144.0;92.0;206.0;154.0;113.0;470.0;345.0;348.0;436.0;144.0
2025;1147819;13952;1988;0;321258;4495;32800;74;1906;407.0;74.0;57.0;204.0;123.0;97.0;203.0;143.0;161.0;195.0;74.0
2026;1159783;15341;2946;0;326567;4518;32950;68;1895;433.0;68.0;51.0;201.0;140.0;109.0;203.0;141.0;154.0;191.0;68.0
2027;1172178;13867;4038;0;331598;4549;33911;86;1969;395.0;86.0;53.0;199.0;122.0;107.0;156.0;103.0;104.0;135.0;86.0
2028;1182007;14530;4929;0;336513;4599;33924;72;2050;459.0;72.0;45.0;230.0;144.0;112.0;147.0;105.0;114.0;140.0;72.0
2029;1191608;14229;5866;0;341990;4615;34811;83;2007;453.0;83.0;62.0;231.0;133.0;110.0;190.0;142.0;147.0;177.0;83.0
2030;1199971;14814;6607;0;347659;4613;35000;81;2084;483.0;81.0;58.0;244.0;155.0;107.0;147.0;95.0;101.0;135.0;81.0
2031;1208178;13963;6872;0;353201;4586;35974;77;2105;516.0;77.0;50.0;247.0;169.0;127.0;191.0;140.0;143.0;178.0;77.0
2032;1215269;15029;7323;0;357148;4530;35997;80;2108;525.0;80.0;60.0;246.0;160.0;139.0;275.0;200.0;207.0;251.0;80.0
2033;1222975;13790;7777;0;360462;4445;36747;75;2203;499.0;75.0;59.0;254.0;138.0;123.0;195.0;133.0;140.0;178.0;75.0
2034;1228988;13879;8385;0;363640;4408;36715;73;2178;519.0;73.0;53.0;234.0;176.0;129.0;141.0;93.0;109.0;133.0;73.0
2035;1234482;14227;9141;0;366787;4406;37354;76;2219;498.0;76.0;43.0;267.0;150.0;114.0;137.0;87.0;103.0;127.0;76.0
2036;1239568;14179;10062;0;370300;4386;37336;82;2150;518.0;82.0;75.0;234.0;166.0;125.0;208.0;141.0;155.0;197.0;82.0
2037;1243685;14426;10807;0;374439;4337;38021;78;2276;516.0;78.0;70.0;255.0;150.0;119.0;190.0;127.0;139.0;177.0;78.0
2038;1247304;14149;11515;0;379074;4303;38177;92;2199;527.0;92.0;64.0;260.0;164.0;131.0;195.0;132.0;147.0;180.0;92.0
2039;1249938;14343;12153;0;384363;4266;39094;83;2258;532.0;83.0;56.0;261.0;176.0;122.0;140.0;93.0;97.0;127.0;83.0
2040;1252128;14100;12561;0;389619;4294;39220;100;2274;530.0;100.0;56.0;277.0;168.0;129.0;207.0;147.0;152.0;193.0;100.0
2041;1253667;14206;12823;0;394935;4260;40031;87;2373;540.0;87.0;58.0;287.0;153.0;129.0;218.0;158.0;160.0;199.0;87.0
2042;1255050;15392;13231;0;400131;4228;40373;67;2323;509.0;67.0;57.0;244.0;144.0;131.0;167.0;118.0;130.0;154.0;67.0
