Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14306;824;0;309296;5152;93894;395;5519;433.0;395.0;201.0;259.0;243.0;125.0;991.0;720.0;765.0;926.0;395.0
2024;1136314;14720;1239;0;315832;4325;95870;425;5654;377.0;425.0;231.0;226.0;219.0;126.0;1003.0;698.0;749.0;932.0;425.0
2025;1149795;12177;2026;0;321258;3994;97853;216;5753;325.0;216.0;123.0;186.0;145.0;87.0;535.0;365.0;408.0;500.0;216.0
2026;1159946;13785;2988;0;326568;3953;99030;221;5729;307.0;221.0;132.0;158.0;137.0;101.0;521.0;360.0;384.0;487.0;221.0
2027;1170743;13973;3964;0;331597;3926;101123;237;5917;283.0;237.0;130.0;161.0;139.0;90.0;530.0;357.0;380.0;482.0;237.0
2028;1180752;14506;5047;0;336514;3947;102088;240;6053;306.0;240.0;128.0;190.0;143.0;85.0;646.0;443.0;476.0;594.0;240.0
2029;1190211;13510;5807;0;341996;3934;104176;225;6125;317.0;225.0;121.0;186.0;142.0;93.0;520.0;366.0;392.0;479.0;225.0
2030;1197914;13010;6581;0;347654;3931;105343;244;6220;332.0;244.0;131.0;199.0;157.0;89.0;517.0;367.0;386.0;480.0;244.0
2031;1204343;13696;6981;0;353198;3899;107622;244;6283;354.0;244.0;135.0;197.0;167.0;99.0;488.0;325.0;362.0;459.0;244.0
2032;1211058;14933;7359;0;357138;3840;108751;258;6447;366.0;258.0;144.0;193.0;181.0;106.0;638.0;438.0;477.0;590.0;258.0
2033;1218632;12471;7717;0;360465;3743;109913;220;6500;347.0;220.0;131.0;207.0;141.0;88.0;512.0;361.0;381.0;474.0;220.0
2034;1223386;14041;8364;0;363631;3717;110827;238;6485;355.0;238.0;139.0;179.0;159.0;116.0;549.0;374.0;406.0;504.0;238.0
2035;1229063;12172;9219;0;366797;3677;111788;207;6598;322.0;207.0;91.0;201.0;148.0;89.0;363.0;239.0;260.0;331.0;207.0
2036;1232016;13572;10060;0;370371;3733;112763;233;6565;361.0;233.0;128.0;197.0;170.0;99.0;552.0;388.0;418.0;505.0;233.0
2037;1235528;14007;10870;0;374494;3666;113859;218;6817;364.0;218.0;133.0;208.0;150.0;91.0;521.0;363.0;384.0;484.0;218.0
2038;1238665;14408;11469;0;379150;3645;115286;257;6774;383.0;257.0;135.0;218.0;174.0;113.0;613.0;416.0;458.0;572.0;257.0
2039;1241604;14440;12004;0;384468;3615;116719;256;6897;384.0;256.0;141.0;200.0;197.0;102.0;513.0;339.0;370.0;472.0;256.0
2040;1244040;14567;12495;0;389685;3580;118664;258;7002;389.0;258.0;134.0;218.0;185.0;110.0;514.0;360.0;394.0;481.0;258.0
2041;1246112;14178;12808;0;395058;3550;119868;264;7042;387.0;264.0;137.0;232.0;174.0;108.0;586.0;404.0;432.0;541.0;264.0
2042;1247482;12340;13281;0;400207;3494;121991;241;7019;352.0;241.0;140.0;186.0;168.0;99.0;452.0;307.0;340.0;418.0;241.0
