Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2051;1252659;13782;15632;0;441277;3462;103446;268;6096;416.0;268.0;148.0;228.0;187.0;121.0;633.0;268.0
2052;1250809;15792;15441;0;444979;3439;106394;239;6043;430.0;239.0;130.0;232.0;194.0;113.0;547.0;239.0
2053;1251160;14108;15305;0;448125;3399;108391;237;6347;437.0;237.0;117.0;249.0;191.0;117.0;396.0;237.0
2054;1249963;14404;14809;0;449811;3395;111395;274;6514;474.0;274.0;178.0;245.0;211.0;114.0;660.0;274.0
2055;1249558;14401;14508;0;450904;3331;112353;260;6640;482.0;260.0;148.0;230.0;223.0;141.0;567.0;260.0
2056;1249451;13680;14395;0;451519;3280;114402;278;6622;446.0;278.0;165.0;246.0;175.0;138.0;611.0;278.0
2057;1248736;13493;14168;0;451455;3208;114744;258;6846;431.0;258.0;147.0;234.0;187.0;121.0;473.0;258.0
2058;1248061;14124;14186;0;453066;3243;115686;265;6929;462.0;265.0;166.0;230.0;201.0;130.0;556.0;265.0
2059;1247999;13998;14512;0;454343;3195;116563;269;6759;487.0;269.0;140.0;259.0;225.0;132.0;512.0;269.0
2060;1247485;14230;14352;0;455094;3099;117035;304;6729;429.0;304.0;158.0;244.0;209.0;122.0;536.0;304.0
2061;1247363;12999;14689;0;455811;3058;117474;290;6880;439.0;290.0;176.0;239.0;194.0;120.0;685.0;290.0
2062;1245673;13642;14760;0;454826;3029;117106;268;7017;458.0;268.0;149.0;244.0;193.0;140.0;529.0;268.0
2063;1244555;14583;15247;0;453169;2987;116970;272;6894;470.0;272.0;135.0;265.0;206.0;136.0;505.0;272.0
2064;1243891;14546;15422;0;450911;2929;115419;273;6859;438.0;273.0;147.0;252.0;201.0;111.0;610.0;273.0
2065;1243015;13451;15838;0;447425;2939;114116;303;6760;416.0;303.0;150.0;254.0;199.0;116.0;545.0;303.0
2066;1240628;14152;16050;0;443730;2913;112360;240;6690;434.0;240.0;150.0;251.0;176.0;97.0;574.0;240.0
2067;1238730;14041;16242;0;441309;2946;111665;237;6631;424.0;237.0;133.0;236.0;194.0;98.0;452.0;237.0
2068;1236529;13148;16512;0;439173;2946;110134;252;6570;464.0;252.0;148.0;260.0;175.0;133.0;468.0;252.0
2069;1233165;12936;16533;0;435312;2958;110434;265;6664;473.0;265.0;155.0;245.0;209.0;129.0;549.0;265.0
2070;1229568;12439;16624;0;430878;2911;108307;270;6353;447.0;270.0;160.0;233.0;214.0;110.0;533.0;270.0
2071;1225383;13393;16817;0;427206;2866;108903;256;6403;449.0;256.0;139.0;250.0;186.0;130.0;468.0;256.0
2072;1221959;13525;17089;0;421801;2833;107118;250;6312;491.0;250.0;151.0;249.0;214.0;127.0;540.0;250.0
2073;1218395;13299;17150;0;417797;2716;106857;251;6323;478.0;251.0;131.0;263.0;206.0;129.0;465.0;251.0
2074;1214544;14369;17272;0;414279;2647;105667;236;6178;468.0;236.0;125.0;262.0;191.0;126.0;547.0;236.0
2075;1211641;13731;17629;0;410526;2587;105694;238;6308;434.0;238.0;123.0;246.0;203.0;100.0;446.0;238.0
2076;1207743;12997;17723;0;408176;2564;104349;250;6110;420.0;250.0;133.0;237.0;188.0;112.0;502.0;250.0
2077;1203017;12866;17854;0;405208;2575;104289;271;6139;420.0;271.0;146.0;235.0;186.0;124.0;439.0;271.0
2078;1198029;13870;17806;0;402208;2544;104528;239;6216;409.0;239.0;138.0;237.0;172.0;101.0;581.0;239.0
2079;1194093;14103;17897;0;399707;2550;104576;258;6102;427.0;258.0;149.0;246.0;184.0;106.0;525.0;258.0
2080;1190299;12899;17749;0;397848;2544;103840;245;6116;405.0;245.0;142.0;238.0;165.0;105.0;509.0;245.0
2081;1185449;13688;17584;0;396441;2543;103478;258;6139;426.0;258.0;146.0;222.0;206.0;110.0;573.0;258.0
2082;1181553;14134;17526;0;394142;2485;103236;232;6175;433.0;232.0;135.0;224.0;181.0;125.0;442.0;232.0
2083;1178161;13436;17178;0;392509;2471;101125;241;6009;399.0;241.0;136.0;239.0;172.0;93.0;463.0;241.0
2084;1174419;13501;17177;0;389895;2489;101649;221;5977;439.0;221.0;125.0;232.0;188.0;115.0;433.0;221.0
2085;1170743;12989;17023;0;386541;2453;98885;263;5820;428.0;263.0;150.0;251.0;186.0;104.0;583.0;263.0
2086;1166709;14031;16509;0;383360;2444;99361;215;5831;424.0;215.0;128.0;234.0;150.0;127.0;454.0;215.0
2087;1164231;14611;16345;0;379940;2425;97387;252;5766;418.0;252.0;156.0;235.0;173.0;106.0;626.0;252.0
2088;1162497;14790;16017;0;377713;2349;96604;229;5671;400.0;229.0;144.0;210.0;180.0;95.0;419.0;229.0
2089;1161270;13411;15947;0;375307;2347;95042;247;5564;395.0;247.0;140.0;233.0;160.0;109.0;549.0;247.0
2090;1158734;13471;15956;0;372866;2320;94151;210;5412;428.0;210.0;136.0;213.0;169.0;120.0;509.0;210.0
2091;1156249;14261;15552;0;370717;2330;92458;224;5381;390.0;224.0;111.0;202.0;189.0;112.0;489.0;224.0
2092;1154958;14312;15612;0;368760;2368;92843;241;5438;409.0;241.0;124.0;237.0;192.0;97.0;553.0;241.0
2093;1153658;13878;15567;0;366444;2339;91322;207;5408;357.0;207.0;112.0;182.0;170.0;100.0;409.0;207.0
2094;1151969;13301;15573;0;364272;2423;91369;195;5264;413.0;195.0;113.0;217.0;169.0;109.0;350.0;195.0
2095;1149697;14332;15388;0;363607;2428;89859;228;5339;406.0;228.0;134.0;222.0;185.0;93.0;474.0;228.0
2096;1148641;13643;15414;0;363274;2444;90169;207;5364;417.0;207.0;118.0;243.0;174.0;89.0;420.0;207.0
2097;1146870;13622;15330;0;361683;2463;89415;217;5158;398.0;217.0;120.0;222.0;175.0;98.0;370.0;217.0
2098;1145162;15125;15249;0;362561;2465;89333;197;5288;435.0;197.0;110.0;230.0;183.0;109.0;374.0;197.0
2099;1145038;15300;15155;0;360810;2443;90121;229;5288;437.0;229.0;113.0;221.0;199.0;133.0;401.0;229.0
2100;1145183;13587;15069;0;360361;2374;89291;200;5161;408.0;200.0;123.0;222.0;160.0;103.0;434.0;200.0
2101;1143701;15275;14740;0;359608;2369;90162;197;5238;412.0;197.0;121.0;238.0;154.0;96.0;472.0;197.0
2102;1144236;13340;14838;0;360006;2358;88961;209;5125;412.0;209.0;118.0;203.0;191.0;109.0;420.0;209.0
2103;1142738;13305;14545;0;360359;2334;89174;227;5233;420.0;227.0;133.0;231.0;189.0;94.0;419.0;227.0
2104;1141498;14004;14527;0;361030;2307;89200;206;5187;394.0;206.0;106.0;212.0;171.0;111.0;468.0;206.0
2105;1140975;14264;14468;0;361154;2318;89909;206;5364;411.0;206.0;108.0;228.0;171.0;110.0;358.0;206.0
2106;1140771;13572;14314;0;360707;2299;89995;232;5248;384.0;232.0;130.0;218.0;160.0;108.0;401.0;232.0
2107;1140029;13705;13992;0;360069;2263;90262;200;5329;355.0;200.0;107.0;202.0;146.0;100.0;423.0;200.0
2108;1139742;14930;14027;0;360216;2362;89002;202;5164;421.0;202.0;127.0;219.0;164.0;113.0;391.0;202.0
2109;1140645;12653;13907;0;359174;2329;90474;216;5301;425.0;216.0;114.0;236.0;197.0;94.0;318.0;216.0
2110;1139391;13349;13746;0;358433;2292;87478;197;5062;379.0;197.0;123.0;206.0;156.0;91.0;398.0;197.0
2111;1138994;13882;13595;0;358134;2360;89790;236;5288;388.0;236.0;128.0;226.0;158.0;112.0;462.0;236.0
2112;1139281;14929;13427;0;358875;2311;87188;215;5118;401.0;215.0;132.0;218.0;151.0;115.0;482.0;215.0
2113;1140783;13778;13653;0;359452;2288;90923;205;5330;394.0;205.0;112.0;191.0;199.0;97.0;415.0;205.0
2114;1140908;14167;13456;0;359198;2310;87475;223;5162;393.0;223.0;117.0;214.0;183.0;102.0;488.0;223.0
2115;1141619;13691;13408;0;359039;2283;90924;203;5376;402.0;203.0;112.0;230.0;176.0;87.0;395.0;203.0
2116;1141902;14153;13617;0;358109;2252;87139;196;5115;391.0;196.0;113.0;217.0;156.0;101.0;322.0;196.0
2117;1142438;13998;13364;0;358431;2253;90017;199;5383;376.0;199.0;115.0;195.0;165.0;100.0;431.0;199.0
2118;1143072;14907;13498;0;358334;2267;87087;218;5215;399.0;218.0;116.0;203.0;197.0;101.0;409.0;218.0
2119;1144481;14311;13455;0;357485;2236;90372;211;5241;390.0;211.0;124.0;229.0;157.0;91.0;451.0;211.0
2120;1145337;14602;13135;0;356233;2184;86796;201;5044;378.0;201.0;114.0;181.0;172.0;112.0;390.0;201.0
2121;1146804;14629;13215;0;355399;2142;89981;195;5169;368.0;195.0;119.0;189.0;152.0;103.0;481.0;195.0
2122;1148218;14051;13242;0;354554;2132;85911;184;5057;383.0;184.0;106.0;198.0;160.0;103.0;397.0;184.0
2123;1149027;13359;13399;0;354297;2132;90223;200;5282;400.0;200.0;110.0;218.0;162.0;110.0;329.0;200.0
2124;1148987;13746;13352;0;354771;2127;86923;191;5321;350.0;191.0;109.0;173.0;164.0;95.0;315.0;191.0
2125;1149381;14020;13334;0;356070;2149;90050;199;5309;351.0;199.0;111.0;199.0;157.0;83.0;337.0;199.0
2126;1150067;14530;13211;0;355225;2210;88323;214;5272;363.0;214.0;110.0;196.0;175.0;96.0;367.0;214.0
2127;1151386;14729;13196;0;354754;2183;89614;240;5324;360.0;240.0;136.0;195.0;168.0;101.0;482.0;240.0
2128;1152919;13039;13059;0;353964;2189;88709;204;5219;361.0;204.0;122.0;191.0;157.0;95.0;421.0;204.0
2129;1152899;14243;13150;0;354628;2197;88457;183;5243;361.0;183.0;110.0;190.0;154.0;90.0;379.0;183.0
2130;1153992;13677;13312;0;353780;2195;88118;206;5066;397.0;206.0;121.0;224.0;159.0;99.0;412.0;206.0
2131;1154357;14136;13095;0;353434;2190;87393;205;5255;374.0;205.0;126.0;216.0;145.0;92.0;423.0;205.0
2132;1155398;13159;13284;0;353982;2201;88151;227;5237;374.0;227.0;122.0;196.0;182.0;101.0;384.0;227.0
2133;1155273;14872;13176;0;354231;2145;87214;205;5132;362.0;205.0;106.0;213.0;145.0;103.0;378.0;205.0
2134;1156969;14080;13254;0;354350;2158;87610;182;5175;380.0;182.0;110.0;206.0;160.0;86.0;422.0;182.0
2135;1157795;14283;13132;0;354431;2164;87806;216;5150;373.0;216.0;125.0;200.0;158.0;106.0;434.0;216.0
2136;1158946;13550;13244;0;354788;2161;87932;222;5165;371.0;222.0;129.0;204.0;156.0;104.0;529.0;222.0
2137;1159252;14611;13076;0;355846;2169;87190;201;5192;360.0;201.0;100.0;208.0;164.0;89.0;308.0;201.0
2138;1160787;14327;13000;0;356299;2166;87682;185;5204;379.0;185.0;117.0;191.0;179.0;77.0;379.0;185.0
2139;1162114;13131;13303;0;356298;2127;87163;153;5154;357.0;153.0;84.0;181.0;150.0;95.0;311.0;153.0
2140;1161942;13926;13231;0;356551;2140;88053;190;5148;381.0;190.0;101.0;216.0;164.0;90.0;394.0;190.0
2141;1162637;13663;13254;0;356332;2174;86638;223;5172;403.0;223.0;132.0;227.0;171.0;96.0;437.0;223.0
2142;1163046;14588;13094;0;356962;2147;87537;216;5148;339.0;216.0;132.0;180.0;155.0;88.0;492.0;216.0
2143;1164540;13199;13035;0;356651;2167;86963;182;5209;351.0;182.0;102.0;203.0;146.0;82.0;346.0;182.0
2144;1164704;12968;12981;0;356561;2243;87518;221;5113;348.0;221.0;142.0;181.0;153.0;93.0;480.0;221.0
2145;1164691;13775;13158;0;357162;2290;87593;211;5257;367.0;211.0;118.0;191.0;165.0;104.0;397.0;211.0
2146;1165308;13795;13149;0;357806;2323;87890;190;5144;401.0;190.0;105.0;226.0;139.0;121.0;351.0;190.0
2147;1165954;13782;13097;0;357500;2276;88631;210;5224;384.0;210.0;124.0;211.0;153.0;106.0;378.0;210.0
2148;1166639;14310;13080;0;358972;2274;88516;213;5253;400.0;213.0;141.0;187.0;185.0;100.0;471.0;213.0
2149;1167869;12501;13245;0;360455;2241;89864;242;5259;417.0;242.0;131.0;234.0;178.0;116.0;379.0;242.0
2150;1167125;13813;12978;0;359586;2181;89614;187;5217;392.0;187.0;103.0;206.0;182.0;88.0;337.0;187.0
2151;1167960;13171;13184;0;360148;2195;89438;184;5299;365.0;184.0;116.0;184.0;150.0;99.0;331.0;184.0
2152;1167947;12700;13128;0;360914;2192;89544;204;5267;378.0;204.0;115.0;209.0;164.0;94.0;447.0;204.0
2153;1167519;13852;12998;0;360812;2222;90253;218;5244;383.0;218.0;128.0;212.0;163.0;98.0;471.0;218.0
2154;1168373;13836;13058;0;360712;2216;89893;221;5256;363.0;221.0;124.0;202.0;177.0;81.0;462.0;221.0
2155;1169151;14197;12880;0;359901;2186;89735;211;5353;383.0;211.0;127.0;215.0;165.0;87.0;436.0;211.0
2156;1170468;14047;13009;0;359893;2155;89203;246;5217;365.0;246.0;135.0;222.0;177.0;77.0;518.0;246.0
2157;1171506;14988;13059;0;359946;2109;89994;177;5392;359.0;177.0;96.0;206.0;162.0;72.0;322.0;177.0
2158;1173435;13707;13103;0;360072;2171;89139;234;5266;388.0;234.0;141.0;206.0;168.0;107.0;509.0;234.0
2159;1174039;13934;13183;0;359601;2111;90588;228;5289;352.0;228.0;123.0;190.0;164.0;103.0;503.0;228.0
2160;1174790;14681;13089;0;358545;2139;89794;201;5424;354.0;201.0;109.0;203.0;151.0;92.0;312.0;201.0
2161;1176382;12506;13038;0;358370;2166;90287;219;5303;343.0;219.0;130.0;186.0;147.0;99.0;476.0;219.0
2162;1175850;14849;13026;0;358807;2194;90485;210;5466;386.0;210.0;119.0;192.0;181.0;104.0;404.0;210.0
2163;1177673;13832;12823;0;357435;2149;90036;191;5359;342.0;191.0;115.0;178.0;150.0;90.0;366.0;191.0
2164;1178682;13594;13032;0;356790;2179;89283;191;5301;392.0;191.0;104.0;203.0;180.0;96.0;329.0;191.0
2165;1179244;12813;13023;0;356415;2146;89461;199;5245;378.0;199.0;113.0;187.0;175.0;102.0;439.0;199.0
2166;1179034;13291;13345;0;356247;2158;88938;217;5152;369.0;217.0;118.0;189.0;174.0;105.0;354.0;217.0
2167;1178980;14616;12988;0;356034;2132;88869;233;5201;364.0;233.0;133.0;215.0;148.0;101.0;468.0;233.0
2168;1180608;14773;13239;0;356860;2156;88723;210;5166;355.0;210.0;120.0;198.0;144.0;103.0;409.0;210.0
2169;1182142;14736;13085;0;357737;2168;88770;209;5274;358.0;209.0;120.0;200.0;161.0;86.0;482.0;209.0
2170;1183793;14022;12866;0;358834;2212;88639;197;5220;375.0;197.0;115.0;205.0;164.0;88.0;357.0;197.0
2171;1184949;14089;13165;0;360278;2227;88680;223;5206;363.0;223.0;125.0;192.0;167.0;102.0;469.0;223.0
2172;1185873;15309;13228;0;360320;2228;88469;219;5248;378.0;219.0;126.0;203.0;149.0;119.0;356.0;219.0
2173;1187954;14040;13026;0;360140;2189;89468;201;5316;400.0;201.0;113.0;216.0;183.0;89.0;426.0;201.0
2174;1188968;13539;13081;0;360240;2211;88170;212;5185;363.0;212.0;123.0;225.0;137.0;90.0;376.0;212.0
2175;1189426;14005;12838;0;359749;2227;89012;207;5332;371.0;207.0;112.0;224.0;150.0;92.0;391.0;207.0
2176;1190593;14017;13007;0;360214;2260;87469;232;5242;397.0;232.0;134.0;228.0;174.0;93.0;549.0;232.0
2177;1191603;14121;12816;0;359807;2255;89061;229;5282;374.0;229.0;137.0;200.0;171.0;95.0;421.0;229.0
2178;1192908;12370;12650;0;359074;2232;86829;215;5230;353.0;215.0;119.0;202.0;157.0;90.0;392.0;215.0
2179;1192628;14626;12744;0;360552;2219;89739;205;5332;373.0;205.0;109.0;210.0;158.0;101.0;382.0;205.0
2180;1194510;12760;12864;0;359917;2205;87993;201;5188;402.0;201.0;110.0;205.0;183.0;105.0;459.0;201.0
2181;1194406;15063;12651;0;360084;2199;90210;227;5406;408.0;227.0;126.0;220.0;187.0;102.0;440.0;227.0
2182;1196818;14556;12400;0;360315;2142;89029;216;5370;357.0;216.0;103.0;204.0;165.0;101.0;306.0;216.0
2183;1198974;15167;12510;0;361481;2141;90556;215;5404;345.0;215.0;127.0;186.0;163.0;84.0;412.0;215.0
2184;1201631;12880;12732;0;361395;2139;88826;168;5222;372.0;168.0;83.0;214.0;141.0;102.0;281.0;168.0
2185;1201779;14347;12661;0;362213;2183;91128;183;5345;375.0;183.0;109.0;216.0;141.0;92.0;430.0;183.0
2186;1203465;15001;12637;0;363199;2204;89304;233;5203;372.0;233.0;114.0;229.0;162.0;100.0;433.0;233.0
2187;1205829;14319;12686;0;363747;2207;91965;196;5492;358.0;196.0;107.0;189.0;160.0;98.0;454.0;196.0
2188;1207462;12904;12517;0;363425;2204;89661;216;5260;379.0;216.0;121.0;187.0;178.0;109.0;347.0;216.0
2189;1207849;12992;12986;0;363820;2189;90791;219;5331;379.0;219.0;115.0;214.0;169.0;100.0;463.0;219.0
2190;1207855;14316;12879;0;364095;2141;90667;215;5306;373.0;215.0;126.0;221.0;146.0;95.0;456.0;215.0
2191;1209292;14133;12728;0;363563;2109;90164;189;5263;365.0;189.0;109.0;193.0;159.0;93.0;323.0;189.0
2192;1210697;13813;13090;0;363965;2130;90838;211;5436;357.0;211.0;119.0;189.0;159.0;101.0;436.0;211.0
2193;1211420;14837;13132;0;363646;2131;89862;201;5387;371.0;201.0;125.0;191.0;164.0;92.0;414.0;201.0
2194;1213125;14167;13182;0;362360;2152;91711;211;5361;349.0;211.0;119.0;207.0;139.0;95.0;466.0;211.0
2195;1214110;14064;13308;0;361911;2146;89175;193;5279;372.0;193.0;113.0;189.0;158.0;105.0;339.0;193.0
2196;1214866;13299;13431;0;360776;2194;91503;226;5268;379.0;226.0;108.0;219.0;176.0;102.0;372.0;226.0
2197;1214734;13473;13577;0;359577;2181;88977;202;5193;360.0;202.0;111.0;207.0;156.0;88.0;403.0;202.0
2198;1214630;15408;13502;0;360170;2199;90572;204;5377;346.0;204.0;110.0;199.0;137.0;104.0;379.0;204.0
2199;1216536;14464;13589;0;360119;2223;89411;226;5305;377.0;226.0;135.0;223.0;149.0;96.0;450.0;226.0
2200;1217411;13807;13509;0;359764;2184;90742;188;5251;392.0;188.0;109.0;208.0;161.0;102.0;353.0;188.0
2201;1217709;13490;13440;0;359223;2189;89018;206;5277;405.0;206.0;133.0;199.0;171.0;108.0;537.0;206.0
2202;1217759;12819;13542;0;358875;2097;90253;181;5225;322.0;181.0;106.0;190.0;110.0;97.0;380.0;181.0
2203;1217036;14341;13726;0;358087;2184;89133;186;5305;389.0;186.0;104.0;204.0;168.0;99.0;365.0;186.0
2204;1217651;14098;14002;0;358556;2175;89759;205;5190;369.0;205.0;120.0;213.0;153.0;88.0;445.0;205.0
2205;1217747;14770;13782;0;357673;2182;89405;190;5227;358.0;190.0;96.0;191.0;155.0;106.0;374.0;190.0
2206;1218735;14271;13994;0;357846;2168;89404;199;5347;374.0;199.0;133.0;184.0;148.0;108.0;457.0;199.0
2207;1219012;13575;13867;0;357950;2147;89442;214;5246;372.0;214.0;114.0;193.0;174.0;105.0;378.0;214.0
2208;1218720;14389;14061;0;357946;2150;89258;204;5221;378.0;204.0;114.0;220.0;155.0;93.0;384.0;204.0
2209;1219048;13651;14013;0;357565;2150;90053;231;5198;378.0;231.0;117.0;208.0;178.0;106.0;479.0;231.0
2210;1218686;14935;14006;0;358188;2110;88179;184;5104;350.0;184.0;105.0;192.0;147.0;90.0;383.0;184.0
2211;1219615;15667;13956;0;356928;2206;90360;203;5306;373.0;203.0;106.0;194.0;173.0;103.0;404.0;203.0
2212;1221326;14308;14076;0;357513;2170;87775;202;5308;357.0;202.0;129.0;176.0;149.0;105.0;397.0;202.0
2213;1221558;13478;13883;0;357449;2174;90166;221;5505;355.0;221.0;116.0;185.0;174.0;101.0;411.0;221.0
2214;1221153;14297;13793;0;357694;2176;87282;212;5125;380.0;212.0;110.0;214.0;163.0;105.0;468.0;212.0
2215;1221657;14696;13999;0;357485;2173;89663;197;5398;385.0;197.0;107.0;210.0;164.0;101.0;408.0;197.0
2216;1222354;13481;14010;0;356623;2156;87295;200;5271;373.0;200.0;117.0;191.0;159.0;106.0;486.0;200.0
2217;1221825;13743;13991;0;357613;2150;89092;192;5361;364.0;192.0;115.0;187.0;159.0;95.0;479.0;192.0
2218;1221577;15730;14003;0;357873;2167;87976;214;5125;358.0;214.0;104.0;206.0;171.0;91.0;486.0;214.0
2219;1223304;13307;14086;0;358832;2170;88529;189;5190;379.0;189.0;104.0;185.0;167.0;112.0;350.0;189.0
2220;1222525;14674;13958;0;359585;2172;88704;206;5344;371.0;206.0;111.0;211.0;161.0;94.0;420.0;206.0
2221;1223241;14072;13969;0;358883;2213;89322;204;5400;363.0;204.0;109.0;211.0;162.0;85.0;446.0;204.0
2222;1223344;13852;14145;0;359943;2209;87884;196;5226;385.0;196.0;95.0;213.0;173.0;100.0;351.0;196.0
