Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;12736;841;0;309296;5145;7787;13;469;433.0;13.0;22.0;190.0;125.0;109.0;9.0;5.0;8.0;11.0;13.0
2024;1134727;14595;1299;0;315833;4699;8018;31;508;439.0;31.0;30.0;199.0;128.0;113.0;111.0;81.0;82.0;102.0;31.0
2025;1148023;14452;2051;0;321258;4710;8122;17;455;454.0;17.0;28.0;214.0;123.0;106.0;54.0;38.0;38.0;49.0;17.0
2026;1160424;15082;2914;0;326569;4745;8310;17;488;474.0;17.0;19.0;209.0;138.0;125.0;10.0;6.0;5.0;11.0;17.0
2027;1172592;14717;3940;0;331596;4753;8424;19;504;447.0;19.0;24.0;216.0;109.0;117.0;27.0;17.0;21.0;25.0;19.0
2028;1183369;12573;5008;0;336519;4834;8576;17;505;507.0;17.0;22.0;249.0;136.0;117.0;10.0;5.0;8.0;10.0;17.0
2029;1190934;13828;5988;0;341997;4845;8644;22;504;497.0;22.0;38.0;241.0;123.0;117.0;51.0;36.0;40.0;49.0;22.0
2030;1198774;13873;6482;0;347667;4862;8774;19;485;533.0;19.0;27.0;253.0;152.0;120.0;49.0;30.0;34.0;44.0;19.0
2031;1206165;15531;6909;0;353197;4835;8991;16;500;573.0;16.0;27.0;262.0;159.0;141.0;36.0;25.0;27.0;34.0;16.0
2032;1214787;12969;7455;0;357146;4809;9031;24;534;598.0;24.0;39.0;257.0;172.0;154.0;78.0;51.0;59.0;74.0;24.0
2033;1220301;14527;7652;0;360461;4706;9209;16;540;555.0;16.0;28.0;267.0;144.0;132.0;10.0;2.0;3.0;9.0;16.0
2034;1227176;14752;8378;0;363576;4685;9147;18;545;587.0;18.0;24.0;244.0;192.0;145.0;24.0;17.0;21.0;23.0;18.0
2035;1233550;13233;9217;0;366746;4646;9316;15;553;550.0;15.0;18.0;281.0;143.0;123.0;2.0;-3.0;1.0;0.0;15.0
2036;1237566;14292;9949;0;370286;4653;9285;25;545;580.0;25.0;41.0;261.0;165.0;138.0;78.0;61.0;59.0;71.0;25.0
2037;1241909;13647;10893;0;374406;4588;9449;18;570;570.0;18.0;37.0;269.0;152.0;130.0;35.0;21.0;23.0;30.0;18.0
2038;1244663;13933;11509;0;379050;4545;9494;31;543;574.0;31.0;38.0;272.0;160.0;135.0;60.0;40.0;44.0;58.0;31.0
2039;1247087;14264;12098;0;384325;4540;9722;25;591;607.0;25.0;37.0;284.0;174.0;137.0;34.0;22.0;22.0;34.0;25.0
2040;1249253;12870;12680;0;389566;4525;9787;23;556;588.0;23.0;25.0;277.0;164.0;145.0;32.0;22.0;24.0;29.0;23.0
2041;1249443;14419;12778;0;394909;4535;9937;23;597;599.0;23.0;28.0;298.0;156.0;140.0;64.0;46.0;45.0;57.0;23.0
2042;1251084;13865;13253;0;400117;4485;10074;25;554;572.0;25.0;40.0;270.0;150.0;137.0;58.0;41.0;45.0;55.0;25.0
