Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2023;1122832;14358;822;0;309296;5139;51585;228;3103;433.0;228.0;118.0;234.0;193.0;116.0;485.0;228.0
2024;1136368;13745;1210;0;315833;4479;53613;256;3193;394.0;256.0;152.0;207.0;175.0;116.0;602.0;256.0
2025;1148903;14804;2084;0;321259;4312;55936;146;3291;372.0;146.0;86.0;194.0;139.0;99.0;277.0;146.0
2026;1161623;13090;2992;0;326567;4284;57428;147;3351;385.0;147.0;84.0;183.0;145.0;120.0;283.0;147.0
2027;1171721;15247;4011;0;331597;4282;59734;166;3510;329.0;166.0;103.0;175.0;125.0;92.0;407.0;166.0
2028;1182957;14169;4990;0;336515;4313;60850;151;3672;365.0;151.0;87.0;210.0;124.0;95.0;391.0;151.0
2029;1192136;12932;5927;0;341995;4334;62574;147;3630;382.0;147.0;98.0;197.0;132.0;102.0;338.0;147.0
2030;1199141;13325;6525;0;347668;4325;63059;167;3821;408.0;167.0;96.0;215.0;157.0;107.0;335.0;167.0
2031;1205941;13446;6804;0;353195;4318;65012;142;3831;436.0;142.0;81.0;218.0;175.0;104.0;286.0;142.0
2032;1212583;13313;7276;0;357157;4256;65119;158;3845;452.0;158.0;91.0;216.0;174.0;129.0;288.0;158.0
2033;1218620;14716;7764;0;360486;4187;66113;154;3997;429.0;154.0;99.0;227.0;152.0;105.0;258.0;154.0
2034;1225572;14261;8443;0;363624;4133;66389;161;3911;440.0;161.0;90.0;197.0;187.0;127.0;317.0;161.0
2035;1231390;14681;9200;0;366766;4101;66590;144;3917;417.0;144.0;80.0;236.0;142.0;103.0;329.0;144.0
2036;1236871;14292;10145;0;370294;4116;66001;173;3833;439.0;173.0;107.0;224.0;170.0;111.0;421.0;173.0
2037;1241018;14404;10848;0;374423;4049;66073;151;3971;437.0;151.0;94.0;238.0;152.0;104.0;311.0;151.0
2038;1244574;13536;11428;0;379086;4033;65271;160;3871;452.0;160.0;103.0;234.0;162.0;113.0;383.0;160.0
2039;1246682;13731;12019;0;384353;4000;65515;152;3900;458.0;152.0;100.0;226.0;172.0;112.0;335.0;152.0
2040;1248394;15238;12614;0;389549;3984;65592;182;3810;465.0;182.0;90.0;253.0;183.0;121.0;359.0;182.0
2041;1251018;13477;12700;0;394931;3987;66304;192;3872;467.0;192.0;112.0;259.0;169.0;119.0;410.0;192.0
2042;1251795;14872;13111;0;400123;3910;67199;158;3863;438.0;158.0;104.0;220.0;159.0;113.0;359.0;158.0
