Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125345;7945;268;276;281;129;2049;3117;3250;5858;954;14274;18354;735.0;3345.0;1315.0;954.0;1020.0;1235.0;521.0
2024;128042;8114;303;231;241;118;2317;2609;2788;5359;893;13073;17240;751.0;3416.0;1391.0;970.0;1033.0;1292.0;552.0
2025;130528;7980;182;176;152;87;1392;1988;1758;3951;597;9089;13215;766.0;3360.0;783.0;540.0;595.0;731.0;325.0
2026;132358;8004;156;153;147;91;1193;1728;1700;4133;547;8754;12900;776.0;3370.0;639.0;435.0;474.0;585.0;289.0
2027;134783;8114;151;152;145;83;1155;1717;1677;3769;531;8318;12525;791.0;3416.0;612.0;399.0;438.0;556.0;301.0
2028;136405;8391;160;168;147;88;1224;1897;1700;3996;563;8817;13150;800.0;3533.0;773.0;528.0;572.0;720.0;319.0
2029;138751;8473;159;154;148;74;1216;1739;1712;3361;535;8028;12409;814.0;3567.0;714.0;506.0;547.0;667.0;311.0
2030;140895;8527;171;166;169;85;1308;1875;1955;3860;591;8998;13414;826.0;3590.0;726.0;490.0;539.0;673.0;331.0
2031;143371;8649;165;172;163;89;1262;1942;1885;4042;589;9131;13613;841.0;3641.0;682.0;474.0;486.0;626.0;303.0
2032;145373;8943;177;179;177;87;1354;2021;2047;3951;620;9373;13991;853.0;3765.0;834.0;583.0;616.0;764.0;333.0
2033;146584;8911;156;182;137;82;1193;2055;1585;3724;557;8557;13169;860.0;3752.0;596.0;406.0;452.0;558.0;298.0
2034;148030;9032;163;174;172;103;1247;1965;1990;4678;612;9880;14551;868.0;3803.0;785.0;547.0;579.0;719.0;325.0
2035;149146;9137;148;175;164;85;1132;1976;1897;3860;572;8865;13587;875.0;3847.0;569.0;372.0;409.0;525.0;317.0
2036;150610;9094;171;170;172;96;1308;1920;1990;4360;609;9578;14290;883.0;3829.0;684.0;465.0;511.0;636.0;317.0
2037;151947;9364;153;181;157;69;1170;2044;1816;3134;560;8164;12997;891.0;3942.0;678.0;466.0;497.0;621.0;282.0
2038;153867;9385;188;192;169;87;1438;2168;1955;3951;636;9512;14365;902.0;3951.0;847.0;582.0;654.0;794.0;343.0
2039;155823;9515;182;178;187;92;1392;2010;2163;4178;639;9743;14663;914.0;4006.0;741.0;508.0;545.0;681.0;339.0
2040;158221;9709;150;206;194;105;1147;2326;2244;4768;655;10485;15501;928.0;4088.0;591.0;408.0;450.0;544.0;345.0
2041;160014;9815;176;195;186;86;1346;2202;2152;3906;643;9606;14676;938.0;4132.0;818.0;580.0;612.0;754.0;353.0
2042;162724;9706;193;171;159;91;1476;1931;1839;4133;614;9379;14419;954.0;4086.0;785.0;539.0;573.0;720.0;336.0
2043;164191;10069;177;203;200;78;1354;2293;2313;3542;658;9502;14704;963.0;4239.0;832.0;590.0;633.0;780.0;366.0
