Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;7786;483;23;190;125;109;176;2146;1446;4950;447;8718;8967;46.0;203.0;11.0;6.0;10.0;13.0;14.0
2024;8017;540;30;200;128;113;229;2259;1481;5132;471;9101;9375;47.0;227.0;111.0;81.0;82.0;102.0;32.0
2025;8121;472;27;214;123;107;206;2417;1423;4859;471;8905;9152;48.0;199.0;52.0;37.0;36.0;47.0;17.0
2026;8311;503;18;208;138;125;138;2349;1596;5677;489;9760;10021;49.0;212.0;10.0;6.0;5.0;11.0;15.0
2027;8424;522;24;216;109;116;184;2439;1261;5268;465;9152;9421;49.0;220.0;21.0;12.0;16.0;19.0;18.0
2028;8576;522;23;249;135;117;176;2812;1562;5313;524;9863;10133;50.0;220.0;10.0;3.0;6.0;9.0;17.0
2029;8645;522;36;240;123;117;275;2710;1423;5313;516;9721;9992;51.0;220.0;35.0;23.0;29.0;35.0;20.0
2030;8774;503;26;254;152;120;199;2868;1758;5450;552;10275;10538;51.0;212.0;46.0;30.0;34.0;43.0;19.0
2031;8995;517;27;261;159;140;206;2948;1839;6358;587;11351;11622;53.0;218.0;41.0;29.0;30.0;38.0;16.0
2032;9033;558;38;256;171;153;291;2891;1978;6948;618;12108;12396;53.0;235.0;67.0;44.0;49.0;62.0;22.0
2033;9208;557;29;266;144;135;222;3004;1666;6131;574;11023;11311;54.0;234.0;15.0;6.0;7.0;14.0;17.0
2034;9148;570;30;241;193;145;229;2722;2233;6585;609;11769;12063;54.0;240.0;40.0;24.0;31.0;38.0;24.0
2035;9318;572;22;281;142;123;168;3173;1643;5586;568;10570;10866;55.0;241.0;12.0;3.0;7.0;10.0;19.0
2036;9288;568;40;257;165;139;306;2902;1909;6313;601;11430;11723;54.0;239.0;67.0;51.0;51.0;62.0;23.0
2037;9445;586;36;271;151;131;275;3060;1747;5949;589;11031;11333;55.0;247.0;28.0;17.0;19.0;23.0;17.0
2038;9491;573;37;272;161;134;283;3072;1862;6085;604;11302;11599;56.0;241.0;60.0;42.0;45.0;58.0;31.0
2039;9721;611;33;283;175;136;252;3196;2024;6176;627;11648;11962;57.0;257.0;25.0;17.0;16.0;26.0;20.0
2040;9779;581;26;277;162;143;199;3128;1874;6494;608;11695;11997;57.0;245.0;46.0;33.0;34.0;42.0;25.0
2041;9940;621;28;296;159;139;214;3343;1839;6313;622;11709;12028;58.0;261.0;46.0;32.0;32.0;41.0;22.0
2042;10067;575;39;271;148;137;298;3060;1712;6222;595;11292;11593;59.0;242.0;53.0;38.0;42.0;51.0;21.0
