Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;125340;7948;271;277;280;129;2072;3128;3239;5858;957;14297;18378;735.0;3346.0;1347.0;973.0;1042.0;1264.0;524.0
2024;128038;8114;306;231;239;119;2340;2609;2765;5404;895;13118;17285;751.0;3416.0;1400.0;974.0;1038.0;1300.0;554.0
2025;130529;7976;176;176;154;86;1346;1988;1781;3906;592;9021;13145;766.0;3358.0;762.0;534.0;578.0;709.0;321.0
2026;132353;8009;157;152;151;91;1201;1717;1747;4133;551;8798;12946;776.0;3372.0;629.0;429.0;469.0;578.0;293.0
2027;134785;8107;155;147;141;83;1185;1660;1631;3769;526;8245;12449;791.0;3413.0;629.0;416.0;454.0;575.0;296.0
2028;136406;8383;158;163;142;87;1208;1841;1643;3951;550;8643;12972;800.0;3529.0;791.0;543.0;583.0;733.0;310.0
2029;138761;8481;166;155;146;76;1269;1750;1689;3451;543;8159;12544;814.0;3571.0;713.0;491.0;539.0;663.0;317.0
2030;140897;8539;174;170;176;84;1331;1920;2036;3815;604;9102;13523;826.0;3595.0;759.0;520.0;564.0;705.0;343.0
2031;143370;8668;171;175;174;89;1308;1976;2013;4042;609;9339;13829;841.0;3649.0;701.0;483.0;506.0;649.0;323.0
2032;145383;8919;159;181;175;85;1216;2044;2024;3860;600;9144;13752;853.0;3755.0;776.0;539.0;578.0;709.0;311.0
2033;146575;8898;143;181;138;80;1094;2044;1596;3633;542;8367;12973;860.0;3746.0;574.0;394.0;437.0;535.0;285.0
2034;148019;9027;167;173;170;102;1277;1954;1966;4632;612;9829;14497;868.0;3800.0;753.0;518.0;555.0;694.0;330.0
2035;149141;9123;142;177;157;85;1086;1999;1816;3860;561;8761;13477;875.0;3841.0;537.0;351.0;388.0;494.0;310.0
2036;150613;9106;177;168;179;96;1354;1897;2071;4360;620;9682;14399;883.0;3834.0;705.0;480.0;526.0;651.0;327.0
2037;151955;9383;159;184;162;74;1216;2078;1874;3361;579;8529;13370;891.0;3950.0;672.0;458.0;489.0;615.0;296.0
2038;153856;9387;184;195;163;87;1407;2202;1885;3951;629;9445;14299;902.0;3952.0;857.0;586.0;653.0;799.0;337.0
2039;155814;9515;176;183;196;94;1346;2067;2267;4269;649;9949;14869;914.0;4006.0;719.0;495.0;536.0;663.0;338.0
2040;158200;9724;159;207;195;101;1216;2338;2256;4587;662;10397;15419;928.0;4094.0;624.0;436.0;470.0;575.0;356.0
2041;159985;9817;189;191;184;85;1445;2157;2128;3860;649;9590;14661;938.0;4133.0;886.0;616.0;667.0;821.0;356.0
2042;162704;9692;188;164;164;89;1438;1852;1897;4042;605;9229;14263;954.0;4080.0;766.0;529.0;569.0;707.0;334.0
