Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;62706;3948;118;232;193;118;902;2620;2233;5359;661;11114;13144;368.0;1662.0;506.0;365.0;390.0;472.0;228.0
2024;63645;4056;152;210;177;124;1162;2372;2047;5631;663;11212;13293;373.0;1708.0;670.0;472.0;501.0;622.0;264.0
2025;65352;3959;103;198;134;95;788;2236;1550;4314;530;8888;10938;383.0;1667.0;438.0;302.0;331.0;409.0;153.0
2026;65783;3964;102;176;146;111;780;1988;1689;5041;535;9498;11553;386.0;1669.0;387.0;269.0;283.0;363.0;160.0
2027;67514;4081;96;182;126;103;734;2055;1458;4678;507;8925;11039;396.0;1718.0;351.0;239.0;254.0;318.0;163.0
2028;67888;4226;90;200;144;92;688;2259;1666;4178;526;8791;10968;398.0;1779.0;417.0;287.0;310.0;387.0;149.0
2029;69518;4164;92;208;130;106;704;2349;1504;4814;536;9371;11532;408.0;1753.0;335.0;227.0;252.0;314.0;147.0
2030;70002;4352;96;219;156;99;734;2473;1805;4496;570;9508;11751;411.0;1832.0;319.0;216.0;236.0;298.0;160.0
2031;71831;4348;94;229;166;111;719;2586;1920;5041;600;10266;12518;421.0;1831.0;353.0;253.0;259.0;327.0;150.0
2032;72179;4399;111;216;156;128;849;2439;1805;5813;611;10906;13181;423.0;1852.0;449.0;309.0;336.0;414.0;170.0
2033;73378;4524;91;235;140;114;696;2654;1619;5177;580;10146;12481;430.0;1905.0;352.0;246.0;265.0;327.0;149.0
2034;73626;4462;99;205;181;121;757;2315;2094;5495;606;10661;12972;432.0;1879.0;385.0;266.0;287.0;354.0;158.0
2035;74610;4523;77;220;157;104;589;2485;1816;4723;558;9613;11955;438.0;1904.0;288.0;191.0;216.0;267.0;156.0
2036;75034;4536;114;227;158;111;872;2564;1828;5041;610;10305;12655;440.0;1910.0;506.0;348.0;375.0;469.0;176.0
2037;75922;4672;101;226;150;103;772;2552;1735;4678;580;9737;12149;445.0;1967.0;305.0;196.0;214.0;277.0;145.0
2038;76755;4686;83;233;164;120;635;2631;1897;5450;600;10613;13036;450.0;1973.0;296.0;201.0;234.0;280.0;151.0
2039;77972;4759;97;233;181;104;742;2631;2094;4723;615;10190;12651;457.0;2004.0;354.0;236.0;254.0;324.0;163.0
2040;79033;4812;100;246;187;122;765;2778;2163;5541;655;11247;13737;464.0;2026.0;395.0;277.0;302.0;367.0;197.0
2041;80050;4864;90;266;174;120;688;3004;2013;5450;650;11155;13672;469.0;2048.0;365.0;265.0;271.0;341.0;181.0
2042;81330;4831;104;214;159;110;795;2417;1839;4996;587;10047;12558;477.0;2034.0;356.0;253.0;272.0;334.0;162.0
