Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;23734;1470;58;201;145;111;444;2270;1677;5041;515;9432;10190;139.0;619.0;189.0;140.0;145.0;180.0;82.0
2024;23835;1555;69;199;141;114;528;2247;1631;5177;523;9583;10378;140.0;655.0;338.0;247.0;252.0;314.0;101.0
2025;24724;1441;37;208;123;104;283;2349;1423;4723;472;8778;9530;145.0;607.0;113.0;82.0;88.0;108.0;45.0
2026;24631;1509;38;203;140;123;291;2293;1619;5586;504;9789;10568;144.0;635.0;120.0;85.0;88.0;114.0;53.0
2027;25529;1604;48;201;125;112;367;2270;1446;5086;486;9169;9994;150.0;675.0;156.0;112.0;116.0;140.0;74.0
2028;25415;1566;36;237;141;109;275;2676;1631;4950;523;9532;10340;149.0;659.0;82.0;60.0;66.0;82.0;49.0
2029;26135;1586;51;234;138;112;390;2643;1596;5086;535;9715;10536;153.0;668.0;90.0;54.0;66.0;79.0;73.0
2030;26235;1593;58;246;151;109;444;2778;1747;4950;564;9919;10744;154.0;671.0;224.0;157.0;163.0;206.0;66.0
2031;27026;1639;48;258;161;136;367;2914;1862;6176;603;11319;12168;159.0;690.0;149.0;111.0;114.0;141.0;59.0
2032;26960;1650;50;246;165;141;382;2778;1909;6403;602;11472;12325;158.0;695.0;152.0;101.0;107.0;139.0;61.0
2033;27582;1717;47;258;136;126;359;2914;1573;5722;567;10568;11453;162.0;723.0;118.0;78.0;89.0;111.0;58.0
2034;27523;1664;50;237;179;135;382;2676;2071;6131;601;11260;12122;161.0;701.0;121.0;79.0;95.0;115.0;61.0
2035;28040;1714;36;272;150;114;275;3072;1735;5177;572;10259;11145;164.0;722.0;110.0;71.0;82.0;99.0;60.0
2036;27926;1655;57;236;166;130;436;2665;1920;5904;589;10925;11786;164.0;697.0;160.0;121.0;121.0;153.0;61.0
2037;28535;1791;60;262;148;125;459;2959;1712;5677;595;10807;11728;167.0;754.0;153.0;102.0;108.0;142.0;58.0
2038;28602;1708;46;260;166;135;352;2936;1920;6131;607;11339;12226;168.0;719.0;113.0;72.0;82.0;102.0;65.0
2039;29329;1781;44;268;176;125;336;3027;2036;5677;613;11076;11998;172.0;750.0;65.0;39.0;39.0;56.0;52.0
2040;29445;1750;48;280;162;131;367;3162;1874;5949;621;11352;12262;173.0;737.0;129.0;87.0;91.0;121.0;75.0
2041;29967;1858;45;290;153;135;344;3275;1770;6131;623;11520;12478;176.0;782.0;162.0;121.0;118.0;148.0;61.0
2042;30241;1779;59;258;143;134;451;2914;1654;6085;594;11104;12030;177.0;749.0;163.0;120.0;125.0;152.0;60.0
