Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;62708;3945;118;232;191;117;902;2620;2209;5313;658;11044;13073;368.0;1661.0;517.0;374.0;400.0;483.0;225.0
2024;63642;4056;153;209;178;124;1170;2360;2059;5631;664;11220;13301;373.0;1708.0;672.0;475.0;505.0;626.0;265.0
2025;65354;3957;103;197;133;97;788;2225;1538;4405;530;8956;11005;383.0;1666.0;431.0;295.0;325.0;402.0;153.0
2026;65784;3961;98;177;146;111;749;1999;1689;5041;532;9478;11532;386.0;1668.0;361.0;250.0;264.0;339.0;157.0
2027;67507;4087;98;181;133;103;749;2044;1538;4678;515;9009;11126;396.0;1721.0;372.0;254.0;268.0;336.0;171.0
2028;67891;4217;89;201;137;93;681;2270;1585;4224;520;8760;10933;398.0;1775.0;420.0;294.0;312.0;388.0;143.0
2029;69520;4171;91;209;131;107;696;2360;1515;4859;538;9430;11594;408.0;1756.0;309.0;208.0;236.0;293.0;150.0
2030;69997;4366;100;220;163;99;765;2485;1885;4496;582;9631;11880;411.0;1838.0;317.0;214.0;235.0;296.0;172.0
2031;71829;4343;91;227;165;109;696;2564;1909;4950;592;10119;12368;421.0;1828.0;368.0;264.0;268.0;340.0;144.0
2032;72171;4394;111;214;156;129;849;2417;1805;5858;610;10929;13202;423.0;1850.0;443.0;305.0;331.0;410.0;168.0
2033;73377;4522;91;238;133;114;696;2688;1538;5177;576;10099;12433;430.0;1904.0;338.0;235.0;255.0;313.0;148.0
2034;73621;4466;103;205;177;123;788;2315;2047;5586;608;10736;13048;432.0;1880.0;404.0;276.0;302.0;372.0;160.0
2035;74609;4519;77;219;150;104;589;2473;1735;4723;550;9520;11861;438.0;1903.0;259.0;172.0;193.0;238.0;147.0
2036;75035;4524;109;224;157;113;834;2530;1816;5132;603;10312;12657;440.0;1905.0;454.0;311.0;343.0;422.0;166.0
2037;75922;4676;106;226;155;105;811;2552;1793;4768;592;9924;12338;445.0;1969.0;351.0;229.0;252.0;323.0;153.0
2038;76738;4698;90;233;167;120;688;2631;1932;5450;610;10701;13129;450.0;1978.0;327.0;225.0;259.0;307.0;163.0
2039;77976;4769;91;235;194;105;696;2654;2244;4768;625;10362;12827;457.0;2008.0;337.0;230.0;244.0;307.0;172.0
2040;79028;4800;92;242;189;124;704;2733;2186;5631;647;11254;13738;463.0;2021.0;331.0;229.0;250.0;309.0;189.0
2041;80062;4855;92;260;166;123;704;2936;1920;5586;641;11146;13660;470.0;2044.0;349.0;252.0;261.0;326.0;174.0
2042;81339;4820;100;212;153;111;765;2394;1770;5041;576;9970;12476;477.0;2029.0;370.0;261.0;277.0;342.0;154.0
