Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;15657;989;43;197;138;110;329;2225;1596;4996;488;9146;9654;92.0;416.0;110.0;80.0;86.0;107.0;55.0
2024;15897;1052;57;195;132;113;436;2202;1527;5132;497;9297;9833;93.0;443.0;219.0;157.0;157.0;203.0;65.0
2025;16367;960;38;213;123;108;291;2405;1423;4905;482;9024;9524;96.0;404.0;106.0;78.0;84.0;100.0;39.0
2026;16439;1005;27;206;138;124;206;2326;1596;5631;495;9759;10278;96.0;423.0;98.0;72.0;75.0;94.0;32.0
2027;16904;1059;37;205;113;110;283;2315;1307;4996;465;8901;9446;99.0;446.0;101.0;70.0;71.0;90.0;38.0
2028;16997;1039;34;242;133;115;260;2733;1538;5223;524;9754;10291;100.0;437.0;90.0;64.0;67.0;85.0;34.0
2029;17330;1036;46;230;129;112;352;2597;1492;5086;517;9527;10065;102.0;436.0;71.0;47.0;55.0;66.0;42.0
2030;17523;1062;42;253;152;116;321;2857;1758;5268;563;10204;10754;103.0;447.0;118.0;79.0;84.0;109.0;50.0
2031;17904;1049;40;257;158;136;306;2902;1828;6176;591;11212;11759;105.0;442.0;117.0;83.0;86.0;110.0;36.0
2032;18058;1124;41;258;165;146;314;2914;1909;6630;610;11767;12346;106.0;473.0;109.0;74.0;83.0;101.0;39.0
2033;18314;1170;37;264;139;127;283;2981;1608;5768;567;10640;11240;107.0;493.0;70.0;47.0;50.0;64.0;36.0
2034;18387;1122;43;240;187;138;329;2710;2163;6267;608;11469;12049;108.0;472.0;99.0;71.0;75.0;91.0;47.0
2035;18663;1138;29;277;145;113;222;3128;1677;5132;564;10159;10747;109.0;479.0;103.0;66.0;77.0;94.0;39.0
2036;18689;1118;47;248;167;133;359;2801;1932;6040;595;11132;11713;110.0;471.0;107.0;77.0;79.0;99.0;37.0
2037;18990;1196;45;260;155;131;344;2936;1793;5949;591;11022;11637;111.0;504.0;36.0;21.0;26.0;34.0;34.0
2038;19155;1154;45;267;163;133;344;3015;1885;6040;608;11284;11882;112.0;486.0;129.0;88.0;94.0;118.0;55.0
2039;19496;1174;45;286;178;126;344;3230;2059;5722;635;11355;11963;114.0;494.0;89.0;58.0;61.0;84.0;49.0
2040;19748;1173;35;275;165;138;268;3106;1909;6267;613;11550;12160;116.0;494.0;70.0;49.0;54.0;65.0;45.0
2041;19871;1243;37;292;151;136;283;3298;1747;6176;616;11504;12144;117.0;523.0;138.0;104.0;103.0;127.0;40.0
2042;20289;1149;45;265;146;136;344;2993;1689;6176;592;11202;11805;119.0;484.0;104.0;77.0;82.0;99.0;38.0
